kyrBP,InsolationJul65N
1869,486.409275
1870,476.598292
1871,465.960975
1872,456.147902
1873,448.148288
1874,442.701339
1875,439.811615
1876,439.343595
1877,440.929258
1878,444.287183
1879,449.044026
1880,455.176471
1881,462.550042
1882,471.268659
1883,481.230796
1884,492.245982
1885,503.691311
1886,514.499294
1887,523.193916
1888,528.122438
1889,528.128142
1890,522.771649
1891,512.795316
1892,499.850623
1893,485.783293
1894,472.204675
1895,460.482586
1896,450.985969
1897,444.01098
1898,439.435686
1899,436.979424
1900,436.389781
1901,437.555053
1902,440.264549
1903,444.538957
1904,450.300698
1905,457.421828
1906,465.598335
1907,474.307457
1908,482.642949
1909,489.687338
1910,494.408687
1911,496.159646
1912,494.806382
1913,490.868996
1914,485.093812
1915,478.61794
1916,472.332225
1917,466.862577
1918,462.624184
1919,459.846664
1920,458.314332
1921,458.086731
1922,458.923426
1923,460.650076
1924,463.196153
1925,466.473342
1926,470.309658
1927,474.736021
1928,479.523645
1929,484.453876
1930,489.220519
1931,493.417478
1932,496.474541
1933,498.073083
1934,497.830267
1935,495.588464
1936,491.662587
1937,486.330771
1938,480.125035
1939,473.749075
1940,467.657142
1941,462.19691
1942,457.828875
1943,454.521514
1944,452.370986
1945,451.419016
1946,451.516557
1947,452.55747
1948,454.590391
1949,457.377198
1950,460.855045
1951,465.02177
1952,469.575277
1953,474.425748
1954,479.360385
1955,484.002812
1956,488.092651
1957,491.345221
1958,493.370438
1959,494.047983
1960,493.37709
1961,491.311565
1962,488.195235
1963,484.383487
1964,480.166521
1965,475.965886
1966,472.199589
1967,468.894724
1968,466.396062
1969,464.722553
1970,463.829326
1971,463.784303
1972,464.570385
1973,466.046942
1974,468.299321
1975,471.219993
1976,474.64645
1977,478.428979
1978,482.261078
1979,485.516425
1980,487.797389
1981,488.441988
1982,486.957023
1983,483.358229
1984,477.882169
1985,471.07191
1986,463.933577
1987,457.222503
1988,451.59078
1989,447.604659
1990,445.442885
1991,445.034901
1992,446.465115
1993,449.449477
1994,453.791985
1995,459.443295
1996,466.073582
1997,473.414846
1998,481.301313
1999,489.057175
2000,496.216914
2001,502.189288
2002,506.304457
2003,508.16224
2004,507.760383
2005,505.150603
2006,500.871535
2007,495.583473
2008,489.807134
2009,484.11439
2010,478.967254
2011,474.483316
2012,470.830214
2013,468.121563
2014,466.159809
2015,465.030146
2016,464.604886
2017,464.746017
2018,465.315354
2019,466.246512
2020,467.14564
2021,467.970053
2022,468.483303
2023,468.500541
2024,468.02925
2025,467.187126
2026,465.95012
2027,464.695386
2028,463.557891
2029,462.683783
2030,462.289904
2031,462.448684
2032,463.098087
2033,464.329729
2034,466.007976
2035,468.039791
2036,470.347027
2037,472.86329
2038,475.333781
2039,477.857221
2040,480.206994
2041,482.333027
2042,484.224572
2043,485.822255
2044,487.013245
2045,487.950559
2046,488.468211
2047,488.65814
2048,488.545027
2049,488.126689
2050,487.40906
2051,486.504892
2052,485.387992
2053,484.073002
2054,482.694551
2055,481.171616
2056,479.585249
2057,477.972101
2058,476.317613
2059,474.612506
2060,472.956442
2061,471.241074
2062,469.562549
2063,467.903803
2064,466.312556
2065,464.765994
2066,463.42078
2067,462.210818
2068,461.268628
2069,460.64588
2070,460.371042
2071,460.478639
2072,461.069646
2073,462.031577
2074,463.461248
2075,465.259623
2076,467.390628
2077,469.763033
2078,472.324987
2079,474.913505
2080,477.476874
2081,479.890074
2082,482.072376
2083,483.917858
2084,485.456584
2085,486.544997
2086,487.288192
2087,487.622547
2088,487.604861
2089,487.244799
2090,486.607199
2091,485.666675
2092,484.505773
2093,483.11305
2094,481.541401
2095,479.797909
2096,477.953171
2097,476.024822
2098,474.093191
2099,472.229964
2100,470.474971
2101,468.956556
2102,467.696192
2103,466.789083
2104,466.231247
2105,466.069394
2106,466.232273
2107,466.667792
2108,467.266308
2109,467.912811
2110,468.426618
2111,468.779519
2112,468.819604
2113,468.588974
2114,468.169562
2115,467.650924
2116,467.209596
2117,467.035379
2118,467.246835
2119,467.960071
2120,469.256426
2121,471.138053
2122,473.571847
2123,476.562353
2124,479.98729
2125,483.762766
2126,487.75341
2127,491.721645
2128,495.38199
2129,498.374154
2130,500.235117
2131,500.583853
2132,499.098755
2133,495.685078
2134,490.466859
2135,483.954113
2136,476.637698
2137,469.230405
2138,462.367644
2139,456.449334
2140,451.816931
2141,448.689886
2142,446.99133
2143,446.802636
2144,448.019854
2145,450.5179
2146,454.198491
2147,458.901073
2148,464.304411
2149,470.094481
2150,475.801923
2151,480.823527
2152,484.701397
2153,487.048395
2154,487.571382
2155,486.524366
2156,484.174301
2157,480.963186
2158,477.535026
2159,474.307878
2160,471.560462
2161,469.653652
2162,468.565079
2163,468.315183
2164,468.887225
2165,470.201654
2166,472.071923
2167,474.547526
2168,477.435644
2169,480.6387
2170,484.09451
2171,487.584862
2172,490.886445
2173,493.808782
2174,495.988788
2175,497.089092
2176,496.948053
2177,495.234238
2178,491.962784
2179,487.250181
2180,481.366243
2181,474.622581
2182,467.703248
2183,460.865181
2184,454.648123
2185,449.427533
2186,445.353989
2187,442.581003
2188,441.276873
2189,441.293155
2190,442.709898
2191,445.468354
2192,449.446432
2193,454.559987
2194,460.736414
2195,467.588052
2196,474.880234
2197,482.160563
2198,488.77266
2199,494.195279
2200,498.015002
2201,499.682875
2202,499.395452
2203,497.275621
2204,493.733719
2205,489.408829
2206,484.892252
2207,480.471991
2208,476.674365
2209,473.583467
2210,471.246098
2211,469.738539
2212,469.018312
2213,468.941264
2214,469.637021
2215,471.016468
2216,473.026999
2217,475.773709
2218,479.065009
2219,482.69903
2220,486.366258
2221,489.5173
2222,491.397957
2223,491.505666
2224,489.205338
2225,484.399976
2226,477.464632
2227,469.144732
2228,460.287559
2229,452.0973
2230,445.14273
2231,440.016792
2232,436.975804
2233,435.956392
2234,436.815317
2235,439.467285
2236,443.602765
2237,449.099136
2238,455.915323
2239,463.849424
2240,472.763039
2241,482.485438
2242,492.363556
2243,501.743601
2244,509.69819
2245,515.051403
2246,517.003295
2247,515.312469
2248,509.955076
2249,502.024606
2250,492.593565
2251,482.840228
2252,473.773731
2253,466.110292
2254,460.011687
2255,455.683075
2256,453.022706
2257,451.78864
2258,451.960258
2259,453.390227
2260,455.938848
2261,459.639876
2262,464.326687
2263,469.70032
2264,475.467813
2265,480.96706
2266,485.451023
2267,488.274524
2268,488.906737
2269,487.121608
2270,483.292831
2271,478.01411
2272,472.028812
2273,466.202314
2274,461.12095
2275,457.131244
2276,454.534664
2277,453.281068
2278,453.302217
2279,454.511894
2280,456.71202
2281,459.739116
2282,463.514758
2283,467.844978
2284,472.589811
2285,477.698806
2286,482.920136
2287,488.065109
2288,492.996755
2289,497.340336
2290,500.813882
2291,503.199453
2292,504.110236
2293,503.383316
2294,501.003833
2295,496.909447
2296,491.411789
2297,484.856781
2298,477.68559
2299,470.350408
2300,463.414164
2301,457.138782
2302,451.900341
2303,447.878615
2304,445.143329
2305,443.77858
2306,443.820055
2307,445.177924
2308,447.925669
2309,451.977405
2310,457.203952
2311,463.451485
2312,470.343204
2313,477.322574
2314,483.742232
2315,488.833944
2316,491.939969
2317,492.674475
2318,491.132686
2319,487.669518
2320,483.06693
2321,478.062206
2322,473.432285
2323,469.597624
2324,466.91675
2325,465.427287
2326,465.101473
2327,465.811889
2328,467.440741
2329,469.84755
2330,473.010613
2331,476.8027
2332,481.228297
2333,486.130761
2334,491.230386
2335,496.195824
2336,500.348486
2337,502.985567
2338,503.408747
2339,501.098024
2340,495.889127
2341,488.22243
2342,478.848741
2343,468.815455
2344,459.095176
2345,450.587629
2346,443.738035
2347,438.893226
2348,436.074807
2349,435.221056
2350,436.177129
2351,438.816322
2352,442.953333
2353,448.489327
2354,455.178276
2355,462.84361
2356,471.003644
2357,479.192991
2358,486.649122
2359,492.697364
2360,496.705739
2361,498.337406
2362,497.610686
2363,495.039888
2364,491.150571
2365,486.769665
2366,482.522504
2367,478.860485
2368,476.032857
2369,474.254983
2370,473.34684
2371,473.356977
2372,474.121601
2373,475.488623
2374,477.328628
2375,479.514969
2376,481.749202
2377,483.8828
2378,485.565511
2379,486.502075
2380,486.497773
2381,485.368412
2382,483.131758
2383,479.934748
2384,476.158172
2385,472.000526
2386,468.001929
2387,464.377727
2388,461.368067
2389,459.128964
2390,457.735696
2391,457.032412
2392,457.096576
2393,457.667953
2394,458.627166
2395,459.861395
2396,461.225604
2397,462.588386
2398,464.012839
2399,465.460172
2400,466.962613
2401,468.690265
2402,470.676475
2403,472.91414
2404,475.602678
2405,478.55647
2406,481.809716
2407,485.252233
2408,488.702044
2409,491.889394
2410,494.692492
2411,496.649396
2412,497.571544
2413,497.251054
2414,495.547422
2415,492.487177
2416,488.414313
2417,483.52605
2418,478.291708
2419,473.221255
2420,468.512059
2421,464.555514
2422,461.5468
2423,459.499216
2424,458.500997
2425,458.576929
2426,459.559202
2427,461.393329
2428,463.935672
2429,466.818389
2430,469.797452
2431,472.533651
2432,474.521863
2433,475.622641
2434,475.707747
2435,474.723218
2436,473.057718
2437,471.061511
2438,468.997261
2439,467.389145
2440,466.409478
2441,466.168765
2442,466.793312
2443,468.242562
2444,470.332684
2445,473.061897
2446,476.226225
2447,479.555493
2448,482.986439
2449,486.183124
2450,488.860291
2451,490.891957
2452,491.993507
2453,491.996052
2454,491.000164
2455,489.013233
2456,486.175698
2457,482.896084
2458,479.332889
2459,475.771295
2460,472.535328
2461,469.731996
2462,467.409339
2463,465.826962
2464,464.754045
2465,464.251021
2466,464.252001
2467,464.524489
2468,464.919826
2469,465.341425
2470,465.486154
2471,465.300857
2472,464.8035
2473,463.945314
2474,462.921766
2475,462.019057
2476,461.357827
2477,461.224887
2478,461.843947
2479,463.214183
2480,465.451032
2481,468.600629
2482,472.434267
2483,477.008063
2484,482.08055
2485,487.392804
2486,492.635715
2487,497.483325
2488,501.281574
2489,503.696901
2490,504.298638
2491,502.783495
2492,499.306287
2493,494.197387
2494,487.900888
2495,481.176962
2496,474.61508
2497,468.63465
2498,463.707332
2499,459.955731
2500,457.448204
2501,456.272655
2502,456.413328
2503,457.753356
2504,460.39916
2505,464.125475
2506,468.660903
2507,473.622183
2508,478.264661
2509,481.634426
2510,483.088422
2511,481.847598
2512,478.013999
2513,472.121754
2514,465.154898
2515,458.189258
2516,452.260093
2517,447.908759
2518,445.503303
2519,445.035431
2520,446.405011
2521,449.328409
2522,453.705214
2523,459.242695
2524,465.807055
2525,473.270428
2526,481.286801
2527,489.47847
2528,497.365267
2529,504.104524
2530,509.068574
2531,511.606671
2532,511.427224
2533,508.55658
2534,503.627878
2535,497.17952
2536,490.136348
2537,483.146003
2538,476.721134
2539,471.190358
2540,466.735294
2541,463.314967
2542,460.93632
2543,459.510319
2544,458.8729
2545,459.000083
2546,459.693107
2547,460.886157
2548,462.377246
2549,464.132615
2550,465.863718
2551,467.597708
2552,469.140707
2553,470.446949
2554,471.486657
2555,472.277056
2556,472.742914
2557,472.984798
2558,472.936249
2559,472.634698
2560,472.079343
2561,471.294289
2562,470.316404
2563,469.231655
2564,468.135434
2565,467.165632
2566,466.408026
2567,466.051523
2568,466.112191
2569,466.745945
2570,467.904398
2571,469.703767
2572,472.058855
2573,475.039399
2574,478.553772
2575,482.611997
2576,487.061861
2577,491.723711
2578,496.257541
2579,500.215386
2580,502.942038
2581,503.841047
2582,502.345073
2583,498.16253
2584,491.463663
2585,482.809635
2586,473.083381
2587,463.222347
2588,454.249916
2589,446.701812
2590,441.026133
2591,437.414719
2592,435.774673
2593,436.039633
2594,438.112721
2595,441.838533
2596,447.258789
2597,454.301213
2598,462.946618
2599,472.985804
2600,483.910302
2601,494.822449
2602,504.412757
2603,511.112318
2604,513.598719
2605,511.221733
2606,504.442855
2607,494.451014
2608,483.114657
2609,472.076159
2610,462.505267
2611,455.083895
2612,450.015243
2613,447.070512
2614,446.012351
2615,446.557616
2616,448.430666
2617,451.60286
2618,456.156043
2619,462.131374
2620,469.710444
2621,478.697077
2622,488.57051
2623,498.221586
2624,506.003055
2625,509.943431
2626,508.794983
2627,502.078088
2628,490.93646
2629,477.448825
2630,463.813182
2631,451.727874
2632,442.38301
2633,436.045187
2634,432.557107
2635,431.754157
2636,433.051619
2637,436.157229
2638,440.86815
2639,446.948303
2640,454.338407
2641,462.927425
2642,472.427657
2643,482.341559
2644,492.010992
2645,500.390611
2646,506.611083
2647,509.923591
2648,510.061213
2649,507.221973
2650,502.276417
2651,495.929867
2652,489.186171
2653,482.787326
2654,477.068924
2655,472.357562
2656,468.717801
2657,466.012791
2658,464.169444
2659,463.119238
2660,462.613682
2661,462.627718
2662,463.108865
2663,463.904846
2664,465.044678
2665,466.552249
2666,468.254301
2667,470.272646
2668,472.505226
2669,474.769345
2670,477.006569
2671,478.991419
2672,480.298547
2673,480.807351
2674,480.115076
2675,478.0429
2676,474.647112
2677,470.173042
2678,464.869773
2679,459.520444
2680,454.551429
2681,450.433559
2682,447.644256
2683,446.305499
2684,446.387628
2685,448.020639
2686,450.938387
2687,455.060532
2688,460.401229
2689,466.815635
2690,474.262798
2691,482.789405
2692,492.025488
2693,501.605244
2694,510.764225
2695,518.389705
2696,523.130916
2697,524.08771
2698,520.375086
2699,512.414376
2700,501.1883
2701,488.196035
2702,475.034252
2703,463.080462
2704,453.050682
2705,445.356232
2706,440.08125
2707,436.943601
2708,435.791376
2709,436.441948
2710,438.766915
2711,442.742088
2712,448.612055
2713,456.188848
2714,465.541067
2715,476.120487
2716,486.831596
2717,496.180109
2718,502.388875
2719,503.756773
2720,499.940868
2721,491.672552
2722,480.584121
2723,468.884835
2724,458.321384
2725,449.876443
2726,444.154105
2727,441.069477
2728,440.268591
2729,441.46203
2730,444.278294
2731,448.367887
2732,453.821129
2733,460.449097
2734,468.344005
2735,477.420647
2736,487.333685
2737,497.262226
2738,506.251035
2739,512.744496
2740,515.486971
2741,513.843639
2742,507.915429
2743,498.761928
2744,488.019635
2745,477.157688
2746,467.399427
2747,459.514098
2748,453.69587
2749,449.979865
2750,448.15465
2751,448.001497
2752,449.214119
2753,451.700934
2754,455.184287
2755,459.462897
2756,464.362964
2757,469.413814
2758,474.204404
2759,478.362774
2760,481.307744
2761,482.903963
2762,483.109205
2763,482.103759
2764,480.251902
2765,478.099198
2766,475.897966
2767,474.080891
2768,472.783823
2769,472.036505
2770,471.81045
2771,472.035601
2772,472.437381
2773,472.96134
2774,473.407112
2775,473.631957
2776,473.644196
2777,473.428125
2778,473.033167
2779,472.625238
2780,472.322906
2781,472.261713
2782,472.56063
2783,473.381287
2784,474.637711
2785,476.499619
2786,478.788662
2787,481.360711
2788,483.987579
2789,486.257455
2790,487.592191
2791,487.618392
2792,485.797495
2793,482.056751
2794,476.602098
2795,469.958484
2796,462.947141
2797,456.30471
2798,450.802323
2799,446.799546
2800,444.614908
2801,444.21311
2802,445.574854
2803,448.531377
2804,452.977509
2805,458.780403
2806,465.808788
2807,473.864166
2808,482.553953
2809,491.382278
2810,499.449544
2811,505.821976
2812,509.507473
2813,509.906174
2814,506.825384
2815,500.848457
2816,492.928323
2817,484.184018
2818,475.716916
2819,468.270594
2820,462.325351
2821,457.985171
2822,455.337449
2823,454.176677
2824,454.440538
2825,455.99342
2826,458.749449
2827,462.608424
2828,467.378632
2829,472.749444
2830,478.230389
2831,483.08709
2832,486.571269
2833,487.974988
2834,486.936896
2835,483.529222
2836,478.303689
2837,472.129783
2838,465.867283
2839,460.299979
2840,456.011423
2841,453.152746
2842,451.906011
2843,452.150716
2844,453.739929
2845,456.51934
2846,460.331512
2847,464.885281
2848,469.991875
2849,475.266112
2850,480.268336
2851,484.566264
2852,487.694516
2853,489.288904
2854,489.353059
2855,487.983867
2856,485.552052
2857,482.640546
2858,479.715155
2859,477.164141
2860,475.407954
2861,474.473006
2862,474.48557
2863,475.359665
2864,477.029948
2865,479.217599
2866,481.794377
2867,484.342236
2868,486.454446
2869,487.76174
2870,487.763638
2871,486.205471
2872,483.069891
2873,478.554256
2874,473.035086
2875,467.312374
2876,461.768599
2877,457.076507
2878,453.552966
2879,451.441064
2880,450.768184
2881,451.690743
2882,453.982432
2883,457.628568
2884,462.445425
2885,467.994628
2886,473.843854
2887,479.296473
2888,483.484757
2889,485.797429
2890,485.810402
2891,483.522243
2892,479.488978
2893,474.608017
2894,469.58298
2895,465.337535
2896,462.272202
2897,460.598313
2898,460.334937
2899,461.50811
2900,463.759674
2901,467.193251
2902,471.55325
2903,476.706166
2904,482.497162
2905,488.542106
2906,494.2101
2907,498.847539
2908,501.601636
2909,501.728607
2910,499.061086
2911,493.768012
2912,486.490131
2913,478.355863
2914,470.345657
2915,463.141442
2916,457.532667
2917,453.566264
2918,451.323102
2919,450.811009
2920,451.754585
2921,453.965071
2922,457.344623
2923,461.493026
2924,466.152956
2925,470.970109
2926,475.461198
2927,479.089817
2928,481.679127
2929,482.783387
2930,482.56809
2931,481.255889
2932,479.167231
2933,476.744028
2934,474.524827
2935,472.623481
2936,471.374112
2937,470.848071
2938,470.959167
2939,471.648304
2940,472.836406
2941,474.182276
2942,475.544678
2943,476.714291
2944,477.352176
2945,477.386563
2946,476.848956
2947,475.572399
2948,473.983751
2949,472.191817
2950,470.474062
2951,469.133829
2952,468.396372
2953,468.268443
2954,468.981948
2955,470.469798
2956,472.634145
2957,475.447721
2958,478.664895
2959,481.926613
2960,484.886553
2961,487.053261
2962,487.753861
2963,486.814226
2964,483.880477
2965,479.190027
2966,473.230641
2967,466.744097
2968,460.36699
2969,454.942227
2970,450.829461
2971,448.284486
2972,447.50229
2973,448.360474
2974,450.777871
2975,454.786742
2976,460.226907
2977,467.010971
2978,475.129664
2979,484.117368
2980,493.414141
2981,502.17865
2982,508.961826
2983,512.610621
2984,512.154892
2985,507.375306
2986,498.891583
2987,488.272637
2988,476.858436
2989,466.238254
2990,457.293065
2991,450.454779
2992,445.826463
2993,443.290656
2994,442.53726
2995,443.456155
2996,445.969636
2997,450.007798
2998,455.716239
2999,463.102885
3000,471.8253
3001,481.332883
3002,490.361887
3003,497.210706
3004,500.251935
3005,498.511172
3006,492.0279
3007,482.252228
3008,471.127763
3009,460.550018
3010,451.876779
3011,445.841959
3012,442.492636
3013,441.644629
3014,442.95893
3015,445.964302
3016,450.485344
3017,456.261011
3018,463.110527
3019,470.984912
3020,479.531653
3021,488.245363
3022,496.500561
3023,503.27051
3024,507.609235
3025,509.003394
3026,507.140002
3027,502.534186
3028,496.00457
3029,488.595221
3030,481.20936
3031,474.606834
3032,469.166793
3033,465.047509
3034,462.292451
3035,460.718165
3036,460.200734
3037,460.510246
3038,461.443301
3039,462.714873
3040,464.202744
3041,465.561275
3042,466.738518
3043,467.551914
3044,468.05162
3045,468.242213
3046,468.359636
3047,468.487378
3048,468.821407
3049,469.515804
3050,470.551112
3051,471.971222
3052,473.614154
3053,475.275828
3054,476.703081
3055,477.567815
3056,477.63786
3057,476.683006
3058,474.753113
3059,471.995293
3060,468.763923
3061,465.476872
3062,462.637199
3063,460.482562
3064,459.410893
3065,459.426702
3066,460.643594
3067,463.000932
3068,466.472
3069,471.0151
3070,476.585156
3071,483.062451
3072,490.236933
3073,497.653878
3074,504.584588
3075,510.050384
3076,512.945321
3077,512.286624
3078,507.619882
3079,499.328439
3080,488.354706
3081,476.194285
3082,464.289202
3083,453.782499
3084,445.326373
3085,439.269181
3086,435.564762
3087,434.029969
3088,434.498268
3089,436.836053
3090,440.93533
3091,446.93775
3092,454.738177
3093,464.334156
3094,475.156598
3095,486.346516
3096,496.298557
3097,503.303792
3098,505.691458
3099,502.865864
3100,495.476267
3101,485.177627
3102,473.928657
3103,463.706638
3104,455.431567
3105,449.672741
3106,446.515574
3107,445.523434
3108,446.407016
3109,448.870568
3110,452.583658
3111,457.62409
3112,463.891742
3113,471.487868
3114,480.190016
3115,489.617189
3116,498.752043
3117,506.351475
3118,510.775629
3119,510.828541
3120,506.130136
3121,497.4421
3122,486.229166
3123,474.414823
3124,463.607701
3125,454.688314
3126,448.305918
3127,444.398205
3128,442.805532
3129,443.186787
3130,445.392154
3131,448.97784
3132,453.933941
3133,459.918462
3134,466.591472
3135,473.515856
3136,480.020092
3137,485.290387
3138,488.768069
3139,490.004344
3140,488.968047
3141,486.227882
3142,482.416979
3143,478.243639
3144,474.533021
3145,471.613289
3146,469.749854
3147,469.066382
3148,469.465677
3149,470.659828
3150,472.667359
3151,474.944518
3152,477.316342
3153,479.394397
3154,480.818326
3155,481.264357
3156,480.753395
3157,479.171237
3158,476.78681
3159,474.033011
3160,471.174134
3161,468.653611
3162,466.815929
3163,465.758164
3164,465.61419
3165,466.49999
3166,468.185544
3167,470.646599
3168,473.622149
3169,476.610565
3170,479.190418
3171,480.796107
3172,480.80173
3173,478.98536
3174,475.452324
3175,470.48355
3176,464.934028
3177,459.621244
3178,455.066057
3179,451.977466
3180,450.495091
3181,450.686073
3182,452.538967
3183,455.951342
3184,460.675093
3185,466.73534
3186,473.884534
3187,481.850176
3188,490.258283
3189,498.409447
3190,505.335869
3191,510.119161
3192,511.882799
3193,510.034483
3194,504.94582
3195,497.258846
3196,488.081743
3197,478.748697
3198,470.113044
3199,462.816214
3200,457.237933
3201,453.418235
3202,451.206383
3203,450.673503
3204,451.534928
3205,453.782559
3206,457.385961
3207,462.140511
3208,467.671379
3209,473.606475
3210,478.901888
3211,482.704458
3212,484.192467
3213,482.734
3214,478.628139
3215,472.578663
3216,465.717005
3217,459.131529
3218,453.853338
3219,450.223544
3220,448.568358
3221,448.842272
3222,450.813129
3223,454.330683
3224,459.220971
3225,465.191718
3226,472.075061
3227,479.634348
3228,487.215352
3229,494.353995
3230,500.147673
3231,503.786903
3232,504.713561
3233,502.81097
3234,498.335222
3235,492.118378
3236,485.20204
3237,478.332719
3238,472.412488
3239,467.768371
3240,464.573466
3241,462.909043
3242,462.711437
3243,463.786389
3244,466.160016
3245,469.564921
3246,473.726121
3247,478.284266
3248,482.501631
3249,485.512239
3250,486.561335
3251,484.969608
3252,480.642468
3253,474.173497
3254,466.443074
3255,458.620949
3256,451.779627
3257,446.529395
3258,443.317748
3259,442.178034
3260,443.068395
3261,445.777797
3262,450.256016
3263,456.251986
3264,463.609177
3265,472.02019
3266,480.892897
3267,489.379605
3268,496.475792
3269,500.98165
3270,502.139735
3271,499.887198
3272,494.699239
3273,487.7405
3274,480.285478
3275,473.369011
3276,467.749313
3277,463.761451
3278,461.470304
3279,460.72149
3280,461.443122
3281,463.345029
3282,466.464737
3283,470.593581
3284,475.565401
3285,481.080715
3286,486.572959
3287,491.244527
3288,494.186251
3289,494.621542
3290,492.022089
3291,486.701186
3292,479.28865
3293,471.03939
3294,462.912148
3295,455.997063
3296,450.695712
3297,447.399967
3298,446.021291
3299,446.499218
3300,448.562805
3301,452.017671
3302,456.588747
3303,461.981155
3304,467.835964
3305,473.667621
3306,479.00082
3307,483.333996
3308,486.289718
3309,487.725967
3310,487.692019
3311,486.536595
3312,484.621577
3313,482.530966
3314,480.515404
3315,478.992617
3316,477.993583
3317,477.708839
3318,477.950032
3319,478.762268
3320,479.83096
3321,480.999127
3322,481.945878
3323,482.339995
3324,481.88919
3325,480.375294
3326,477.723993
3327,474.053498
3328,469.756496
3329,465.177607
3330,460.879619
3331,457.245074
3332,454.653068
3333,453.259068
3334,453.28597
3335,454.650791
3336,457.391759
3337,461.419013
3338,466.5091
3339,472.391818
3340,478.571632
3341,484.300728
3342,488.828165
3343,491.263817
3344,491.09088
3345,488.139009
3346,482.991357
3347,476.372956
3348,469.478181
3349,463.230061
3350,458.295059
3351,454.99998
3352,453.557773
3353,453.676037
3354,455.365649
3355,458.446144
3356,462.809061
3357,468.579562
3358,475.764676
3359,484.299751
3360,493.894618
3361,503.716027
3362,512.391011
3363,518.078875
3364,519.0025
3365,513.900772
3366,503.331496
3367,488.759464
3368,472.613451
3369,457.32601
3370,444.392224
3371,434.567476
3372,428.141135
3373,424.680948
3374,423.827361
3375,425.225641
3376,428.574227
3377,433.890408
3378,441.266024
3379,450.904957
3380,462.654585
3381,476.107337
3382,489.874726
3383,501.911809
3384,509.775872
3385,511.525748
3386,506.731498
3387,496.953802
3388,484.54115
3389,472.172542
3390,461.754159
3391,454.143588
3392,449.539607
3393,447.74147
3394,448.183132
3395,450.350312
3396,454.001931
3397,458.741424
3398,464.563269
3399,471.522295
3400,479.311959
3401,487.814838
3402,496.341942
3403,503.922651
3404,509.445949
3405,511.886579
3406,510.416981
3407,505.3202
3408,497.314598
3409,487.552501
3410,477.439065
3411,468.042332
3412,459.907654
3413,453.557598
3414,449.02489
3415,446.104127
3416,444.812621
3417,444.799567
3418,445.863545
3419,447.854022
3420,450.493724
3421,453.5012
3422,456.742704
3423,460.0003
3424,463.05462
3425,466.019276
3426,468.781936
3427,471.421061
3428,474.138449
3429,476.93947
3430,479.823021
3431,482.906676
3432,485.935177
3433,488.737996
3434,491.18506
3435,492.814077
3436,493.402146
3437,492.789334
3438,490.814287
3439,487.566758
3440,483.440553
3441,478.6723
3442,473.769996
3443,469.239412
3444,465.295951
3445,462.264829
3446,460.305705
3447,459.435336
3448,459.704282
3449,461.2565
3450,463.99611
3451,468.014895
3452,473.346837
3453,479.587823
3454,486.375236
3455,492.780122
3456,497.467131
3457,499.098264
3458,496.791428
3459,490.033173
3460,479.922346
3461,467.906736
3462,455.827331
3463,445.251195
3464,437.20561
3465,431.945445
3466,429.515183
3467,429.589365
3468,431.680832
3469,435.640289
3470,441.206151
3471,448.353764
3472,457.345404
3473,468.231715
3474,481.008293
3475,495.217098
3476,509.596463
3477,521.940983
3478,529.872859
3479,530.931269
3480,524.478101
3481,511.606616
3482,495.074936
3483,477.7766
3484,462.316577
3485,449.899333
3486,441.043087
3487,435.50621
3488,432.757355
3489,432.262975
3490,433.612671
3491,436.581897
3492,441.137846
3493,447.58678
3494,456.020728
3495,466.511501
3496,478.645083
3497,491.105162
3498,501.838558
3499,508.54729
3500,509.092394
3501,503.126942
3502,492.09404
3503,478.435231
3504,464.918436
3505,453.477687
3506,445.095161
3507,439.994982
3508,437.912298
3509,438.363247
3510,440.860569
3511,445.070832
3512,450.591011
3513,457.380819
3514,465.183324
3515,473.784291
3516,482.727792
3517,491.405015
3518,498.823013
3519,504.262964
3520,506.959137
3521,506.711669
3522,503.806494
3523,498.922594
3524,492.924512
3525,486.652596
3526,480.766894
3527,475.645068
3528,471.46265
3529,468.310421
3530,465.990672
3531,464.469866
3532,463.45708
3533,462.780876
3534,462.224372
3535,461.608139
3536,460.763017
3537,459.706183
3538,458.445731
3539,457.186582
3540,456.160027
3541,455.602556
3542,455.788783
3543,456.829726
3544,458.940976
3545,461.992263
3546,466.066993
3547,470.815433
3548,476.03728
3549,481.202824
3550,485.849667
3551,489.300912
3552,491.127385
3553,490.992515
3554,488.948836
3555,485.314223
3556,480.751116
3557,475.881507
3558,471.336141
3559,467.645669
3560,465.000996
3561,463.548821
3562,463.29093
3563,464.119258
3564,466.070312
3565,469.035493
3566,473.138713
3567,478.237487
3568,484.29266
3569,490.856159
3570,497.303107
3571,502.488308
3572,505.2247
3573,504.305489
3574,499.261245
3575,490.354981
3576,478.828275
3577,466.357987
3578,454.46959
3579,444.446825
3580,436.934826
3581,432.134382
3582,429.875369
3583,430.02353
3584,432.128115
3585,436.119901
3586,441.836763
3587,449.191527
3588,458.16424
3589,468.45755
3590,479.520029
3591,490.345387
3592,499.516451
3593,505.454715
3594,507.115179
3595,504.186405
3596,497.396892
3597,488.386436
3598,478.762822
3599,469.951423
3600,462.945889
3601,458.097063
3602,455.337136
3603,454.630963
3604,455.541357
3605,457.920108
3606,461.586226
3607,466.406582
3608,472.247733
3609,478.888615
3610,485.917329
3611,492.542377
3612,497.914113
3613,500.923756
3614,500.798193
3615,497.412588
3616,491.125594
