MON
169.6
2.1
13.7
6.6
15.2
0
0
0
0
3.3
40.4
122.6
198
45
43.6
40.4
0.5
0
0
0
0
10.2
109.4
103
117.7
95.6
75.9
2.9
0.2
0
0
0
0
2.1
33.5
63.2
178.7
90.7
55.8
44.9
5.2
0
0
0
0
18.5
108.1
261
104.9
97.4
143.3
34
2.8
0
0
0
0.3
12.4
9.900001
228.8
121.7
90.6
54.8
50.8
17.1
0
0
0
0
17.2
28
31.2
318.3
121
74.6
11.3
0.3
0
0
0
0.3
4.5
59.5
74.3
165.3
119.3
122.9
35.7
2.1
0
0
0
0
0.2
56.3
89.2
102.9
37.6
25.7
91.6
8.2
0
0
0
0.8
31
50
55.1
99.6
36.5
120.5
28
5
0
0
0
0.4
11.7
40.3
56.5
190
174.7
74.5
53.4
2.6
0
0
0
0.2
17.5
55.9
199.9
195
87.5
59.1
17.3
8.7
0
0
0
0
32.5
56.2
156.8
123.6
135.7
38.5
17.1
2.5
0
0
0
0.3
31.5
40.7
116.5
76.3
37.9
53.3
61.1
4.2
0
0
0
0
4.2
161.5
94.4
33.6
77
85.5
33
0.3
0
0
0
0.5
2
40.1
34.2
215.2
136.3
107.5
42.5
0
0
0
0
0.8
1.1
27.6
151
264.2
143.4
44
2.1
0.6
0
0
0
2
5.6
33.8
153.9
128.3
134.2
126.5
25.2
14.1
0
0
0
2.6
57.9
70.1
138.4
133.6
107.1
41.8
19.4
1.9
0
0
0
0
1.6
37.2
157.3
132.7
230.4
106.8
30.3
4.2
0
0
0
0.1
4.5
62.7
118.5
144
133.1
56.8
8.6
8
0
0
0
0.1
1.1
28.4
164.2
138.8
147.4
47.5
5
2.6
0
0
0
0
0.4
33.7
114.9
77.9
134
29.6
26.3
3
0
0
0
1.1
36.8
10.1
97.2
88.3
189
65.8
0.7
2.2
0
0
0
0
24.6
94.6
82.9
42.8
42.6
16
68.8
0.5
0
0
0
0.4
2.8
82.8
61.1
126.1
120.9
96.2
18.9
1.6
0
0
0
0
0.9
22.1
95.3
72.2
269
18.5
43.1
1.1
0
0
0
0
15.1
34.2
39.9
77.9
210.3
13.5
0.4
0.2
0
0
0
0
1.9
47.7
112.9
120.3
102.8
25.6
44.5
0.5
0
0
0
0.1
1.6
120
79.2
146.3
81.2
8.900001
30.9
0.5
0
0
0
1.9
0.3
44.3
89.1
164
89.8
44.5
15.6
0.5
0
0
0
1
3.2
60.3
159
82.3
140.8
12.6
12.1
0
0
0
0
0
12.6
23.7
3.9
102.8
62.5
51.7
25.6
0.5
0
0
0
1.6
4.4
22.8
29.9
242.7
122.3
13.3
9.6
1.5
0
0
0
0
3.8
8.400001
138.1
113.8
215.6
14.1
12.8
1.6
0
0
0
0.9
41.3
50.1
24.1
72.7
101.9
27.2
10.6
0.8
0
0
0
0.3
2.1
140.2
139.9
204.1
63.3
20.9
38.1
1.7
0
0
0
0
34.4
76.5
41.7
239.1
144.8
77.5
7.2
8.3
0
0
0
0.3
0
162.6
68.5
56.3
160.6
118.1
11.1
0
0
0
0
0
12.6
143.4
86.6
191.8
28.5
45.9
48.1
0.5
0
0
0
0
16.7
71.1
101.7
80.6
41
76.2
6.3
0
0
0
0
0
5.3
14.8
259.2
106.9
102.4
130.7
0.6
0
0
0
0
0.6
47
62
34.5
154.2
99.9
168.3
45
0.9
0
0
0
0
19.5
5.2
42.6
294.4
40.5
46.6
14
11.3
0
0
0
0
0
212.6
184.3
175.9
132.6
48.4
7.5
13.5
0
0
0
0.3
2.1
75.3
102.9
61.4
158.5
41.7
0.6
11.1
0
0
0
0
0.7
3.3
49.9
119
13.9
69.3
13
3.4
0
0
0
0.3
0.4
94.9
34.6
138.6
106.6
128.7
21.6
1.5
0
0
0
0
1.9
39.8
108.6
140.9
175.7
142.1
67.3
1.2
0
0
0
1
0
5.1
170.4
147.8
119.3
47.5
12.3
12.5
0
0
0
0.1
12.6
25.9
21.1
66.4
108
29.3
9
0
0
0
0
0.6
5.3
38
284.4
96.5
109.3
65.8
4.2
0
0
0
0
0
11.6
12.9
18.8
77.3
127.2
201.2
9.2
0
0
0
0
0
1.6
150.2
123.6
48.7
138
20.4
31.8
0
0
0
0
0
3
77.5
147.6
20.2
22.1
36
12.7
1.4
0
0
0
0
2.8
174.1
122.4
138.2
33.1
111
24.3
2.2
0
0
0
0
0.9
25.1
91.3
140.2
134
132
26.9
17.5
0
0
0
0
3.5
52.8
111.4
180.7
17.6
4.6
9.7
0.2
0
0
0
0
3.4
2.7
11.5
89.9
199
52.5
3.5
3.9
0
0
0
0.8
0.7
18
19.8
63.6
12.9
67.5
9
0.6
0
0
0
0
0
68.3
24.9
135.9
156.7
22.3
15.9
11.1
0
0
0
0
13.1
29
175.3
69.5
79.3
7.1
14.9
2.1
0
0
0
0
9.1
0
52.6
41
90.2
31.4
11.9
10.4
0
0
0
0
32.7
45.5
201.7
115
149.8
59
8.900001
1.1
0
0
0
0
0
123.7
95.1
236.6
56.1
52.8
46.7
0
0
0
0
0.5
43.1
28.4
51.5
48.2
68.5
105.2
0.1
0.2
0
0
0
0
25.2
30.7
213.2
188.5
64.3
153.7
2.3
10.6
0
0
0
0.1
23.8
85.1
71
173.6
42.9
21.5
38.7
2.5
0
0
0
0.1
21.2
28.5
120.2
154.8
26.4
153.5
21.3
0.4
0
0
0
0.3
21.9
42.9
29.4
112.3
34.4
102.5
18.8
1.5
0
0
0
0.7
9.7
31.9
91.4
78.4
82.2
53.1
123.3
0.3
0
0
0
0
3.4
49.8
198
67.2
130.8
95.3
31.8
3.2
0
0
0
0.2
1.7
65.7
42.4
153.6
23
74.9
5.6
5
0
0
0
0
7.9
85.9
42.3
380.2
132
48.6
44.6
0
0
0
0
0
0
52
102.8
47.5
203.3
48.5
7.5
0
0
0
0
1.4
3
39.3
74.4
50.2
103.8
73.3
16.9
4.9
0
0
0
0
9.900001
48.4
30.4
131.7
48.1
90.5
83.9
0.9
0
0
0
0
41.5
12.3
157.5
60.5
54.8
69.1
10.4
0
0
0
0
0
26.7
13.2
97.3
88.7
22.8
75.5
4.4
1.3
0
0
0
0
44.5
145.4
176
114.8
141.5
95.5
15.8
0.1
0
0
0
0
11.7
8.7
212.4
140.3
72.3
46.5
18.5
0.4
0
0
0
0.7
0.2
69
9.5
104.7
139.4
97.9
9.3
8.2
0
0
0
2.1
8.8
96.7
71.6
194.2
177.4
118.7
17.9
1.8
0
0
0
0
3
46.8
34.1
127.4
39.6
113
27.5
0
0
0
0
0
28.4
26.6
62.8
50.5
212.7
45.8
43.4
1.4
0
0
0
0.2
19
11.2
61.2
66.8
109
16.3
34.1
18.3
0
0
0
1
39.9
232.8
81.7
81.9
34.5
70.5
1.3
0.1
0
0
0
0
49.3
8.1
154.1
120.4
199
63.6
10.6
0.1
0
0
0
0
9.6
39.3
170.1
95
63.2
87
0
0
0
0
0
0
12.3
65.8
53.5
151.3
75.9
83.5
43.1
1.1
0
0
0
0
4.3
17.7
5.6
173.4
77.3
118.3
8.6
2
0
0
0
1
14.6
75.4
240.7
190.7
182.3
35.9
3
4.9
0
0
0
0.1
0.6
45.9
180.1
113.5
101.9
29.9
0
7.7
0
0
0
0
10.2
28.9
119
152.3
95.2
75.9
9.900001
3.6
0
0
0
0.1
14.4
224.3
143.5
16.5
102.8
41.8
14.9
0.6
0
0
0
0
0
68.7
31.9
165.1
47.1
110.7
15.5
0
0
0
0
0.4
17.7
19.4
40.4
140.9
130.2
112.1
7.8
5.7
0
0
0
0.7
28.9
36.1
86.8
108.8
80.2
121.4
4.1
7.8
0
0
0
0.3
1.4
5
28.1
69.9
99.7
36.8
8.7
0
0
0
0
0.2
4.7
6.2
12
184.8
35.6
50.3
1.5
0
0
0
0
0.3
37.6
14.5
97.4
79.9
87.5
24
33
6.9
0
0
0
0
9.1
51.1
96.9
166.5
74.5
51.3
26.3
2.1
0
0
0
0.2
13.8
62.2
116.5
90.9
184.8
105.5
12.5
0.2
0
0
0
0
0.6
28.9
147.5
134.2
98.1
29.9
3.4
1.2
0
0
0
0.1
1.5
53
83.6
85.3
76.4
39.5
16.9
1.8
0
0
0
0.3
16.2
45.5
61.8
92.5
84.5
4.5
59.8
0
0
0
0
0
33.9
12.2
64.4
99.6
106
48.9
14.3
5.6
0
0
0
0
0.7
47.3
29.2
178
51
2.9
0
1.3
0
0
0
1.2
20.7
10
43.5
15.3
126.4
44.6
2.3
1.5
0
0
0
0.1
24.8
44.6
58.5
172.2
137.8
18.2
0.6
1
0
0
0
0
3.2
6
92
74.1
108.9
58.4
43.9
3.1
0
0
0
1.3
2.6
66.3
31.1
118.9
88.6
79.7
0.4
0.8
0
0
0
0.3
9.5
109.1
53.8
221.6
105.7
1.7
19.3
4.4
0
0
0
0.6
2.1
26
132.9
79.7
40
101.2
0.1
14.9
0
0
0
0.7
19.3
102.4
75.2
131
99.9
30.3
28.9
0.2
0
0
0
0
52.6
50.3
55.7
64.9
53.6
56.3
21.1
2.2
0
0
0
0
37.7
5.1
161.5
36.9
86.9
24.8
12.3
0.5
0
0
0
0
5
11.1
24.3
138.7
117.5
5.9
45.7
6.7
0
0
0
0
24.4
49.4
120.8
103
157.4
66.7
16.1
0
0
0
0
0
18.4
3.3
87.6
194.4
125.7
69.9
14.5
6.5
0
0
0
0
0
142.6
78.9
83.3
104.9
22
7.5
0
0
0
0
0
1.9
38.6
140.2
204.4
94.2
65.4
0
0.3
0
0
0
0
19.7
117.8
104.2
