AgeYrBP,SeaLevel,TwoSigErr
419000,-25.848,3.0835
419125,-26.227,3.0865
419250,-26.736,3.0875
419375,-27.312,3.087
419500,-27.88,3.085
419625,-28.417,3.084
419750,-28.927,3.0865
419875,-29.485,3.0865
420000,-30.153,3.08
420125,-30.912,3.08
420250,-31.668,3.0865
420375,-32.277,3.088
420500,-32.652,3.0845
420625,-32.819,3.084
420750,-32.816,3.086
420875,-32.647,3.091
421000,-32.454,3.095
421125,-32.507,3.094
421250,-32.971,3.0905
421375,-33.789,3.0915
421500,-34.709,3.0905
421625,-35.443,3.0925
421750,-35.936,3.0945
421875,-36.315,3.094
422000,-36.628,3.089
422125,-36.844,3.0895
422250,-36.971,3.087
422375,-37.06,3.096
422500,-37.259,3.1035
422625,-37.753,3.102
422750,-38.523,3.0975
422875,-39.349,3.099
423000,-40.068,3.097
423125,-40.687,3.1
423250,-41.34,3.105
423375,-42.242,3.111
423500,-43.426,3.121
423625,-44.614,3.1075
423750,-45.622,3.109
423875,-46.569,3.114
424000,-47.57,3.1125
424125,-48.516,3.098
424250,-49.202,3.097
424375,-49.549,3.0935
424500,-49.675,3.081
424625,-49.772,3.0875
424750,-49.912,3.1
424875,-50.074,3.088
425000,-50.386,3.0925
425125,-51.017,3.094
425250,-51.778,3.093
425375,-52.208,3.0915
425500,-52.164,3.096
425625,-51.939,3.101
425750,-51.725,3.1005
425875,-51.489,3.1085
426000,-51.389,3.1235
426125,-51.671,3.132
426250,-52.211,3.1565
426375,-52.686,3.1595
426500,-52.95,3.1775
426625,-52.989,3.179
426750,-52.859,3.208
426875,-52.737,3.236
427000,-52.71,3.2645
427125,-52.6,3.2925
427250,-52.261,3.2885
427375,-51.813,3.288
427500,-51.412,3.332
427625,-51.029,3.3845
427750,-50.686,3.388
427875,-50.789,3.409
428000,-51.708,3.417
428125,-52.972,3.397
428250,-53.665,3.4205
428375,-53.637,3.4675
428500,-53.451,3.4625
428625,-53.348,3.5075
428750,-53.053,3.53
428875,-52.571,3.557
429000,-52.537,3.583
429125,-54.212,3.597
429250,-59.887,3.5905
429375,-71.098,3.6295
429500,-84.99,3.645
429625,-95.974,3.6345
429750,-101.796,3.635
429875,-104.36,3.648
430000,-105.686,3.626
430125,-106.14,3.599
430250,-105.738,3.5575
430375,-105.103,3.5125
430500,-104.975,3.4905
430625,-105.597,3.4695
430750,-106.666,3.4315
430875,-107.652,3.4175
431000,-108.23,3.3885
431125,-108.498,3.3495
431250,-108.725,3.3085
431375,-109.025,3.287
431500,-109.385,3.264
431625,-109.85,3.235
431750,-110.476,3.1985
431875,-111.181,3.1605
432000,-111.775,3.1405
432125,-112.139,3.129
432250,-112.325,3.115
432375,-112.484,3.1045
432500,-112.749,3.096
432625,-113.163,3.1035
432750,-113.706,3.089
432875,-114.326,3.079
433000,-114.924,3.072
433125,-115.387,3.068
433250,-115.661,3.0645
433375,-115.761,3.0625
433500,-115.752,3.0605
433625,-115.734,3.0595
433750,-115.814,3.0595
433875,-116.004,3.0595
434000,-116.189,3.059
434125,-116.291,3.0585
434250,-116.325,3.0575
434375,-116.332,3.056
434500,-116.333,3.055
434625,-116.333,3.0535
434750,-116.333,3.0525
434875,-116.333,3.054
435000,-116.333,3.0535
435125,-116.333,3.053
435250,-116.333,3.0535
435375,-116.333,3.0545
435500,-116.333,3.0535
435625,-116.333,3.053
435750,-116.332,3.053
435875,-116.325,3.053
436000,-116.29,3.0535
436125,-116.182,3.053
436250,-115.968,3.0535
436375,-115.699,3.053
436500,-115.484,3.053
436625,-115.368,3.054
436750,-115.298,3.0545
436875,-115.182,3.0545
437000,-114.96,3.055
437125,-114.656,3.055
437250,-114.334,3.055
437375,-114.018,3.0555
437500,-113.742,3.0555
437625,-113.594,3.055
437750,-113.591,3.0555
437875,-113.61,3.056
438000,-113.548,3.0565
438125,-113.434,3.057
438250,-113.325,3.0575
438375,-113.188,3.0585
438500,-112.961,3.0595
438625,-112.656,3.061
438750,-112.333,3.061
438875,-112.01,3.0605
439000,-111.699,3.061
439125,-111.443,3.0625
439250,-111.225,3.063
439375,-110.976,3.062
439500,-110.699,3.062
439625,-110.477,3.0615
439750,-110.333,3.061
439875,-110.189,3.0605
440000,-109.961,3.06
440125,-109.655,3.0595
440250,-109.326,3.059
440375,-108.975,3.0585
440500,-108.591,3.0585
440625,-108.229,3.0595
440750,-107.964,3.059
440875,-107.804,3.0595
441000,-107.742,3.0595
441125,-107.807,3.0585
441250,-107.961,3.0585
441375,-108.037,3.057
441500,-107.917,3.057
441625,-107.639,3.056
441750,-107.282,3.0555
441875,-106.825,3.0545
442000,-106.233,3.055
442125,-105.637,3.054
442250,-105.259,3.054
442375,-105.17,3.054
442500,-105.234,3.053
442625,-105.3,3.053
442750,-105.326,3.053
442875,-105.332,3.0535
443000,-105.333,3.0535
443125,-105.333,3.0535
443250,-105.334,3.053
443375,-105.341,3.0535
443500,-105.376,3.054
443625,-105.485,3.0545
443750,-105.699,3.054
443875,-105.968,3.055
444000,-106.183,3.055
444125,-106.299,3.0545
444250,-106.368,3.054
444375,-106.484,3.0545
444500,-106.699,3.054
444625,-106.969,3.0525
444750,-107.19,3.0525
444875,-107.332,3.0515
445000,-107.469,3.053
445125,-107.663,3.054
445250,-107.859,3.0545
445375,-107.968,3.055
445500,-108.022,3.0555
445625,-108.111,3.056
445750,-108.224,3.056
445875,-108.298,3.0555
446000,-108.326,3.0545
446125,-108.333,3.0555
446250,-108.341,3.0555
446375,-108.377,3.055
446500,-108.493,3.0555
446625,-108.742,3.0545
446750,-109.119,3.054
446875,-109.548,3.055
447000,-109.925,3.055
447125,-110.174,3.055
447250,-110.29,3.0555
447375,-110.333,3.055
447500,-110.375,3.0545
447625,-110.485,3.0555
447750,-110.7,3.055
447875,-110.976,3.055
448000,-111.225,3.055
448125,-111.442,3.055
448250,-111.691,3.0545
448375,-111.967,3.055
448500,-112.182,3.055
448625,-112.29,3.0555
448750,-112.325,3.0555
448875,-112.333,3.056
449000,-112.341,3.056
449125,-112.376,3.0565
449250,-112.485,3.0565
449375,-112.699,3.057
449500,-112.969,3.058
449625,-113.191,3.058
449750,-113.341,3.0595
449875,-113.519,3.0605
450000,-113.849,3.061
450125,-114.333,3.061
450250,-114.816,3.0605
450375,-115.138,3.0595
450500,-115.274,3.0595
450625,-115.282,3.0585
450750,-115.189,3.059
450875,-115.012,3.0595
451000,-114.858,3.06
451125,-114.893,3.06
451250,-115.162,3.06
451375,-115.555,3.06
451500,-115.918,3.06
451625,-116.13,3.0605
451750,-116.131,3.061
451875,-115.926,3.061
452000,-115.597,3.061
452125,-115.306,3.062
452250,-115.224,3.0615
452375,-115.383,3.0605
452500,-115.638,3.0585
452625,-115.836,3.0575
452750,-115.918,3.058
452875,-115.85,3.0585
453000,-115.663,3.058
453125,-115.477,3.0585
453250,-115.376,3.057
453375,-115.347,3.0565
453500,-115.36,3.057
453625,-115.391,3.057
453750,-115.354,3.0565
453875,-115.086,3.0575
454000,-114.548,3.057
454125,-113.958,3.0585
454250,-113.561,3.06
454375,-113.384,3.0595
454500,-113.309,3.0585
454625,-113.233,3.0575
454750,-113.155,3.055
454875,-113.179,3.054
455000,-113.359,3.054
455125,-113.555,3.056
455250,-113.565,3.057
455375,-113.358,3.06
455500,-113.183,3.0615
455625,-113.396,3.063
455750,-113.938,3.0655
455875,-114.224,3.0665
456000,-113.86,3.066
456125,-113.122,3.0655
456250,-112.525,3.066
456375,-112.194,3.066
456500,-111.915,3.066
456625,-111.551,3.0665
456750,-111.152,3.068
456875,-110.842,3.0695
457000,-110.664,3.0715
457125,-110.496,3.071
457250,-110.197,3.07
457375,-109.842,3.0665
457500,-109.619,3.067
457625,-109.546,3.0685
457750,-109.409,3.071
457875,-108.988,3.071
458000,-108.282,3.0705
458125,-107.469,3.074
458250,-106.714,3.0735
458375,-106.062,3.0745
458500,-105.529,3.0745
458625,-105.182,3.072
458750,-105.011,3.071
458875,-104.86,3.0695
459000,-104.622,3.066
459125,-104.326,3.0635
459250,-104.01,3.0625
459375,-103.707,3.062
459500,-103.485,3.0625
459625,-103.369,3.065
459750,-103.306,3.0655
459875,-103.218,3.066
460000,-103.076,3.065
460125,-102.913,3.065
460250,-102.753,3.0625
460375,-102.582,3.0635
460500,-102.407,3.064
460625,-102.217,3.063
460750,-101.967,3.064
460875,-101.657,3.063
461000,-101.333,3.067
461125,-101.01,3.0695
461250,-100.699,3.069
461375,-100.444,3.0665
461500,-100.232,3.067
461625,-100.01,3.068
461750,-99.799,3.0685
461875,-99.648,3.069
462000,-99.451,3.073
462125,-99.038,3.077
462250,-98.434,3.084
462375,-97.834,3.088
462500,-97.34,3.0855
462625,-96.868,3.0855
462750,-96.342,3.0855
462875,-95.847,3.0895
463000,-95.497,3.092
463125,-95.23,3.098
463250,-94.83,3.1025
463375,-94.21,3.1035
463500,-93.642,3.106
463625,-93.454,3.104
463750,-93.562,3.1005
463875,-93.614,3.096
464000,-93.347,3.094
464125,-92.671,3.089
464250,-91.741,3.0905
464375,-90.933,3.0905
464500,-90.535,3.09
464625,-90.501,3.0915
464750,-90.581,3.0865
464875,-90.543,3.082
465000,-90.217,3.085
465125,-89.678,3.087
465250,-89.293,3.0865
465375,-89.236,3.092
465500,-89.303,3.086
465625,-89.354,3.086
465750,-89.46,3.084
465875,-89.587,3.085
466000,-89.555,3.081
466125,-89.264,3.0815
466250,-88.827,3.0735
466375,-88.477,3.0745
466500,-88.259,3.075
466625,-88.075,3.082
466750,-88.05,3.078
466875,-88.371,3.083
467000,-88.854,3.082
467125,-89.118,3.079
467250,-89.038,3.0775
467375,-88.758,3.084
467500,-88.481,3.0865
467625,-88.418,3.09
467750,-88.648,3.086
467875,-88.958,3.0915
468000,-89.076,3.083
468125,-88.939,3.09
468250,-88.659,3.094
468375,-88.359,3.094
468500,-88.09,3.0895
468625,-87.899,3.095
468750,-87.908,3.1075
468875,-88.13,3.1015
469000,-88.247,3.1045
469125,-88.036,3.105
469250,-87.777,3.1115
469375,-87.658,3.112
469500,-87.425,3.118
469625,-86.894,3.113
469750,-86.207,3.127
469875,-85.653,3.1205
470000,-85.34,3.124
470125,-85.05,3.133
470250,-84.568,3.1255
470375,-83.984,3.1365
470500,-83.501,3.136
470625,-83.229,3.137
470750,-83.084,3.1395
470875,-82.781,3.1345
471000,-82.17,3.1445
471125,-81.478,3.1445
471250,-81.101,3.1345
471375,-81.155,3.1305
471500,-81.312,3.1375
471625,-81.196,3.128
471750,-80.784,3.145
471875,-80.332,3.1485
472000,-79.971,3.1415
472125,-79.501,3.145
472250,-78.886,3.135
472375,-78.538,3.1345
472500,-78.667,3.137
472625,-79.008,3.131
472750,-79.301,3.133
472875,-79.432,3.142
473000,-79.346,3.138
473125,-79.036,3.1475
473250,-78.464,3.159
473375,-77.674,3.1385
473500,-76.921,3.1435
473625,-76.63,3.154
473750,-77.081,3.148
473875,-77.852,3.1295
474000,-78.201,3.1315
474125,-77.979,3.1445
474250,-77.423,3.1445
474375,-76.675,3.1425
474500,-75.962,3.1335
474625,-75.56,3.139
474750,-75.364,3.139
474875,-74.99,3.136
475000,-74.367,3.1415
475125,-73.84,3.145
475250,-73.684,3.1365
475375,-73.879,3.139
475500,-74.273,3.1545
475625,-74.648,3.155
475750,-74.62,3.1515
475875,-73.925,3.1545
476000,-72.873,3.152
476125,-72.03,3.153
476250,-71.662,3.1595
476375,-71.632,3.1465
476500,-71.591,3.1745
476625,-71.357,3.166
476750,-70.923,3.1765
476875,-70.13,3.1885
477000,-68.897,3.1655
477125,-67.509,3.202
477250,-66.352,3.2045
477375,-65.51,3.2045
477500,-64.756,3.188
477625,-63.834,3.212
477750,-62.716,3.2155
477875,-61.788,3.22
478000,-61.501,3.2455
478125,-61.704,3.2265
478250,-61.816,3.237
478375,-61.424,3.2185
478500,-60.487,3.228
478625,-59.23,3.256
478750,-57.749,3.257
478875,-55.859,3.234
479000,-53.888,3.2545
479125,-52.87,3.239
479250,-53.12,3.2745
479375,-53.738,3.2285
479500,-53.796,3.2455
479625,-52.988,3.237
479750,-51.438,3.249
479875,-49.469,3.2615
480000,-47.505,3.2445
480125,-46.003,3.2665
480250,-44.977,3.2505
480375,-44.109,3.264
480500,-43.495,3.248
480625,-43.206,3.2475
480750,-42.776,3.2555
480875,-41.749,3.2435
481000,-39.957,3.2435
481125,-37.653,3.2435
481250,-35.677,3.252
481375,-34.827,3.2365
481500,-35.104,3.255
481625,-35.746,3.2515
481750,-35.873,3.2595
481875,-35.362,3.261
482000,-34.843,3.2395
482125,-34.571,3.2285
482250,-34.104,3.234
482375,-33.105,3.202
482500,-31.595,3.227
482625,-29.864,3.222
482750,-28.376,3.2175
482875,-27.556,3.221
483000,-27.541,3.215
483125,-27.657,3.2145
483250,-26.862,3.2085
483375,-25.285,3.2085
483500,-24.157,3.184
483625,-24.072,3.207
483750,-24.412,3.197
483875,-24.451,3.1855
484000,-24.109,3.1795
484125,-23.517,3.176
484250,-22.616,3.1675
484375,-21.529,3.1685
484500,-20.621,3.1645
484625,-20.043,3.165
484750,-19.648,3.1925
484875,-19.307,3.165
485000,-19.071,3.1655
485125,-19.242,3.181
485250,-20.011,3.188
485375,-20.905,3.184
485500,-21.304,3.186
485625,-21.134,3.1655
485750,-20.687,3.191
485875,-20.434,3.176
486000,-20.817,3.1725
486125,-21.913,3.1775
486250,-23.351,3.1835
486375,-24.576,3.173
486500,-25.357,3.161
486625,-25.911,3.168
486750,-26.642,3.168
486875,-27.871,3.174
487000,-29.27,3.181
487125,-30.074,3.174
487250,-30.232,3.16
487375,-30.288,3.1725
487500,-30.565,3.1645
487625,-31.229,3.1555
487750,-32.257,3.1575
487875,-33.179,3.1625
488000,-33.621,3.166
488125,-33.897,3.1605
488250,-34.503,3.1465
488375,-35.438,3.1505
488500,-36.336,3.156
488625,-36.966,3.1555
488750,-37.344,3.158
488875,-37.448,3.1535
489000,-37.218,3.143
489125,-36.943,3.14
489250,-37.092,3.129
489375,-37.657,3.132
489500,-38.245,3.1445
489625,-38.754,3.1285
489750,-39.354,3.1315
489875,-39.933,3.143
490000,-40.13,3.139
490125,-39.906,3.139
490250,-39.664,3.129
490375,-39.76,3.1115
490500,-40.133,3.1125
490625,-40.435,3.112
490750,-40.417,3.106
490875,-40.146,3.103
491000,-39.944,3.102
491125,-40.051,3.1155
491250,-40.355,3.099
491375,-40.624,3.1015
491500,-40.855,3.095
491625,-41.195,3.0955
491750,-41.558,3.105
491875,-41.627,3.1
492000,-41.387,3.097
