date, pm25, pm10, o3, no2, so2, co
14/03/2019,36,14,26,33,1,6
13/03/2019,45,16,33,27,2,8
12/03/2019,36,19,28,25,1,8
11/03/2019,34,13,28,27,1,8
10/03/2019,36,17,26,23,1,9
09/03/2019,33,11,29,23, ,8
08/03/2019,31,18,27,9,1, 
07/03/2019,28,15,23,28,5,9
06/03/2019,49,10,26,30,6,9
05/03/2019,40,19,23,17,1,5
04/03/2019,37,19,26,25,1,1
03/03/2019,46,17,16,26,1,2
02/03/2019,54,14,29,15,1,3
01/03/2019,82,21,21,20,1,3
28/02/2019,90,33,14,25,2,3
27/02/2019,141,32,21,28,4,8
26/02/2019,139,58,4,58,5,12
25/02/2019,128,58,2,61,3,12
24/02/2019,123,53,2,55,1,12
23/02/2019,93,47,5,40,1,11
22/02/2019,72,43,9,39,3,9
21/02/2019,60,43,17,42,4,9
20/02/2019,62,33,23,42,2,8
19/02/2019,54,26,25,40,2,9
18/02/2019,53,28,25,42,3,10
17/02/2019,81,26,19,41,2,9
16/02/2019,97,36,27,36,1,9
15/02/2019,120,40,21,44,2,9
14/02/2019,86,50,16,55,4,12
13/02/2019,52,46,9,53,3,11
12/02/2019,38,27,9,28,2,9
11/02/2019,44,28,16,40,3,11
10/02/2019,31,24,19,38,1,10
09/02/2019,43,11,23,30,1,8
08/02/2019,45,18,27,29,2,9
07/02/2019,44,15,25,36,2,9
06/02/2019,74,20,21,31,6,10
05/02/2019,66,23,12,39,2,8
04/02/2019,59,21,13,36,3,9
03/02/2019,57,18,19,37,3,9
02/02/2019,87,25,16,31,2,12
01/02/2019,60,22,18,19,2,8
31/01/2019,54,18,20,31,2,9
30/01/2019,56,29,17,48,3,14
29/01/2019,48,25,11,38,1,11
28/01/2019,43,30,17,46,1,12
27/01/2019,40,23,23,30,6,11
26/01/2019,50,12,26,19,14,7
25/01/2019,85,15,27,34,13,8
24/01/2019,95,29,10,40,11,10
23/01/2019,61,37,4,51,8,15
22/01/2019,41,24,17,35,4,10
21/01/2019,111,18,22,33,3,9
20/01/2019,98,43,18,40,4,14
19/01/2019,62,33,12,34,3,11
18/01/2019,50,26,20,30,2,9
17/01/2019,36,26,18,46,3,12
16/01/2019,32,15,20,31,2,9
15/01/2019,37,11,26,39,3,8
14/01/2019,40,17,23,43,4,10
13/01/2019,29,19,24,25,2,7
12/01/2019,49,17,30,22,2,6
11/01/2019,60,17,21,30,3,8
10/01/2019,73,25,7,30,3,7
09/01/2019,46,34,9,29,3,11
08/01/2019,50,22,19,30,3,11
07/01/2019,60,24,23,27,1,8
06/01/2019,73,25,24,36,3,9
05/01/2019,81,29,13,30,2,10
04/01/2019,92,31,19,29,1,10
03/01/2019,55,39,14,31,1,9
02/01/2019,59,26,22,31, ,7
01/01/2019,49,22,22,26, ,7
31/12/2018, ,15,23,21, ,7
30/12/2018,63, , , , , 
29/12/2018,63,17,15,29,1,8
28/12/2018,102,22,18,31,1,8
27/12/2018,120,38,6,36,4,12
26/12/2018,69,48,1,43,4,14
25/12/2018,85,24,10,32,1,8
24/12/2018,76,31,10,37,3,13
23/12/2018,49,29,14,35,1,9
22/12/2018,56,15,21,32,1,6
21/12/2018,53,22,25,40,2,8
20/12/2018,52,26,24,39,3,7
19/12/2018,52,21,24,49,4,8
18/12/2018,54,21,22,52,4,8
17/12/2018,59,21,26,38,2,7
16/12/2018,52,28,20,50,7,9
15/12/2018,74,21,20,45,4,9
14/12/2018,87,25,21,31,4,10
13/12/2018,74,43,8,44,4,13
12/12/2018,72,31,5,36,3,12
11/12/2018,81,26,16,36,1,9
10/12/2018,55,35,6,49,4,11
09/12/2018,45,19,12,36,2,8
08/12/2018,49,14,27,24,1,6
07/12/2018,49,20,27,40,2,7
06/12/2018,59,16,27,44,3,7
05/12/2018,60,26,23,44,4,7
04/12/2018,68,22,19,42,3,8
03/12/2018,64,28,9,50,5,11
02/12/2018,49,20,23,36,2,6
01/12/2018,61,15,22,34,3,6
30/11/2018,57,19,21,45,3,8
29/11/2018,53,25,19,53,4,9
28/11/2018,57,21,26,40,11,7
27/11/2018,74,19,24,41,9,7
26/11/2018,60,26,8,37,2,10
25/11/2018,74,23,14,30,1,9
24/11/2018,88,27,10,27, ,8
23/11/2018,117,33,11,30,1,9
22/11/2018,131,47,1,40,5,11
21/11/2018,86,51,1,38,5,13
20/11/2018,60,32,7,42,3,12
19/11/2018,46,21,15,33,2,8
18/11/2018,65,16,19,31,2,8
17/11/2018,86,23,21,29,2,8
16/11/2018,70,32,6,32,3,9
15/11/2018,85,25,5,31,3,8
14/11/2018,65,37,6,45,3,8
13/11/2018,57,27,18,49,3,8
12/11/2018,55,27,21,55,4,9
11/11/2018,51,22,21,53,4,8
10/11/2018,59,17,24,41,3,8
09/11/2018,58,21,21,49,3,6
08/11/2018,52,23,24,44,3,8
07/11/2018,53,24,22,47,3,8
06/11/2018,88,19,23,42,4,8
05/11/2018,119,36,19,42,4,8
04/11/2018,73,52,1,38,4,10
03/11/2018,71,28,18,37,2,8
02/11/2018,79,27,24,51,2,9
01/11/2018,76,34,12,52,4,12
31/10/2018,71,26,4,44,4,8
30/10/2018,51,29,14,53,4,12
29/10/2018,39,19,15,27,3,9
28/10/2018,39,15,17,26,2,8
27/10/2018,40,12,21,23,2,8
26/10/2018,52,13,18,22,2,9
25/10/2018,64,16,19,31,3,8
24/10/2018,62,25,15,33,3,8
23/10/2018,62,22,13,30,2,6
22/10/2018,55,26,13,34,3,7
21/10/2018,74,23,20,29,4,7
20/10/2018,109,26,18,34,3,9
19/10/2018,75,45,15,58,6,14
18/10/2018,63,30,18,43,2,10
17/10/2018,75,22,16,34, ,6
16/10/2018,78,26,18,43,4,7
15/10/2018,56,33,19,46,4,7
14/10/2018,48,19,20,30, ,4
13/10/2018,58,13,24,32, ,4
12/10/2018,54,23,25,49, ,5
11/10/2018,66,21,26,51,1,6
10/10/2018,119,26,22,53,1,6
09/10/2018,67,48,15,62,1,8
08/10/2018,60,26,27,72, ,9
07/10/2018,51,22,19,69, ,9
06/10/2018,64,18,21,42, ,6
05/10/2018,92,22,24,36, ,5
04/10/2018,73,37,20,75,1,9
03/10/2018,59,28,14,61, ,8
02/10/2018,49,23,16,54, ,5
01/10/2018,50,18,21,47,1,5
30/09/2018,57,18,22,38,1,5
29/09/2018,69,21,24,41,1,6
28/09/2018,49,35,22,59,1,7
27/09/2018,79,19,23,32,1,3
26/09/2018,70,34,29,70,1,9
25/09/2018,70,29,25,58,1,5
24/09/2018,51,33,25,60,2,10
23/09/2018,63,23,22,34,1,5
22/09/2018,54,14,21,21,1,2
21/09/2018,53,18,15,48,1,4
20/09/2018,59,22,23,54,1,5
19/09/2018,62,25,24,48,1,3
18/09/2018,56,27,23,40,2,3
17/09/2018,58,21,29,44,4,4
16/09/2018,53,20,37,50,4,4
15/09/2018,58,19,31,39,3,3
14/09/2018,61,22,25,45,4,4
13/09/2018,68,20,20,47,5,6
12/09/2018,60,25,19,40,5,5
11/09/2018,58,23,21,29,2,3
10/09/2018,55,19,21,36,4,3
09/09/2018,53,21,27,43,4,4
08/09/2018,57,19,30,37,3,3
07/09/2018,52,24,23,38,3,4
06/09/2018,63,19,24,35,3,4
05/09/2018,57,27,26,35,3,3
04/09/2018,63,25,32,30,1,2
03/09/2018,79,28,28,28,1,2
02/09/2018,73,33,45,43,2,3
01/09/2018,67,27,42,41,3,4
31/08/2018,62,27,40,49,4,4
30/08/2018,73,24,23,36,2,3
29/08/2018,70,23,21,30,2,3
28/08/2018,58,24,17,30,2,3
27/08/2018,48,22,21,40,4,4
26/08/2018,54,15,15,28,3,3
25/08/2018,51,18,18,34,4,3
24/08/2018,50,17,21,27,3,3
23/08/2018,59,17,18,35,4,3
22/08/2018,65,18,20,29,3,3
21/08/2018,56,21,11,39,2,4
20/08/2018,54,24,26,39,3,3
19/08/2018,55,19,19,35,3,3
18/08/2018,55,18,15,27,2,2
17/08/2018,55,21,15,35,3,4
16/08/2018,60,22,20,41,4,5
15/08/2018,59,23,15,39,4,4
14/08/2018,54,22,19,40,3,4
13/08/2018,54,19,23,33,2,3
12/08/2018,49,19,20,28,2,2
11/08/2018,51,16,22,33,3,3
10/08/2018,52,19,24,35,2,4
09/08/2018,65,19,16,37,3,4
08/08/2018,54,19,15,36,3,3
07/08/2018,80,19,27,45,3,4
06/08/2018,69,29,44,64,4,4
05/08/2018,53,27,53,65,3,4
04/08/2018,50,18,37,34,2,3
03/08/2018,58,21,35,26,2,2
02/08/2018,59,23,45,46,2,2
01/08/2018,57,25,30,49,3,4
31/07/2018,54,24,33,48,3,5
30/07/2018,49,21,27,43,3,4
29/07/2018,46,18,15,33,3,3
28/07/2018,50,16,20,31,2,2
27/07/2018,75,25,25,33,2,4
26/07/2018,103,32,46,60,4,4
25/07/2018,72,45,54,70,4,4
24/07/2018,61,29,44,54,3,4
23/07/2018,57,25,41,60,5,4
22/07/2018,59,24,38,61,5,4
21/07/2018,75,24,33,41,6,4
20/07/2018,59,29,58,47,6,3
19/07/2018,59,26,37,62,6,5
18/07/2018,51,25,37,63,5,6
17/07/2018,49,23,33,57,5,5
16/07/2018,63,21,24,50,5,5
15/07/2018,60,28,44,59,5,5
14/07/2018,67,25,49,51,4,4
13/07/2018,66,30,47,57,4,5
12/07/2018,63,29,36,50,4,4
11/07/2018,69,27,34,36,4,3
10/07/2018,50,28,29,25,4,2
09/07/2018,62,19,24,22,4,2
08/07/2018,64,27,39,39,3,3
07/07/2018,96,26,42,33,3,3
06/07/2018,80,36,49,45,3,3
05/07/2018,88,32,47,45,3,3
04/07/2018,67,35,54,59,3,4
03/07/2018,52,28,40,51,3,4
02/07/2018,53,21,41,43,3,5
01/07/2018,64,22,47,42,5,5
30/06/2018,56,26,64,34,5,3
29/06/2018,62,24,41,35,4,3
28/06/2018,73,25,37,36,4,3
27/06/2018,62,26,40,39,4,3
26/06/2018,62,28,30,45,4,3
25/06/2018,69,28,35,50,4,4
24/06/2018,62,30,65,52,3,6
23/06/2018,61,24,45,34,3,5
22/06/2018,51,25,35,34,2,6
21/06/2018,48,23,34,34,3,5
20/06/2018,52,29,30,35,2,5
19/06/2018,51,20,13,36,4,4
18/06/2018,56,18,15,44,4,5
17/06/2018,51,21,26,43,3,5
16/06/2018,56,19,26,41,3,6
15/06/2018,70,20,28,42,3,6
14/06/2018,65,25,32,48,3,6
13/06/2018,62,27,31,39,3,5
12/06/2018,58,29,34,52,3,5
11/06/2018,53,22,25,30,2,3
10/06/2018,64,22,31,44,2,4
09/06/2018,65,22,33,29,2,4
08/06/2018,63,28,33,35,1,4
07/06/2018,65,26,37,38,2,4
06/06/2018,62,28,29,45,1,3
05/06/2018,56,34,34,39,1,3
04/06/2018,70,20,32,38,1,3
03/06/2018,58,25,31,31,1,4
02/06/2018,61,23,39,44,2,4
01/06/2018,93,23,34,45,2,4
31/05/2018,116,35,30,62,4,6
30/05/2018,86,44,33,49,1,5
29/05/2018,82,34,30,47,2,5
28/05/2018,112,30,36,30,2,4
27/05/2018,91,59,42,36,2,5
26/05/2018,121,55,43,60,2,5
25/05/2018,99,57,53,45,2,5
24/05/2018,92,44,31,60,4,6
23/05/2018,72,51,31,53,3,5
22/05/2018,79,32,41,37,2,4
21/05/2018,106,35,41,37,2,4
20/05/2018,78,45,38,57,2,6
19/05/2018,69,34,39,57,2,7
18/05/2018,58,35,39,51,2,7
17/05/2018,53,27,31,49,1,7
16/05/2018,57,25,33,39,1,6
15/05/2018,59,23,34,31,1,5
14/05/2018,50,21,45,36,2,5
13/05/2018,70,21,36,32,2,6
12/05/2018,70,25,35,37,2,6
11/05/2018,59,27,27,51,3,6
10/05/2018,55,28,35,52,3,8
09/05/2018,63,22,36,42,2,7
08/05/2018,110,28,35,61,5,7
07/05/2018,122,46,56,71,4,7
06/05/2018,105,45,63,58,2,6
05/05/2018,90,41,51,46,2,4
04/05/2018,71,36,41,56,2,8
03/05/2018,65,30,31,60,3,9
02/05/2018,48,27,31,62,5,11
01/05/2018,55,17,33,54,3,8
30/04/2018,54,23,33,71,4,11
29/04/2018,47,20,34,34,1,6
28/04/2018,56,12,32,19,1,4
27/04/2018,58,17,27,31,1,4
26/04/2018,53,23,24,58,4,7
25/04/2018,49,25,34,63,5,9
24/04/2018,56,21,31,55,4,8
23/04/2018,49,23,27,52,4,7
22/04/2018,86,24,30,57,4,8
21/04/2018,113,38,43,50,2,6
20/04/2018,91,49,32,57,2,6
19/04/2018,108,41,39,50,3,6
18/04/2018,89,51,53,81,4,9
17/04/2018,58,34,37,69,4,7
16/04/2018,57,26,36,56,2,8
15/04/2018,95,28,36,58,4,9
14/04/2018,117,36,33,47,2,7
13/04/2018,89,48,34,54,3,9
12/04/2018,112,38,20,53,5,9
11/04/2018,131,42,19,31,1,6
10/04/2018,97,48,14,34,1,5
09/04/2018,92,36,23,48,1,6
08/04/2018,78,27,18,48,3,7
07/04/2018,84,28,23,46,3,7
06/04/2018,63,36,30,58,3,9
05/04/2018,44,25,32,54,16,10
04/04/2018,50,16,30,46,2,9
03/04/2018,56,21,32,51,3,5
02/04/2018,58,21,32,53,3,4
01/04/2018,58,17,26,45,3,4
31/03/2018,55,17,29,32,2,5
30/03/2018,52,17,24,36,4,5
29/03/2018,53,17,22,46,3,6
28/03/2018,57,26,28,59,4,8
27/03/2018,57,22,25,58,4,7
26/03/2018,66,23,30,51,3,6
25/03/2018,101,35,29,49,2,8
24/03/2018,93,45,27,35,2,4
23/03/2018,56,42,18,41,3,4
22/03/2018,59,37,33,59,3,5
21/03/2018,68,32,30,58,2,4
20/03/2018,52,35,26,82,3,10
19/03/2018,60,33,31,43, ,7
18/03/2018,72,36,32,34,1,9
17/03/2018,63,32,23,29,1,7
16/03/2018,63,25,23,29,2,7
15/03/2018,59,30,28,61,5,7
14/03/2018,56,21,27,56,4,5
13/03/2018,64,21,27,49,3,6
12/03/2018,69,26,17,50,4,7
11/03/2018,71,22,18,39,4,5
10/03/2018,65,33,17,47,4,6
09/03/2018,66,29,18,52,5,5
08/03/2018,45,31,13,58,5,7
07/03/2018,69,22,23,55,5,7
06/03/2018,63,29,18,62,6,8
05/03/2018,58,27,23,75,7,8
04/03/2018,84,26,26,56,4,5
03/03/2018,159,31,24,50,3,6
02/03/2018,121,64,10,38,3,8
01/03/2018,98,48,19,37,3,9
28/02/2018,75,42,20,36,2,9
27/02/2018,55,27,22,52,2,10
26/02/2018,49,36,23,52,1,10
25/02/2018,56,31,26,42, ,7
24/02/2018,93,22,23,37,1,9
23/02/2018,80,39,20,41,2,9
22/02/2018,89,31,17,49,2,8
21/02/2018,120,34,19,52,2,7
20/02/2018,55,48,16,42,1,7
19/02/2018,80,20,22,29,2,4
18/02/2018,69,29,16,42,5,6
17/02/2018,76,31,24,58,4,8
16/02/2018,62,37,20,64,5,10
15/02/2018,58,36,17,74,8,11
14/02/2018,61,28,25,63,6,8
13/02/2018,51,22,21,64,5,8
12/02/2018,52,18,21,54,4,8
11/02/2018,36,26,20,63,7,10
10/02/2018,50,12,19,33,3,6
09/02/2018,48,24,18,63,5,8
08/02/2018,65,22,22,38,3,5
07/02/2018,74,35,26,77,8,6
06/02/2018,79,45,15,46,3,3
05/02/2018,56,37,19,47,2,3
04/02/2018,48,22,21,50, ,2
03/02/2018,67,15,22,35,1,2
02/02/2018,57,23,16,56,5,3
01/02/2018,47,28,20,34,2,3
31/01/2018,51,23,21,33,3,2
30/01/2018,68,20,28,58,5,4
29/01/2018,50,35,21,67,6,5
28/01/2018,47,19,28,44,2,3
27/01/2018,66,17,27,41,1,2
26/01/2018,83,26,21,56,2,3
25/01/2018,59,37,11,47,1,3
24/01/2018,49,29,21,66,5,5
23/01/2018,50,18,25,61,6,5
22/01/2018,56,20,26,57,9,8
21/01/2018,68,24,22,45,4,5
20/01/2018,56,22,16,48,4,5
19/01/2018,54,20,19,52,3,4
18/01/2018,48,33,18,65,9,6
17/01/2018,50,21,30,43,5,4
16/01/2018,46,22,28,53,6,5
15/01/2018,55,17,25,57,7,5
14/01/2018,93,19,22,51,6,5
13/01/2018,86,35,12,42,3,4
12/01/2018,84,30,16,34,2,3
11/01/2018,91,32,22,44,4,4
10/01/2018,73,34,5,35,3,4
09/01/2018,98,33,15,53,7,7
08/01/2018,73,38,3,45,5,6
07/01/2018,46,28,16,31,4,4
06/01/2018,77,17,20,30, ,2
05/01/2018,56,27,20,38,1,4
04/01/2018,54,25,24,54,6,5
03/01/2018,61,22,25,45,7,4
02/01/2018,57,29,30,32,5,3
01/01/2018,48,26,26,44,5,4
31/12/2017,24,18,27,39,4,3
30/12/2017,60,9,29,6, ,2
29/12/2017,54,29,27,38,4,3
28/12/2017,55,21,25,44,4,3
27/12/2017,39,25,9,44,5,5
26/12/2017,37,10,26,23,20,4
25/12/2017,49,12,25,31,21,4
24/12/2017,42,16,27,18,13,4
23/12/2017,52,12,25,28,5,4
22/12/2017,67,18,19,33,2,4
21/12/2017,76,27,10,41,2,5
20/12/2017,86,31,11,48,6,6
19/12/2017,107,35,1,48,13,7
18/12/2017,76,46,2,56,20,9
17/12/2017,68,32,15,38,15,5
16/12/2017,57,24,17,39,13,5
15/12/2017,57,22,6,34,13,3
14/12/2017,61,19,13,32,13,3
13/12/2017,58,28,23,64,13,8
12/12/2017,86,20,26,57,9,10
11/12/2017,53,33,12,63,10,11
10/12/2017,55,14,14,33,1,6
09/12/2017,78,27,15,38,3,8
08/12/2017,50,31,11,52,6,8
07/12/2017,57,17,16,40,3,6
06/12/2017,56,22,22,39,4,7
05/12/2017,57,23,21,64,6,8
04/12/2017,65,26,18,54,7,8
03/12/2017,67,31,5,42,4,6
02/12/2017,82,32,8,34,2,5
01/12/2017,52,35,8,47,5,8
30/11/2017,51,20,24,28,2,3
29/11/2017,52,21,23,28,2,4
28/11/2017,57,18,15,34,2,4
27/11/2017,49,22,11,34,3,5
26/11/2017,52,19,21,42,5,6
25/11/2017,78,23,18,38,4,6
24/11/2017,88,29,16,40,5,7
23/11/2017,54,31,9,44,5,6
22/11/2017,66,27,26,54,7,6
21/11/2017,63,33,26,43,4,5
20/11/2017,61,30,22,48,7,6
19/11/2017,61,25,16,47,6,6
18/11/2017,72,25,12,42,3,4
17/11/2017,85,29,10,43,4,4
16/11/2017,71,35,13,52,3,7
15/11/2017,81,30,13,47,4,6
14/11/2017,64,34,7,49,5,8
13/11/2017,67,33,9,55,6,8
12/11/2017,53,24,16,33,2,4
11/11/2017,65,17,24,26,1,4
10/11/2017,57,28,12,41,2,4
09/11/2017,75,25,23,41,6,5
08/11/2017,60,34,4,50,9,7
07/11/2017,60,23,21,35,7,4
06/11/2017,94,24,24,47,9,5
05/11/2017,82,40,10,51,11,7
04/11/2017,88,30,19,30,8,4
03/11/2017,123,35,13,35,27,4
02/11/2017,110,54,11,64,10,9
01/11/2017,84,52,2,51,9,9
31/10/2017,75,38,10,68,6,9
30/10/2017,71,35,12,69,6,9
29/10/2017,52,29,13,45,4,6
28/10/2017,66,16,24,26,3,2
27/10/2017,75,24,19,43,4,6
26/10/2017,89,27,16,37,3,4
25/10/2017,72,30,6,48,5,6
24/10/2017,66,27,24,55,4,6
23/10/2017,61,22,24,47,4,5
22/10/2017,49,24,17,53,4,6
21/10/2017,56,15,26,36,2,3
20/10/2017,55,23,26,36,2,4
19/10/2017,91,24,25,58,4,5
18/10/2017,103,37,26,41,4,5
17/10/2017,69,44,7,39,4,5
16/10/2017,87,38,24,51,5,6
15/10/2017,87,40,29,42,4,5
14/10/2017,75,35,29,42,3,5
13/10/2017,68,28,16,39,3,4
12/10/2017,68,27,17,42,4,5
11/10/2017,51,38,17,52,5,6
10/10/2017,59,22,20,44,4,4
09/10/2017,71,21,19,44,4,5
08/10/2017,57,25,12,50,5,6
07/10/2017,55,18,20,33,2,4
06/10/2017,54,16,19,39,3,4
05/10/2017,48,19,21,38,2,4
04/10/2017,57,15,23,31,1,2
03/10/2017,58,23,22,51,5,2
02/10/2017,60,20,23,37,2,3
01/10/2017,48,26,24,47,4,2
30/09/2017,56,13,23,35,3,3
29/09/2017,73,20,24,50,4,3
28/09/2017,65,28,19,55,5,3
27/09/2017,146,25,24,59,5,3
26/09/2017,119,49,27,53,4,4
25/09/2017,120,43,12,44,3,4
24/09/2017,88,43,13,46,3,4
23/09/2017,59,29,32,40,2,3
22/09/2017,63,19,24,43,3,3
21/09/2017,63,23,21,56,6,3
20/09/2017,68,23,24,56,4,3
19/09/2017,78,28,18,55,5,3
18/09/2017,70,23,18,42,2,3
17/09/2017,53,21,24,36,1,3
16/09/2017,62,13,27,26,1,4
15/09/2017,57,15,22,28,2,4
14/09/2017,51,15,41,38,3,3
13/09/2017,50,14,43,34,2,3
12/09/2017,50,17,36,44,4,3
11/09/2017,53,17,27,46,4,3
10/09/2017,46,18,26,41,4,3
09/09/2017,25,17,25,32,3,3
08/09/2017,24,9,22,19,2,3
07/09/2017, ,5,19,13,2,4
05/09/2017,52, , , , , 
04/09/2017,57,17,21,44,4,3
03/09/2017,52,18,22,42,4,4
02/09/2017,66,18,32,40,2,3
01/09/2017,73,23,31,44,2,3
31/08/2017,63,23,29,36,2,3
30/08/2017,71,27,26,45,4,3
29/08/2017,83,55,19,29,2,4
28/08/2017,117,32,23,45,4,4
27/08/2017,79,45,49,52,2,5
26/08/2017,78,27,35,34,1,4
25/08/2017,77,28,40,42,2,4
24/08/2017,57,35,58,56,4,4
23/08/2017,92,21,44,46,4,3
22/08/2017,90,44,35,40,2,4
21/08/2017,54,35,17,42,3,4
20/08/2017,51,20,19,38,3,3
19/08/2017,49,18,30,38,2,3
18/08/2017,56,17,29,34,2,3
17/08/2017,58,22,24,46,4,3
16/08/2017,58,21,30,44,3,3
15/08/2017,60,22,39,50,3,3
14/08/2017,61,21,30,43,2,3
13/08/2017,55,24,35,56,3,3
12/08/2017,51,17,36,31,1,2
11/08/2017,67,14,27,28,2,3
10/08/2017,63,28,27,51,4,3
09/08/2017,59,25,29,33,1,3
08/08/2017,67,15,74,29,2,3
07/08/2017,57,17,72,27,3,4
06/08/2017,53,21,25,38,3,5
05/08/2017,57,20,32,34,2,5
04/08/2017,58,22,29,26,2,3
03/08/2017,53,25,28,43,4,4
02/08/2017,52,30,27,33,4,3
01/08/2017,53,17,25,35,5,2
31/07/2017,54,23,29,39,5,2
30/07/2017,48,33,27,36,4,3
29/07/2017,52,20,28,29,3,3
28/07/2017,53,22,24,39,4,3
27/07/2017,58,27,23,35,3,6
26/07/2017,62,27,22,39,4,5
25/07/2017,64,25,21,44,4,4
24/07/2017,52,21,29,32,2,2
23/07/2017,54,15,23,27,2,3
22/07/2017,50,18,23,35,4,4
21/07/2017,59,17,25,41,3,4
20/07/2017,59,21,28,42,3,5
19/07/2017,74,24,23,42,4,4
18/07/2017,68,32,33,47,3,6
17/07/2017,54,34,42,50,3,5
16/07/2017,49,24,35,37,2,4
15/07/2017,59,15,14,24,3,3
14/07/2017,64,21,20,36,4,5
13/07/2017,60,21,26,27,2,5
12/07/2017,52,25,35,61,5,4
11/07/2017,56,18,25,31,2,2
10/07/2017,57,20,21,57,4,4
09/07/2017,63,21,29,47,3,3
08/07/2017,58,24,43,59,3,5
07/07/2017,67,19,34,31,2,4
06/07/2017,84,23,34,47,3,3
05/07/2017,66,35,56,67,3,4
04/07/2017,60,26,31,53,3,2
03/07/2017,56,21,26,63,5,4
02/07/2017,51,21,26,53,4,3
01/07/2017,63,18,31,24,1,1
30/06/2017,61,22,27,33,1,1
29/06/2017,58,20,25,32,2,1
28/06/2017,68,20,18,57,4,2
27/06/2017,67,21,20,32,2,2
26/06/2017,52,28,21,44,2,3
25/06/2017,44,23,29,36,1,2
24/06/2017,52,15,21,27,2,3
23/06/2017,56,20,21,34,2,4
22/06/2017,81,22,26,45,3,4
21/06/2017,96,36,44,51,3,6
20/06/2017,105,43,83,62,3,6
19/06/2017,92,45,38,62,2,5
18/06/2017,77,39,66,65,2,6
17/06/2017,74,28,63,46,2,5
16/06/2017,63,27,38,36,2,5
15/06/2017,71,25,29,33,2,3
14/06/2017,67,31,31,49,4,4
13/06/2017,61,29,42,47,2,3
12/06/2017,55,24,27,44,3,4
11/06/2017,53,21,27,43,4,4
10/06/2017,59,19,31,32,2,4
09/06/2017,63,22,28,36,3,4
08/06/2017,62,27,27,48,4,5
07/06/2017,53,22,25,50,4,4
06/06/2017,51,89,27,45,3,4
05/06/2017,53,19,26,42,4,4
04/06/2017,48,21,29,43,3,4
03/06/2017,59,18,30,35,3,3
02/06/2017,85,23,33,32,3,3
01/06/2017,63,30,32,52,4,4
31/05/2017,59,25,35,53,5,5
30/05/2017,58,25,21,39,3,4
29/05/2017,63,20,27,47,4,6
28/05/2017,62,24,34,39,2,5
27/05/2017,73,23,33,38,1,5
26/05/2017,70,28,39,47,2,5
25/05/2017,73,30,40,55,3,6
24/05/2017,71,35,54,60,3,6
23/05/2017,59,26,91,47,2,5
22/05/2017,72,23,21,47,3,6
21/05/2017,51,29,41,60,2,6
20/05/2017,53,19,37,45,2,5
19/05/2017,61,21,32,48,3,6
18/05/2017,72,22,30,44,3,5
17/05/2017,78,28,24,40,3,5
16/05/2017,60,28,14,42,4,4
15/05/2017,57,26,23,45,4,4
14/05/2017,51,24,24,48,3,3
13/05/2017,72,21,32,35,2,2
12/05/2017,84,31,37,48,3,3
11/05/2017,112,33,35,51,4,4
10/05/2017,67,47,23,55,4,4
09/05/2017,61,31,28,53,3,3
08/05/2017,62,31,30,35, ,2
07/05/2017,78,31,31,28, ,2
06/05/2017,89,30,36,25,1,2
05/05/2017,57,33,29,29,1,2
04/05/2017,78,29,33,36,1,2
03/05/2017,77,39,32,37, ,2
02/05/2017,70,35,32,35,1,3
01/05/2017,45,33,29,36,1,3
30/04/2017,67,16,30,29,2,4
29/04/2017,64,27,36,32,2,4
28/04/2017,70,26,35,50,4,4
27/04/2017,62,28,24,40,2,4
26/04/2017,58,28,28,44,3,4
25/04/2017,55,20,24,31,1,2
24/04/2017,73,20,27,28,2,2
23/04/2017,58,29,29,39,4,3
22/04/2017,60,25,43,36,2,2
21/04/2017,81,22,68,33,1,1
20/04/2017,77,36,42,37,3,2
19/04/2017,59,32,32,53,4,3
18/04/2017,47,25,31,55,1,4
17/04/2017,49,23,35,34, ,6
16/04/2017,54,18,32,28, ,5
15/04/2017,47,17,34,29,1,6
14/04/2017,51,17,39,29,1,4
13/04/2017,66,20,29,38,3,6
12/04/2017,65,26,33,35,1,5
11/04/2017,57,27,33,40,3,6
10/04/2017,62,25,34,38,2,5
09/04/2017,102,24,33,31,1,4
08/04/2017,110,46,43,49,2,6
07/04/2017,88,47,42,67,3,7
06/04/2017,87,36,32,40,1,4
05/04/2017,77,35,29,45,2,3
04/04/2017,70,28,32,37, ,2
03/04/2017,93,27,27,37,1,2
02/04/2017,65,34,36,56,3,4
01/04/2017,60,23,34,33,2,3
31/03/2017,65,24,38,50,4,4
30/03/2017,64,27,38,60,4,4
29/03/2017,65,28,41,59,3,4
28/03/2017,121,27,35,50,3,4
27/03/2017,118,50,34,50,4,5
26/03/2017,53,46,24,41,2,4
25/03/2017,59,19,32,33,1,2
24/03/2017,96,23,37,39,1,2
23/03/2017,86,40,26,37,1,2
22/03/2017,55,32,26,41,2,3
21/03/2017,54,24,30,51,3,7
20/03/2017,53,26,30,50,5,7
19/03/2017,48,23,28,46,5,6
18/03/2017,53,18,29,32,3,5
17/03/2017,56,21,26,37,4,5
16/03/2017,92,26,28,47,4,5
15/03/2017,81,37,20,50,6,6
14/03/2017,72,36,19,52,5,5
13/03/2017,65,28,22,43,4,4
12/03/2017,102,29,29,42,2,3
11/03/2017,90,39,17,38,3,3
10/03/2017,69,37,20,50,4,4
09/03/2017,68,28,19,56,4,4
08/03/2017,77,24,31,46,3,2
