date, pm25, pm10, o3, no2, so2, co
12/02/2019,62,35, ,32, ,5
11/02/2019,46,38, ,26, ,4
10/02/2019,37,28, ,17, ,4
09/02/2019,31,14, ,9, ,3
08/02/2019,64,11, ,3, ,2
07/02/2019,63,49, ,11, ,3
06/02/2019,96,40, ,14, ,4
05/02/2019,87,78, ,12, ,3
04/02/2019,56,116, ,11, ,2
03/02/2019,47,56, ,19, ,2
02/02/2019,63,32, ,25, ,3
01/02/2019,78,44, ,18, ,3
31/01/2019,82,59, ,29, ,4
30/01/2019,53,65, ,22, ,3
29/01/2019,49,46, ,24, ,3
28/01/2019,58,33, ,21, ,4
27/01/2019,115,47, ,11, ,2
26/01/2019,78,103, ,25, ,3
25/01/2019,95,62, ,21, ,4
24/01/2019,84,81, ,36, ,5
23/01/2019,95,72, ,30, ,3
22/01/2019,83,155, ,39, ,5
21/01/2019,127,66, ,40, ,5
20/01/2019,59,101, ,42, ,7
19/01/2019,52,43, ,27, ,4
18/01/2019,34,23, ,17, ,3
17/01/2019,41,19, ,19, ,3
16/01/2019,79,24, ,12, ,2
15/01/2019,65,110, ,7, ,1
14/01/2019,145,55, ,14, ,2
13/01/2019,127,245, ,15, ,2
12/01/2019,87,181, ,16, ,2
11/01/2019,72,66, ,23,1,4
10/01/2019,56,61, ,21,2,3
09/01/2019,30,36, ,27,1,4
08/01/2019,52,11, ,18, ,3
07/01/2019,92,44, ,12,1,2
06/01/2019,105,82, ,13, ,1
05/01/2019,66,206, ,13, ,2
04/01/2019,74,36, ,17, ,2
03/01/2019,103,54, ,26, ,4
02/01/2019,71,135, ,16, ,5
01/01/2019,62,40, ,18, ,3
31/12/2018, ,38, ,30, ,5
30/12/2018,62, , , , , 
29/12/2018,51,24, ,19, ,3
28/12/2018,53,15, ,12, ,4
27/12/2018,51,20, ,9, ,2
26/12/2018,67,22, ,10, ,2
25/12/2018,84,31, ,22, ,3
24/12/2018,66,43, ,32, ,5
23/12/2018,77,31, ,27, ,4
22/12/2018,61,40, ,26, ,5
21/12/2018,51,26, ,16, ,4
20/12/2018,46,17, ,10, ,3
19/12/2018,70,22, ,9, ,3
18/12/2018,65,50, ,17, ,3
17/12/2018,83,39, ,17, ,5
16/12/2018,99,61, ,12, ,3
15/12/2018,65,71, ,20, ,6
14/12/2018,57,46, ,10, ,2
13/12/2018,34,26, ,19, ,3
12/12/2018,42,19, ,21, ,4
11/12/2018,45,31, ,11, ,2
10/12/2018,55,30, ,15, ,2
09/12/2018,56,28, ,26, ,4
08/12/2018,32,65, ,34, ,7
07/12/2018,40,12, ,6, ,2
06/12/2018,36,17, ,6, ,2
05/12/2018,42,21, ,13, ,2
04/12/2018,60,30, ,13, ,2
03/12/2018,70,31, ,20, ,3
02/12/2018,56,58, ,30, ,5
01/12/2018,43,34, ,28, ,3
30/11/2018,72,24, ,8, ,2
29/11/2018,72,38, ,21, ,3
28/11/2018,51,55, ,44, ,7
27/11/2018,57,30, ,29, ,4
26/11/2018,57,34, ,35, ,4
25/11/2018,46,30, ,30, ,5
24/11/2018,40,20, ,27, ,3
23/11/2018,38,15, ,15, ,3
22/11/2018,50,17, ,19, ,3
21/11/2018,78,30, ,39, ,4
20/11/2018,75,41, ,38, ,5
19/11/2018,54,44, ,37, ,6
18/11/2018,48,34, ,24, ,5
17/11/2018,47,28, ,20, , 
16/11/2018,39,21, ,14, , 
15/11/2018,50,15, ,4, , 
14/11/2018,61,16, ,11, ,3
13/11/2018,61,25, ,19, ,4
12/11/2018,56,28, ,23, ,5
11/11/2018,60,19, ,21, ,2
10/11/2018,46,23, ,30, ,4
09/11/2018,41,15,16,32, ,4
08/11/2018,63,17,20,16,1,2
07/11/2018,67,26,31,34,1,4
06/11/2018,49,27,28,31,1,4
05/11/2018,43,18,22,25, ,4
04/11/2018,57,17,27,13, ,3
03/11/2018,58,33,28,24, ,3
02/11/2018,46,32,52,8, ,2
01/11/2018,45,29,47,14, ,2
31/10/2018,59,37,13,21, ,2
30/10/2018,94,45, ,21, ,2
29/10/2018,65,75, ,21, ,2
28/10/2018,37,53, ,19, ,2
27/10/2018,39,34, ,16, ,2
26/10/2018,32,17, ,12, ,2
25/10/2018,100,15, ,8, ,2
24/10/2018,99,94, ,13, ,2
23/10/2018,83,70, ,26, ,2
22/10/2018,88,66, ,26, ,2
21/10/2018,75,65, ,33, ,4
20/10/2018,89,55, ,26, ,4
19/10/2018,136,64, ,13, ,2
18/10/2018,114,105, ,15, ,3
17/10/2018,57,88, ,25, ,4
16/10/2018,44,37, ,26, ,3
15/10/2018,55,20, ,21, ,3
14/10/2018,58,32, ,23, ,3
13/10/2018,56,36, ,28, ,4
12/10/2018,52,22, ,13, ,2
11/10/2018,58,22, ,15, ,3
10/10/2018,57,29, ,23, ,3
09/10/2018,58,25, ,19, ,3
08/10/2018,64,26, ,23, ,3
07/10/2018,60,26, ,24, ,4
06/10/2018,71,27, ,20, ,3
05/10/2018,56,26, ,8, ,3
04/10/2018,55,22, ,17, ,3
03/10/2018,65,30, ,28, ,4
02/10/2018,63,44, ,38, ,4
01/10/2018,66,38, ,29, ,4
30/09/2018,70,34, ,15, ,3
29/09/2018,47,43, ,35, ,5
28/09/2018,63,27, ,20, ,3
27/09/2018,66,31, ,31, ,3
26/09/2018,75,32, ,33, ,4
25/09/2018,70,34, ,42, ,4
24/09/2018,68,35, ,27, ,4
23/09/2018,59,31, ,9, ,2
22/09/2018,61,32, ,27, ,3
21/09/2018,59,24, ,7, ,2
20/09/2018,59,28, ,20, ,3
19/09/2018,55,28, ,31, ,4
18/09/2018,56,21, ,11, ,3
17/09/2018,65,23, ,16, ,3
16/09/2018,61,28, ,26, ,4
15/09/2018,48,26, ,29, ,4
14/09/2018,47,18, ,5, ,2
13/09/2018,64,20, ,14, ,3
12/09/2018,69,34, ,35, ,4
11/09/2018,66,36, ,30, ,4
10/09/2018,60,24, ,15, ,3
09/09/2018,46,21, ,4, ,1
08/09/2018,44,18, ,18, ,3
07/09/2018,45,16, ,10, ,4
06/09/2018,70,20, ,12, ,3
05/09/2018,60,36,46,21,1,3
04/09/2018,66,38,65,36,1,4
03/09/2018,65,43,78,43,1,4
02/09/2018,78,42,70,38, ,5
01/09/2018,69,36,58,29,1,4
31/08/2018,63,27,49,9,1,2
30/08/2018,67,27,43,14,1,3
29/08/2018,65,30,38,22, ,4
28/08/2018,58,32,40,30, ,3
27/08/2018,42,27,47,21, ,3
26/08/2018,52,18,37,20, ,3
25/08/2018,65,27,32,15, ,3
24/08/2018,76,25,44,6, ,3
23/08/2018,81,33,47,18, ,3
22/08/2018,66,33,53,19, ,4
21/08/2018,74,26,46,14, ,3
20/08/2018,63,28,48,14, ,3
19/08/2018,58,28,48,23, ,3
18/08/2018,53,27,44,12, ,3
17/08/2018,61,21,40,6, ,2
16/08/2018,66,26,44,10, ,3
15/08/2018,63,35,52,28, ,4
14/08/2018,61,33,47,24, ,3
13/08/2018,71,32,44,17, ,3
12/08/2018,68,37,44,16, ,3
11/08/2018,66,33,48,32, ,4
10/08/2018,72,27,48,8, ,2
09/08/2018,78,34,50,20, ,3
08/08/2018,73,39,46,24, ,4
07/08/2018,67,35,45,22, ,3
06/08/2018,68,31,40,22, ,3
05/08/2018,69,34,46,22, ,3
04/08/2018,85,34,49,21, ,3
03/08/2018,79,36,46,8, ,5
02/08/2018,65,35,46,12, ,2
01/08/2018,60,29,38,13, ,3
31/07/2018,56,27,39,24, ,3
30/07/2018,52,23,42,20,11,3
29/07/2018,52,22,47,17,1,3
28/07/2018,49,22,40,14,2,3
27/07/2018,44,17,38,7,2,2
26/07/2018,63,20,45,15,2,3
25/07/2018,98,44,44,23,2,3
24/07/2018,69,56,56,34,1,4
23/07/2018,68,36,46,33, ,3
22/07/2018,63,32,49,23, ,3
21/07/2018,56,30,44,9, ,3
20/07/2018,74,22,43,6, ,2
19/07/2018,80,31,48,11, ,2
18/07/2018,79,43,42,19, ,3
17/07/2018,107,41,50,24, ,3
16/07/2018,87,53,53,32, ,4
15/07/2018,96,45,51,27, ,4
14/07/2018,87,52,59,20, ,4
13/07/2018,70,39,47,4, , 
12/07/2018,58,30,46,12, ,2
11/07/2018,80,27,41,16, ,3
10/07/2018,78,37,43,20, ,3
09/07/2018,81,37,55,25, ,3
08/07/2018,81,43,55,32, ,3
07/07/2018,79,41,56,31, ,4
06/07/2018,75,34,47,11, ,2
05/07/2018,71,37,50,15, ,3
04/07/2018,60,37,47,34, ,3
03/07/2018,59,33,52,26, ,3
02/07/2018,67,30,45,27, ,4
01/07/2018,57,33,42,23, ,3
30/06/2018,50,27,46,20, ,3
29/06/2018,45,19,45,8, ,2
28/06/2018,69,22,41,18, ,2
27/06/2018,60,37,42,27, ,3
26/06/2018,78,33,55,39, ,4
25/06/2018,68,40,51,25, ,3
24/06/2018,65,34,47,24, ,3
23/06/2018,53,34,45,20, ,3
22/06/2018,49,20,40,8, ,2
21/06/2018,57,22,41,22, ,2
20/06/2018,52,26,43,29, ,4
19/06/2018,43,26,39,23, ,3
18/06/2018,54,24,36,25, ,3
17/06/2018,63,29,40,19, ,3
16/06/2018,60,37,41,20, ,3
15/06/2018,58,33,47,17, ,2
14/06/2018,65,27,49,26, ,3
13/06/2018,66,30,46,28, ,3
12/06/2018,55,30,40,17, ,3
11/06/2018,54,25,35,17, ,2
10/06/2018,66,28,40,21, ,2
09/06/2018,67,36,40,26, ,2
08/06/2018,77,29,42,13, ,2
07/06/2018,93,33,49,24, ,3
06/06/2018,74,42,48,29, ,4
05/06/2018,69,34,48,35, ,4
04/06/2018,63,31,50,29, ,4
03/06/2018,68,24,43,25, ,4
02/06/2018,58,30,42,20, ,3
01/06/2018,68,23,41,8, ,2
31/05/2018,67,27,44,18, ,3
30/05/2018,71,29,41,21, ,3
29/05/2018,79,30,40,21, ,3
28/05/2018,79,40,38,24, ,4
27/05/2018,73,81,39,32, ,4
26/05/2018,104,42,43,34, ,4
25/05/2018,111,62,38,13, ,2
24/05/2018,92,71,31,27, ,3
23/05/2018,83,50,38,29, ,3
22/05/2018,96,56,38,27,1,3
21/05/2018,71,59,28,36, ,4
20/05/2018,107,38,44,33, ,3
19/05/2018,107,59,61,22,1,2
18/05/2018,64,66,46,7, ,1
17/05/2018,75,45,45,25, ,3
16/05/2018,67,41,47,36, ,4
15/05/2018,79,31,49,38, ,7
14/05/2018,64,39,41,32, ,3
13/05/2018,57,30, ,12, ,3
12/05/2018,60,23, ,19, ,3
11/05/2018,66,21, ,5, ,2
10/05/2018,115,36, ,21, ,3
09/05/2018,56,139, ,26, ,3
08/05/2018,63,22, ,18, ,2
07/05/2018,86,34, ,14, ,2
06/05/2018,84,49, ,18, ,3
05/05/2018,107,57, ,26, ,3
04/05/2018,126,82, ,10, ,2
03/05/2018,117,76, ,33, ,4
02/05/2018,96,66, ,42, ,5
01/05/2018,71,58, ,31, ,5
30/04/2018,55,58, ,24, ,3
29/04/2018,77,28, ,35, ,2
28/04/2018,72,43, ,35, ,4
27/04/2018,53,34, ,11, ,3
26/04/2018,79,30, ,21, ,3
25/04/2018,70,52, ,27, ,4
24/04/2018,68,54, ,28, ,4
23/04/2018,47,33, ,29, ,3
22/04/2018,50,21, ,27, ,3
21/04/2018,58,21, ,22, ,3
20/04/2018,74,29, ,7, ,2
19/04/2018,87,39, ,14, ,2
18/04/2018,100,44, ,25, ,3
17/04/2018,64,60, ,43, ,4
16/04/2018,99,37, ,38, ,4
15/04/2018,64,73, ,32, ,3
14/04/2018,59,34, ,27, ,4
13/04/2018,55,24, ,8, ,3
12/04/2018,58,30, ,26, ,4
11/04/2018,49,26, ,24, ,4
10/04/2018,57,19, ,10, ,3
09/04/2018,59,17, ,18, ,3
08/04/2018,76,28, ,19, ,3
07/04/2018,79,43, ,17, ,3
06/04/2018,71,44, ,12, ,2
05/04/2018,101,39, ,7, ,2
04/04/2018,65,75, ,20, ,3
03/04/2018,56,42, ,28, ,3
02/04/2018,76,22, ,21, ,3
01/04/2018,73,32, ,38, ,4
31/03/2018,58,35, ,36, ,4
30/03/2018,58,21, ,7, ,3
29/03/2018,92,15, ,9, ,3
28/03/2018,89,80, ,9, ,2
27/03/2018,150,56, ,23, ,4
26/03/2018,108,121, ,50, ,7
25/03/2018,51,74, ,43, ,6
24/03/2018,118,29, ,26, ,4
23/03/2018,109,115, ,5, ,2
22/03/2018,90,79, ,26, ,3
21/03/2018,86,55, ,45, ,5
20/03/2018,104,57, ,37, ,5
19/03/2018,69,68, ,27, ,3
18/03/2018,48,45, ,42, ,5
17/03/2018,53,28, ,36, ,5
16/03/2018,46,21, ,14, ,4
15/03/2018,54,19, ,9, ,2
14/03/2018,56,29, ,31, ,4
13/03/2018,61,32, ,27, ,3
12/03/2018,61,25, ,34, ,4
11/03/2018,48,26, ,34, ,5
10/03/2018,38,21, ,22, ,3
09/03/2018,56,13, ,8, ,2
08/03/2018,134,40, ,8, ,2
07/03/2018,77,185, ,22, ,3
06/03/2018,131,39, ,35, ,4
05/03/2018,100,103, ,25, ,3
04/03/2018,76,63, ,29, ,4
03/03/2018,86,48, ,32, ,4
02/03/2018,83,51, ,24, ,5
01/03/2018,81,50, ,34, ,6
28/02/2018,54,42, ,36, ,6
27/02/2018,66,28, ,28, ,4
26/02/2018,82,37, ,24, ,3
25/02/2018,59,48, ,25, ,3
24/02/2018,57,31, ,20, ,3
23/02/2018,65,22, ,14, ,3
22/02/2018,72,31, ,20, ,4
21/02/2018,65,37, ,30, ,5
20/02/2018,71,33, ,31, ,4
19/02/2018,65,38, ,36, ,6
18/02/2018,62,28, ,21, ,4
17/02/2018,53,25, ,10, ,3
16/02/2018,224,32, ,7, ,2
15/02/2018,115,449, ,18, ,4
14/02/2018,45,207, ,31, ,4
13/02/2018,34,15, ,21, ,3
12/02/2018,73,9, ,16, ,3
11/02/2018,110,48, ,20, ,3
10/02/2018,88,66, ,29, ,4
09/02/2018,108,45, ,27, ,4
08/02/2018,137,55, ,24, ,4
07/02/2018,117,77, ,50, ,7
06/02/2018,77,65, ,48, ,7
05/02/2018,72,50, ,56, ,7
04/02/2018,86,44, ,46, ,6
03/02/2018,72,53, ,44, ,6
02/02/2018,76,44, ,30, ,4
01/02/2018,78,43, ,33, ,5
31/01/2018,79,37, ,41, ,6
30/01/2018,70,32, ,41, ,6
29/01/2018,63,25, ,33, ,5
28/01/2018,50,22, ,35, ,5
27/01/2018,45,20, ,35, ,5
26/01/2018,47,10, ,15, ,6
25/01/2018,38,24, ,6, ,2
24/01/2018,49,12, ,14, ,1
23/01/2018,77,19, ,19, ,3
22/01/2018,107,53, ,14, ,2
21/01/2018,59,92, ,18, ,2
20/01/2018,44,32, ,32, ,5
19/01/2018,31,21, ,16, ,4
18/01/2018,80,12, ,8, ,1
17/01/2018,39,63, ,11, ,2
16/01/2018,55,13, ,19, ,2
15/01/2018,42,16, ,22, ,3
14/01/2018,72,15, ,17, ,2
13/01/2018,100,46, ,13, ,2
12/01/2018,119,60, ,15, ,3
11/01/2018,67,74, ,21, ,4
10/01/2018,66,33, ,34, ,5
09/01/2018,51,22, ,30, ,3
08/01/2018,86,20, ,28, ,3
07/01/2018,74,37, ,31, ,5
06/01/2018,41,28, ,27, ,5
05/01/2018,93,12, ,12, ,4
04/01/2018,91,93, ,7, ,1
03/01/2018,63,71, ,19, ,2
02/01/2018,43,27, ,31, ,4
01/01/2018,46,11, ,16, ,2
31/12/2017, ,29, ,15, ,2
30/12/2017,69, , , , , 
29/12/2017,92,29,37,18, ,4
28/12/2017,83,58,21,29, ,5
27/12/2017,47,55,20,38, ,8
26/12/2017,46,33,30,12, ,3
25/12/2017,38,19,31,14, ,4
24/12/2017,64,13,29,11, ,3
23/12/2017,85,52,26,4, ,6
22/12/2017,100,52,35,4,1,8
21/12/2017,110,55,26,20,2,7
20/12/2017, ,57,15,27,2,5
17/12/2017,75, , , , , 
16/12/2017,64,37,23,36, ,5
15/12/2017,44,21,29,21, ,4
14/12/2017,57,14,26,17, ,2
13/12/2017,74,25,26,19, ,2
12/12/2017,79,41,27,26,1,3
11/12/2017,79,53,24,35,1,4
10/12/2017,84,50,24,35,1,6
09/12/2017,56,56,25,40, ,7
08/12/2017,54,28,30,15, ,2
07/12/2017,37,18,30,26, ,4
06/12/2017,25,14,29,23, ,2
05/12/2017,62,9,31,14, ,1
04/12/2017,43,34,31,26, ,3
03/12/2017,57,30,27,31, ,4
02/12/2017,81,40,30,28, ,3
01/12/2017,74,55,31,15, ,2
30/11/2017,49,41,33,19, ,3
29/11/2017,49,21,28,33, ,4
28/11/2017,89,24,32,31, ,5
27/11/2017,67,55,29,33, ,5
26/11/2017,61,37,28,33, ,5
25/11/2017,38,34,27,34, ,4
24/11/2017,43,20,28,16, ,3
23/11/2017, ,15,25,23, ,3
21/11/2017,40, , , , , 
20/11/2017,58,14,31,15, ,2
19/11/2017,91,34,33,21, ,2
18/11/2017,81,55,38,23, ,3
17/11/2017,82,54,30,30,1,4
16/11/2017,93,56,28,28,1,2
15/11/2017,106,65,34,43,2,5
14/11/2017,92,65,42,41, ,5
13/11/2017,137,68,40,46,1,4
12/11/2017,72,142,30,26, ,4
11/11/2017,47,60,29,24, ,2
10/11/2017,49,25,29,12, ,2
09/11/2017,45,19,39,17, ,2
08/11/2017,64,20,37,25, ,2
07/11/2017,54,33,35,26, ,3
06/11/2017,50,30,36,31, ,3
05/11/2017,49,23,33,24, ,3
04/11/2017,47,28,32,28, ,3
03/11/2017,35,22,34,16, ,4
02/11/2017,38,15,35,18, ,2
01/11/2017,33,14,33,20, ,2
31/10/2017,46,16,33,20, ,3
30/10/2017,48,21,34,12, ,3
29/10/2017,53,31,41,12, ,3
28/10/2017,46,40,46,28, ,3
27/10/2017,82,27,35,15, ,2
26/10/2017,57,48,43,33, ,3
25/10/2017,80,32,29,39, ,3
24/10/2017,55,41,46,45, ,3
23/10/2017,57,25,32,27, ,3
22/10/2017,61,31,34,29, ,3
21/10/2017,66,31,37,24, ,3
20/10/2017,71,29,46,7, ,1
19/10/2017,71,42,44,27, ,3
18/10/2017,61,58,32,28,1,4
17/10/2017,51,42,36,30, ,30
16/10/2017,39,28,40,33, ,3
15/10/2017,45,16,36,27, ,2
14/10/2017,36,20,41,25, ,3
13/10/2017,36,15,42,11, ,2
12/10/2017,34,14,43,16, ,2
11/10/2017,38,15,41,6, ,2
10/10/2017,37,16,38,18, ,2
09/10/2017,39,14,38,21, ,2
08/10/2017,61,19,29,24, ,2
07/10/2017,57,40,35,32, ,2
06/10/2017,51,29,41,14, ,3
05/10/2017,48,15,45,13, ,2
04/10/2017,49,16,41,7, ,2
03/10/2017,50,17,48,16, ,2
02/10/2017,51,28,37,23, ,3
01/10/2017,51,36,33,18, ,3
30/09/2017,49,26,37,27, ,3
29/09/2017,48,18,42,8, ,1
28/09/2017,44,16,45,14, ,3
27/09/2017,40,18,44,25, ,3
26/09/2017,52,19,41,22, ,3
25/09/2017,60,25,42,18, ,3
24/09/2017,42,31,45,12, ,2
23/09/2017,33,20,44,20, ,6
22/09/2017,56,16,42,2, , 
21/09/2017,66,31,38,2, , 
20/09/2017,74,30,40,7, ,1
19/09/2017,94,30,40,19, ,3
18/09/2017,72,47,59,38, ,5
17/09/2017,69,36,53,38, ,4
16/09/2017,59,32,50,27, ,4
15/09/2017,62,22,41,9, ,2
14/09/2017,72,34,38,14, ,3
13/09/2017,74,47,34,31, ,4
12/09/2017,65,44,50,42, ,3
11/09/2017,65,39,52,51, ,4
10/09/2017, ,44,51,42, ,4
06/09/2017,64, , , , , 
05/09/2017,56,27,22,20, ,3
04/09/2017,61,28,49,30, ,3
03/09/2017,63,24,42,22, ,3
02/09/2017,62,28,51,28, ,4
01/09/2017,60,23,47,3, ,2
31/08/2017,54,22,46,15, ,2
30/08/2017,59,24,49,21, ,2
29/08/2017,60,29,58,28, ,3
28/08/2017,60,32,53,22, ,3
27/08/2017,62,36,49,30, ,3
26/08/2017,60,29,57,33, ,3
25/08/2017,63,24,38,17, ,3
24/08/2017,64,29,52,25, ,3
23/08/2017,57,31,53,22, ,3
22/08/2017,60,25,52,24, ,3
21/08/2017,64,25,44,16, ,3
20/08/2017,65,25,44,27, ,3
19/08/2017,45,31,55,30, ,3
18/08/2017,62,19,49,10, ,2
17/08/2017,81,31,51,20, ,2
16/08/2017,68,43,55,25, ,3
15/08/2017,70,35,54,27, ,3
14/08/2017,75,36,51,27, ,4
13/08/2017,74,48,56,30, ,3
12/08/2017,71,40,48,35, ,3
11/08/2017,71,27, ,11, ,3
10/08/2017,63,23, ,18, ,3
09/08/2017,71,25,32,26, ,4
08/08/2017,80,32,41,26, ,4
07/08/2017,78,35,49,30, ,4
06/08/2017,63,34,55,32, ,4
05/08/2017,56,26,59,35, ,4
04/08/2017,54,22,46,11, ,2
03/08/2017,75,27,54,20, ,3
02/08/2017,59,41,52,31, ,3
01/08/2017,60,37,55,26, ,3
31/07/2017,62,29,62,21, ,2
30/07/2017,63,35,59,30, ,3
29/07/2017,23,29,53,17, ,2
28/07/2017,55,8,45,8, ,2
27/07/2017,65,32,39,14, ,2
26/07/2017,65,34,60,34,4,2
25/07/2017,64,32,56,34, ,2
24/07/2017,66,35,65,33, ,3
23/07/2017,71,29,48,29, ,4
22/07/2017,66,31,62, , ,3
21/07/2017,58,26,48,3, ,1
20/07/2017,69,24,49,6, ,2
19/07/2017,67,32,48,23, ,3
18/07/2017,73,31,41,25, ,3
17/07/2017,76,31,39,26, ,3
16/07/2017,69,43,64,40, ,3
15/07/2017,61,40,54,39, ,2
14/07/2017,54,24,61,12,4,2
13/07/2017,76,23,59,28, ,2
12/07/2017,68,33,54,35, ,3
11/07/2017,52,31,54,31, ,3
10/07/2017,50,28,51,29, ,3
09/07/2017,57,25,51,26, ,3
08/07/2017,61,30,54,21, ,3
07/07/2017,67,26,48,10, ,2
06/07/2017,58,29,47,15, ,2
05/07/2017,73,29,42,21, ,3
04/07/2017,61,38,43,25, ,3
03/07/2017,57,32,63,39, ,3
02/07/2017,71,29,64,41,1,2
01/07/2017,71,36,61,58, ,4
30/06/2017,58,29,59,18, ,2
29/06/2017,55,27,49,24, ,2
28/06/2017,55,21,54,35, ,3
27/06/2017,66,20,51,32, ,2
26/06/2017,118,26,52,35, ,2
25/06/2017,54,84,67,31, ,3
24/06/2017,56,21,56,20, ,2
23/06/2017,48,18,49,3, , 
22/06/2017,49,17,50,7, ,2
21/06/2017,47,21,49,22, ,2
20/06/2017,56,21,42,21, ,2
19/06/2017,51,25,36,19, ,2
18/06/2017,58,22,42,32, ,3
17/06/2017,57,24,48,29, ,2
16/06/2017,52,20,51,8, ,2
15/06/2017,69,19,45,26, ,2
14/06/2017,59,30,47,28, ,3
13/06/2017,52,29,38,33, ,4
12/06/2017,68,22,45,30, ,3
11/06/2017,50,25,48,28, ,3
10/06/2017,69,15,43,25, ,3
09/06/2017,62,33,39,5, ,2
08/06/2017,73,32,54,34, ,3
07/06/2017,54,36,67,35, ,2
06/06/2017,57,27,47,40, ,3
05/06/2017,55,24,42,30, ,2
04/06/2017,70,22,46,30, ,2
03/06/2017,61,32,57,31, ,3
02/06/2017,55,23,50,10, ,2
01/06/2017,48,21,46,21, ,2
31/05/2017,37,17,41,20, ,2
30/05/2017,43,15,39,5, ,1
29/05/2017,53,23,45,22, ,2
28/05/2017,57,29,42,31, ,3
27/05/2017,54,33,40,22, ,2
26/05/2017,57,28,42,15, ,3
25/05/2017,57,20,45,21, ,2
24/05/2017,54,26,53,45, ,3
23/05/2017,57,22,48,26, ,2
22/05/2017,75,34,37,17, ,1
21/05/2017,45,32,46,33, ,2
20/05/2017,43,9,44,21, ,2
19/05/2017,63,7,41,7, ,2
18/05/2017,62,19,40,20, ,2
17/05/2017,58,21,57,45, ,4
16/05/2017,68,19,56,43,2,3
15/05/2017,84,42,54,37, ,3
14/05/2017,106,47,40,23, ,2
13/05/2017,56,39,44,42, ,5
12/05/2017,57,19,55,7, ,6
11/05/2017,70,12,49,20, ,2
10/05/2017,78,49,44,27, ,2
09/05/2017,73,46,58,46, ,3
08/05/2017,64,52,40,34, ,2
07/05/2017,59,35,43,41, ,3
06/05/2017,74,32,41,33, ,2
05/05/2017,69,32,46,10, ,2
04/05/2017,71,38,47,23, ,3
03/05/2017,76,44,37,20, ,2
02/05/2017,79,45,36,26, ,3
01/05/2017,99,50,43,18, ,2
30/04/2017,87,59,50,40, ,3
29/04/2017,72,57, ,52, ,4
28/04/2017,70,49, ,15, ,3
27/04/2017,83,42, ,24, ,2
26/04/2017,85,47, ,29, ,3
25/04/2017,63,61, ,36, ,3
24/04/2017,50,30, ,39, ,3
23/04/2017,59,23, ,21, ,2
22/04/2017,84,38, ,26, ,2
21/04/2017,69,58, ,16, ,2
20/04/2017,58,45, ,27, ,2
19/04/2017,62,30, ,39, ,3
18/04/2017,54,38, ,33, ,3
17/04/2017,54,27, ,34, ,2
16/04/2017,80,19, ,12, ,2
15/04/2017,65,33, ,17, ,2
14/04/2017,53,25, ,8, ,2
13/04/2017,87,27, ,11, ,1
12/04/2017,101,69, ,25, ,2
11/04/2017,78,92, ,28, ,3
10/04/2017,70,46, ,18, ,3
09/04/2017,51,30, ,29, ,3
08/04/2017,63,21, ,26, ,3
07/04/2017,58,26, ,8, ,1
06/04/2017,72,23, ,11, ,1
05/04/2017,62,43, ,34, ,3
04/04/2017,54,59, ,25, ,2
03/04/2017,50,30, ,33, ,2
02/04/2017,46,20, ,29, ,3
01/04/2017,59,17, ,21, ,2
31/03/2017,60,37, ,9, ,1
30/03/2017,69,36, ,24, ,2
29/03/2017,69,44, ,37, ,3
28/03/2017,61,41, ,37, ,4
27/03/2017,69,34, ,36, ,3
26/03/2017,66,34, ,37, ,3
25/03/2017,69,33, ,40, ,4
24/03/2017,76,23, ,15, ,2
23/03/2017,73,27, ,16, ,3
22/03/2017,80,43, ,30, ,3
21/03/2017,81,49, ,42, ,5
20/03/2017,51,110, ,25, ,3
19/03/2017,58,24, ,22, ,2
18/03/2017,68,30, ,18, ,2
17/03/2017,66,38, ,20, ,2
16/03/2017,46,28, ,17, ,2
15/03/2017,46,18, ,23, ,3
14/03/2017,48,22, ,23, ,3
13/03/2017,92,27, ,26, ,2
12/03/2017,108,80, ,17, ,2
11/03/2017,106,141, ,22, ,2
10/03/2017,92,113, ,9, ,2
09/03/2017,66,51, ,27, ,4
08/03/2017,79,37, ,47, ,6
07/03/2017,80,34, ,37, ,4
06/03/2017,71,38, ,34, ,4
05/03/2017,72,33, ,28, ,2
04/03/2017,45,29, ,37, ,3
03/03/2017,41,16, ,17, ,4
02/03/2017,91,24, ,14, ,1
01/03/2017,103,64, ,21, ,2
28/02/2017,83,83, ,33, ,3
27/02/2017,74,65, ,40, ,3
26/02/2017,65,51, ,42, ,3
25/02/2017,64,45, ,36, ,3
24/02/2017,84,42, ,19, ,2
23/02/2017,85,55, ,34, ,4
22/02/2017,92,46, ,46, ,5
21/02/2017,76,48, ,41, ,4
20/02/2017,54,39, ,42, ,4
19/02/2017,54,35, ,30, ,3
18/02/2017,56,29, ,23, ,2
17/02/2017,51,21, ,18, ,3
16/02/2017,37,18, ,23, ,3
15/02/2017,33,9, ,21, ,2
14/02/2017,44,11, ,26, ,2
13/02/2017,48,12, ,20, ,2
12/02/2017,55,19, ,21, ,2
11/02/2017,91,24, ,27, ,2
10/02/2017,84,54, ,24, ,2
09/02/2017,102,60, ,24, ,2
08/02/2017,98,54, ,42, ,5
07/02/2017,82,78, ,31, ,3
06/02/2017,79,48, ,30, ,2
05/02/2017,69,35, ,34, ,3
04/02/2017,61,39, ,36, ,3
03/02/2017,70,27, ,18, ,2
02/02/2017,59,30, ,35, ,4
01/02/2017,55,26, ,32, ,3
31/01/2017,61,20, ,27, ,2
