date, pm25, pm10, o3, no2, so2, co
16/03/2021,55,28, ,32, ,2
15/03/2021,71,30, ,53, ,6
14/03/2021,73,37, ,59, ,5
13/03/2021,39,41, ,63, ,5
12/03/2021,41,19, ,21, ,5
11/03/2021,105,25, ,13, ,2
10/03/2021,74,84, ,18, ,2
09/03/2021,81,54, ,28, ,2
08/03/2021,49,44, ,31, ,4
07/03/2021,52,29, ,25, ,3
06/03/2021,53,30, ,56, ,4
05/03/2021,50,23, ,30, ,3
04/03/2021,30,16, ,28, ,2
03/03/2021,49,9, ,26, ,2
02/03/2021,66,22, ,40, ,3
01/03/2021,61,36, ,39, ,3
28/02/2021,76,32, ,39, ,3
27/02/2021,55,27, ,40, ,4
26/02/2021,68,23, ,24, ,2
25/02/2021,57,26, ,43, ,4
24/02/2021,78,21, ,43, ,3
23/02/2021,81,56, ,38, ,2
22/02/2021,68,67, ,28, ,2
21/02/2021,58,46, ,24, ,4
20/02/2021,46,25, ,36, ,4
19/02/2021,28,14, ,20, ,4
18/02/2021,28,9, ,14, ,2
17/02/2021,30,12, ,23, ,3
16/02/2021,47,35, ,13, ,1
15/02/2021, ,27, ,33, ,2
31/01/2021,25, , , , , 
30/01/2021,41,18, ,10, ,1
29/01/2021,35,19, ,10, ,2
28/01/2021,39,16, ,9, ,2
27/01/2021,143,23, ,17, ,2
26/01/2021,109,65, ,23, ,3
25/01/2021,77,49, ,34, ,5
24/01/2021,73,70, ,37, ,5
23/01/2021,58,53, ,36, ,4
22/01/2021,61,21, ,10, ,2
21/01/2021,42,16, ,11, ,2
20/01/2021,27,19, ,26, ,3
19/01/2021,41,12, ,13, ,2
18/01/2021,33,34, ,12, ,2
17/01/2021,47,15, ,15, ,2
16/01/2021,49,39, ,14, ,1
15/01/2021,43,24, ,12, ,2
14/01/2021,39,18, ,12, ,3
13/01/2021,85,23, ,9, ,2
12/01/2021,81,57, ,28, ,2
11/01/2021,75,45, ,28, ,3
10/01/2021,84,46, ,27, ,3
09/01/2021,78,49, ,32, ,3
08/01/2021,60,38, ,13, ,3
07/01/2021,84,35, ,12, ,2
06/01/2021,92,51, ,25, ,3
05/01/2021,107,52, ,26, ,3
04/01/2021,114,59, ,28, ,4
03/01/2021,105,61, ,30, ,4
02/01/2021,79,61, ,30, ,3
01/01/2021,75,46, ,13, ,3
31/12/2020,71,41, ,16, ,3
30/12/2020,68,49, ,25, ,4
29/12/2020,51,50, ,22, ,3
28/12/2020,55,41, ,24, ,4
27/12/2020,58,50, ,14, ,2
26/12/2020,84,76, ,16, ,3
25/12/2020,56,131, ,8, ,5
24/12/2020,48,24, ,16, ,5
23/12/2020,49,23, ,23, ,4
22/12/2020,68,21, ,18, ,2
21/12/2020,76,45, ,29, ,4
20/12/2020,50,59, ,33, ,5
19/12/2020,54,39, ,28, ,4
18/12/2020,51,25, ,14, ,4
17/12/2020,35,19, ,20, ,4
16/12/2020,42,12, ,20, ,3
15/12/2020,133,33, ,19, ,3
14/12/2020,72,170, ,11, ,2
13/12/2020,62,65, ,24, ,3
12/12/2020,62,54, ,38, ,5
11/12/2020,55,41, ,27, ,5
10/12/2020,48,34, ,33, ,5
09/12/2020,41,35, ,35, ,5
08/12/2020,75,49, ,28, ,4
07/12/2020,43,72, ,28, ,3
06/12/2020,38,36, ,34, ,6
05/12/2020,59,24, ,28, ,9
04/12/2020,60,25, ,5, ,9
03/12/2020,66,33, ,6, ,8
02/12/2020,78,38, ,16, ,6
01/12/2020,74,53, ,42, ,6
30/11/2020,64,50, ,37, ,6
29/11/2020,70,49, ,35, ,9
28/11/2020,53,50, ,32, ,6
27/11/2020,55,22, ,15, ,3
26/11/2020,39,22, ,24, ,2
25/11/2020,52,15, ,18, ,2
24/11/2020,63,41, ,31, ,4
23/11/2020,50,43, ,34, ,9
22/11/2020,52,34, ,33, ,3
21/11/2020,34,33, ,26, ,4
20/11/2020,54,15, ,7, ,3
19/11/2020,66,24, ,16, ,3
18/11/2020,50,46, ,32, ,4
17/11/2020,49,39, ,28, ,3
16/11/2020,43,31, ,35, ,4
15/11/2020,35,24, ,25, ,3
14/11/2020,73,20, ,20, ,2
13/11/2020,59,40, ,15, ,3
12/11/2020,56,31, ,18, ,2
11/11/2020,51,31, ,33, ,4
10/11/2020,63,34, ,36, ,4
09/11/2020,81,48, ,31, ,4
08/11/2020,60,69, ,32, ,3
07/11/2020,47,46, ,31, ,4
06/11/2020,40,25, ,12, ,2
05/11/2020,45,20, ,13, ,2
04/11/2020,38,19, ,18, ,3
03/11/2020,33,20, ,15, ,2
02/11/2020,41,22, ,20, ,3
01/11/2020,45,24, ,19, ,2
31/10/2020,54,30, ,22, ,3
30/10/2020,77,35, ,10, ,3
29/10/2020,80,49, ,22, ,4
28/10/2020,67,60, ,38, ,6
27/10/2020,74,51, ,22, ,3
26/10/2020,66,61, ,35, ,4
25/10/2020,59,60, ,33, ,4
24/10/2020,55,64, ,25, ,3
23/10/2020,64,59, ,11, ,2
22/10/2020,71,56, ,25, ,3
21/10/2020,59,60, ,34, ,5
20/10/2020,77,50, ,25, ,4
19/10/2020,71,63, ,30, ,4
18/10/2020,67,52, ,36, ,4
17/10/2020,43,51, ,36, ,4
16/10/2020,38,27, ,12, ,3
15/10/2020,50,24, ,10, ,2
14/10/2020,39,34, ,22, ,3
13/10/2020,35,23, ,19, ,3
12/10/2020,39,23, ,21, ,3
11/10/2020,45,33, ,19, ,3
10/10/2020,61,36, ,17, ,3
09/10/2020,72,51, ,8, ,2
08/10/2020,65,69, ,16, ,2
07/10/2020,73,52, ,31, ,4
06/10/2020,58,50, ,33, ,4
05/10/2020,54,48, ,25, ,3
04/10/2020,38,34, ,18, ,3
03/10/2020,26,19, ,12, ,2
02/10/2020,36,12, ,4, ,3
01/10/2020,55,20, ,9, ,2
30/09/2020,67,47, ,12, ,3
29/09/2020,69,54, ,20, ,3
28/09/2020,81,56, ,21, ,3
27/09/2020,61,56, ,8, ,1
26/09/2020,49,33, ,12, ,2
25/09/2020,50,24, ,7, ,2
24/09/2020,51,23, ,12, ,2
23/09/2020,43,27, ,21, ,3
22/09/2020,70,25, ,18, ,3
21/09/2020, ,31, ,19, ,3
20/09/2020, ,35, ,21, ,4
19/09/2020, ,34, ,9, ,1
18/09/2020, ,36, ,5, ,1
17/09/2020, ,35, ,23, ,3
16/09/2020, ,52, ,34, ,4
15/09/2020, ,51, ,31, ,5
14/09/2020, ,46, ,31, ,4
13/09/2020, ,38, ,31, ,4
12/09/2020, ,42, ,29, ,4
11/09/2020, ,41, ,8, ,3
10/09/2020, ,50, ,20, ,4
09/09/2020, ,60, ,37, ,6
08/09/2020, ,51, ,31, ,5
07/09/2020, ,49, ,22, ,5
06/09/2020, ,66, ,42, ,4
05/09/2020, ,56, ,42, ,4
04/09/2020, ,56, ,15, ,3
03/09/2020, ,59, ,32, ,3
02/09/2020, ,61, ,47, ,5
01/09/2020, ,39, ,28, ,3
31/08/2020, ,50, ,25, ,4
30/08/2020, ,54, ,31, ,5
29/08/2020, ,56, ,30, ,4
28/08/2020, ,38, ,12, ,3
27/08/2020, ,30, ,15, ,3
26/08/2020,108,28, ,20, ,3
25/08/2020, ,36, ,26, ,3
24/08/2020,42,30, ,31, ,3
23/08/2020,52,55, ,26, ,3
22/08/2020,50,30, ,23, ,3
21/08/2020,42,22, ,7, ,2
20/08/2020,30,21, ,12, ,2
19/08/2020,55,22, ,26, ,3
18/08/2020,53,33, ,25, ,3
17/08/2020,42,31, ,29, ,4
16/08/2020,39,29, ,34, ,3
15/08/2020,59,27, ,31, ,3
14/08/2020,58,27, ,10, ,2
13/08/2020,65,30, ,16, ,3
12/08/2020,61,36, ,20, ,3
11/08/2020,37,29, ,19, ,3
10/08/2020,36,20, ,17, ,3
09/08/2020,24,18, ,15, ,2
08/08/2020,56,14, ,15, ,3
07/08/2020,56,30, ,7, ,2
06/08/2020,47,39, ,17, ,3
05/08/2020,63,29, ,26, ,4
04/08/2020,67,31, ,15, ,2
03/08/2020,58,33, ,20, ,3
02/08/2020,45,29, ,23, ,3
01/08/2020,51,21, ,25, ,3
31/07/2020,47,24, ,10, ,2
30/07/2020,47,22, ,19, ,3
29/07/2020,64,27, ,22, ,3
28/07/2020,61,38, ,28, ,3
27/07/2020,67,39, ,23, ,3
26/07/2020,56,43, ,26, ,3
25/07/2020,45,34, ,29, ,3
24/07/2020,53,20, ,8, ,1
23/07/2020,53,30, ,16, ,2
22/07/2020,54,34, ,26, ,3
21/07/2020,52,35, ,28, ,3
20/07/2020,63,27, ,20, ,2
19/07/2020,65,37, ,25, ,4
18/07/2020,50,42, ,33, ,4
17/07/2020,44,23, ,9, ,4
16/07/2020,54,23, ,13, ,2
15/07/2020,51,31, ,22, ,3
14/07/2020,59,37, ,25, ,3
13/07/2020,56,47, ,21, ,3
12/07/2020,51,30, ,16, ,3
11/07/2020,53,29, ,20, ,3
10/07/2020,47,22, ,8, ,2
09/07/2020,44,23, ,12, ,3
08/07/2020,43,27, ,14, ,2
07/07/2020,51,29, ,19, ,3
06/07/2020,67,29, ,18, ,2
05/07/2020,60,35, ,14, ,2
04/07/2020,45,36, ,23, ,3
03/07/2020,46,22, ,10, ,1
02/07/2020,52,29, ,22, ,2
01/07/2020,46,31, ,28, ,3
30/06/2020,57,32, ,29, ,3
29/06/2020,61,33, ,19, ,3
28/06/2020,63,32, ,24, ,3
27/06/2020,50,34, ,28, ,3
26/06/2020,45,21, ,7, ,2
25/06/2020,35,25, ,15, ,2
24/06/2020,30,22, ,15, ,2
23/06/2020,33,22, ,18, ,2
22/06/2020,60,23, ,22, ,2
21/06/2020,47,51, ,20, ,2
20/06/2020,50,32, ,22, ,2
19/06/2020,31,24, ,8, ,2
18/06/2020,54,19, ,10, ,2
17/06/2020,52,49, ,20, ,2
16/06/2020,46,47, ,27, ,2
15/06/2020,37,29, ,19, ,2
14/06/2020,41,24, ,19, ,2
13/06/2020,38,30, ,23, ,2
12/06/2020,34,26, ,13, ,2
11/06/2020,50,42, ,16, ,2
10/06/2020,32,41, ,23, ,2
09/06/2020,48,26, ,28, ,3
08/06/2020,60,35, ,31, ,3
07/06/2020,65,41, ,30, ,2
06/06/2020,54,46, ,30, ,3
05/06/2020,39,29, ,10, ,1
04/06/2020,45,26, ,20, ,2
03/06/2020,39,36, ,27, ,3
02/06/2020,50,45, ,14, ,2
01/06/2020,47,43, ,20, ,3
31/05/2020,34,28, ,29, ,4
30/05/2020,35,20, ,24, ,2
29/05/2020,24,16, ,6, ,2
28/05/2020,36,11, ,3, ,1
27/05/2020,43,17, ,12, ,2
26/05/2020,37,27, ,28, ,3
25/05/2020,28,23, ,27, ,3
24/05/2020,28,18, ,16, ,2
23/05/2020,33,24, ,8, ,1
22/05/2020,70,18, ,5, ,1
21/05/2020,71,48, ,21, ,4
20/05/2020,89,49, ,34, ,3
19/05/2020,92,62, ,27, ,2
18/05/2020,71,64, ,23, ,2
17/05/2020,80,51, ,29, ,3
16/05/2020,47,58, ,26, ,2
15/05/2020,60,30, ,10, ,2
14/05/2020,77,47, ,15, ,1
13/05/2020,64,60, ,30, ,3
12/05/2020,47,49, ,33, ,3
11/05/2020,44,31, ,27, ,2
10/05/2020,37,26, ,25, ,2
09/05/2020,38,20, ,16, ,2
08/05/2020,46,23, ,6, ,1
07/05/2020,44,32, ,18, ,3
06/05/2020,36,27, ,23, ,3
05/05/2020,38,16, ,10, ,2
04/05/2020,22,22, ,12, ,2
03/05/2020,42,16, ,15, ,2
02/05/2020,35,28, ,18, ,2
01/05/2020,52,15, ,5, ,1
30/04/2020,53,25, ,10, ,2
29/04/2020,40,23, ,14, ,2
28/04/2020,41,14, ,2, ,1
27/04/2020,37,20, ,12, ,2
26/04/2020,31,24, ,9, ,2
25/04/2020,37,19, ,7, ,2
24/04/2020,73,20, ,1, , 
23/04/2020,55,98, ,4, ,2
22/04/2020,78,46, ,5, ,2
21/04/2020,77,63, ,15, ,2
20/04/2020,72,53, ,20, ,3
19/04/2020,75,56, ,12, ,2
18/04/2020,52,53, ,6, ,2
17/04/2020,52,32, ,2, ,1
16/04/2020,67,27, ,4, ,2
15/04/2020,61,44, ,8, ,2
14/04/2020,62,30, ,8, ,2
13/04/2020,46,30, ,8, ,2
12/04/2020,49,21, ,8, ,1
11/04/2020,49,22, ,11, ,2
10/04/2020,28,16, ,6, ,3
09/04/2020,24,12, ,4, , 
08/04/2020,24,9, ,4, ,1
07/04/2020,54,12, ,5, , 
06/04/2020,70,40, ,8, ,2
05/04/2020,104,63, ,8, ,2
04/04/2020,43,141, ,10, ,2
03/04/2020,44,24, ,4, ,1
02/04/2020,64,31, ,9, ,2
01/04/2020,50,33, ,11, ,2
31/03/2020, ,42, ,6, ,2
29/03/2020,21, , , , , 
28/03/2020,63,12, ,4, , 
27/03/2020,73,42, ,3, ,1
26/03/2020,66,46, ,7, ,2
25/03/2020,57,46, ,17, ,2
24/03/2020,151,51, ,14, ,2
23/03/2020,43,174, ,13, ,2
22/03/2020,42,26, ,23, ,3
21/03/2020,29,21, ,21, ,2
20/03/2020,36,7, ,8, ,2
19/03/2020,37,29, ,6, ,2
18/03/2020,33,31, ,8, ,1
17/03/2020,52,15, ,8, ,1
16/03/2020,66,17, ,10, ,2
15/03/2020,75,43, ,28, ,3
14/03/2020,59,52, ,26, ,4
13/03/2020,70,38, ,11, ,2
12/03/2020,71,44, ,9, ,2
11/03/2020,70,54, ,23, ,2
10/03/2020,63,54, ,41, ,3
09/03/2020,84,54, ,27, ,3
08/03/2020,59,62, ,26, ,3
07/03/2020,34,34, ,26, ,4
06/03/2020,57,19, ,9, ,2
05/03/2020,54,36, ,18, ,2
04/03/2020,62,43, ,44, ,4
03/03/2020,70,51, ,38, ,6
02/03/2020,38,41, ,42, ,5
01/03/2020,113,17, ,17, ,2
29/02/2020,41,21, ,14, ,2
28/02/2020,51,18, ,8, ,1
27/02/2020,53,26, ,29, ,4
26/02/2020,41,33, ,39, ,6
25/02/2020,38,27, ,21, ,3
24/02/2020,48,13, ,16, ,2
23/02/2020,52,26, ,28, ,3
22/02/2020,40,27, ,32, ,4
21/02/2020,45,17, ,15, ,3
20/02/2020,47,22, ,19, ,2
19/02/2020,43,21, ,21, ,3
18/02/2020,492,20, ,17, ,2
17/02/2020,351,29, ,26, ,3
16/02/2020,49,16, ,32, ,4
15/02/2020,69,24, ,32, ,4
14/02/2020,57, , ,16, ,4
13/02/2020,55,42, ,22, ,4
12/02/2020,37,41, ,32, ,4
11/02/2020,32,23, ,21, ,3
10/02/2020,30,14, ,19, ,2
09/02/2020,23,8, ,22, ,2
08/02/2020,21,9, ,24, ,2
07/02/2020,51,10, ,5,50,4
06/02/2020,51,48,110,12,15,13
05/02/2020,51,40,56,25,30,3
04/02/2020,32,32,117,30,61,7
03/02/2020,38,14,99,24,37,3
02/02/2020,40,22,239,28,22,3
01/02/2020,28,24,117,31,18,3
31/01/2020,31,12,226,8,2,3
30/01/2020,36,16,234,11,9,12
29/01/2020,44,20,228,31,23,34
28/01/2020,67,15,232,22,16,3
27/01/2020,59,26,231,33,22,39
26/01/2020,38,27,108,34,36,30
25/01/2020,41,33,155,39,46,16
24/01/2020,335,18,189,16,37,2
23/01/2020,49,15,249,14,13,11
22/01/2020,38,20,92,23,17,81
21/01/2020,39,19,236,23,30,9
20/01/2020,36,8,233,18,17,2
19/01/2020,34,9, ,15, ,2
18/01/2020,39,12,225,11,13,8
17/01/2020,52,21,227,17,8,45
16/01/2020,57,37,226,14,40,12
15/01/2020,53,24,28,28,42,42
14/01/2020,48,24,69,30,32,11
13/01/2020,51,21,128,29,29,26
12/01/2020,60,21,222,27,44,24
11/01/2020,52,20,148,26,21,19
10/01/2020,42,17,214,21,12,67
09/01/2020,37,13, ,19,23,44
08/01/2020,85,22,19,17,16,19
07/01/2020,61,28,151,19,27,11
06/01/2020,74,33,219,18,6,64
05/01/2020,28,18,21,27,29,8
04/01/2020,44,16,174,17,8,70
03/01/2020,36,33,218,9,81,2
02/01/2020,31,34, ,14,18,14
01/01/2020, ,37, ,31,44,3
29/12/2019,43, , , , , 
28/12/2019,44,18, ,25, ,3
27/12/2019,27,18, ,22, ,3
26/12/2019,73,6, ,7, ,1
25/12/2019,161,62, ,11, ,2
24/12/2019,95,285, ,8, ,2
23/12/2019,62,92, ,13, ,2
22/12/2019,111,33, ,40, ,4
21/12/2019,30,43, ,35, ,4
20/12/2019,58,13, ,15, ,1
19/12/2019,77,22, ,21, ,2
18/12/2019,59,28, ,27, ,3
17/12/2019,72,28, ,27, ,4
16/12/2019,65,44, ,31, ,4
15/12/2019,50,42, ,25, ,5
14/12/2019,84,39, ,36, ,6
13/12/2019,126,70, ,4, ,1
12/12/2019,55,200, ,7, ,1
11/12/2019,62,27, ,19, ,3
10/12/2019,47,34, ,31, ,7
09/12/2019,40,20, ,17, ,4
08/12/2019,50,9, ,13, ,2
07/12/2019,51,14, ,17, ,2
06/12/2019,46,13, ,10, ,3
05/12/2019,43,13, ,12, ,3
04/12/2019,75,19, ,19, ,3
03/12/2019,41,19, ,26, ,3
02/12/2019,149,20, ,26, ,3
01/12/2019,62,14, ,16, ,2
30/11/2019,65,33, ,29, ,4
29/11/2019,65,32, ,19, ,3
28/11/2019,72,43, ,23, ,4
27/11/2019,85,59, ,30, ,4
26/11/2019,74,55, ,19, ,3
25/11/2019,82,52, ,27, ,3
24/11/2019,89,53, ,34, ,5
23/11/2019,78,49, ,34, ,5
22/11/2019, ,37, ,19, ,3
17/11/2019,86, , , , , 
16/11/2019,70,29, ,7, ,2
15/11/2019,100,37, ,11, ,2
14/11/2019,85,53, ,16, ,3
13/11/2019,105,61, ,20, ,3
12/11/2019,80,72, ,22, ,3
11/11/2019,73,52, ,27, ,3
10/11/2019,78,55, ,27, ,2
09/11/2019,92,53, ,27, ,2
08/11/2019,92,56, ,15, ,3
07/11/2019,100,59, ,21, ,2
06/11/2019,122,74, ,29, ,4
05/11/2019,78,105, ,27, ,3
04/11/2019,69,58, ,32, ,3
03/11/2019,55,50, ,38, ,4
02/11/2019,58,28, ,33, ,4
01/11/2019,69,16, ,13, ,2
31/10/2019,70,19, ,17, ,3
30/10/2019,65,35, ,34, ,3
29/10/2019,66,23, ,29, ,4
28/10/2019,72,23, ,18, ,3
27/10/2019,59,28, ,21, ,3
26/10/2019,59,23, ,24, ,3
25/10/2019,66,31, ,19, ,3
24/10/2019,60,31, ,27, ,3
23/10/2019,63,26, ,19, ,3
22/10/2019,67,34, ,21, ,2
21/10/2019,57,36, ,36, ,4
20/10/2019,53,23, ,14, ,3
19/10/2019,66,22, ,17, ,3
18/10/2019,68,25, ,6, ,2
17/10/2019,107,27, ,17, ,3
16/10/2019,77,43, ,33, ,4
15/10/2019,72,40, ,31, ,4
14/10/2019,73,60, ,28, ,3
13/10/2019,79,54, ,17, ,3
12/10/2019, ,51, ,29, ,3
07/10/2019,26, , , , , 
06/10/2019,42,14, ,16, ,3
05/10/2019,42,33, ,33, ,3
04/10/2019,50,24, ,17, ,2
03/10/2019,58,24, ,19, ,2
02/10/2019,80,23, ,25, ,3
01/10/2019,63,27, ,28, ,3
30/09/2019,58,24, ,2, , 
29/09/2019,55,23, ,5, ,1
28/09/2019,54,21, ,13, ,3
27/09/2019,67,22, ,8, ,2
26/09/2019,58,43, ,21, ,3
25/09/2019,50,36, ,30, ,4
24/09/2019,60,25, ,28, ,3
23/09/2019,60,27, ,27, ,3
22/09/2019,86,28, ,31, ,3
21/09/2019,51,41, ,30, ,4
20/09/2019,71,18, ,10, ,2
19/09/2019,83,29, ,19, ,3
18/09/2019,69,48, ,32, ,4
17/09/2019,51,54, ,23, ,4
16/09/2019,59,25, ,6, , 
15/09/2019,64,31, ,6, , 
14/09/2019,68,34, ,14, ,3
13/09/2019,76,27, ,9, ,2
12/09/2019,72,28, ,14, ,3
11/09/2019,72,30,53,25,1,3
10/09/2019,66,39,65,20,1,3
09/09/2019,68,34,64,23,1,3
08/09/2019,76,33,63,20,1,3
07/09/2019,55,33,56,18,2,3
06/09/2019,72,19,54,11,1,2
05/09/2019,72,28,61,17,1,3
04/09/2019,61,34, ,15, ,3
03/09/2019,69,29, ,17, ,3
02/09/2019,68,31, ,21, ,3
01/09/2019,75,34, ,25, ,3
31/08/2019,60,37, ,30, ,4
30/08/2019,69,26, ,7, ,2
29/08/2019,80,29, ,13, ,3
28/08/2019,79,39, ,22, ,4
27/08/2019,68,35, ,23, ,4
26/08/2019,63,35, ,29, ,3
25/08/2019,65,33, ,29, ,3
24/08/2019,65,30, ,25, ,3
23/08/2019,73,23, ,6, ,2
22/08/2019,63,28, ,19, ,3
21/08/2019,58,28, ,33, ,3
20/08/2019,66,24, ,23, ,3
19/08/2019,58,29, ,21, ,3
18/08/2019,75,31, ,18, ,3
17/08/2019,64,34, ,16, ,3
16/08/2019,60,22, ,8, ,3
15/08/2019,71,27, ,24, ,3
14/08/2019,64,31, ,29, ,4
13/08/2019,57,27, ,25, ,3
12/08/2019,50,23, ,37, ,2
11/08/2019,61,20, ,25, ,3
10/08/2019,57,23,60,17, ,1
09/08/2019,61,20,56,3, , 
08/08/2019,90,29,69,4, , 
07/08/2019,77,34,59,9, , 
06/08/2019,89,40,68,21, ,1
05/08/2019,77,32,69,17, ,2
04/08/2019,78,41,56,19, ,2
03/08/2019,60,38, ,18, ,2
02/08/2019,66,23, ,10, ,3
01/08/2019,66,27, ,11, ,2
31/07/2019,81,34, ,24, ,4
30/07/2019,74,39, ,34, ,3
29/07/2019,75,31, ,38, ,3
28/07/2019,68,37, ,27, ,3
27/07/2019,74,29, ,17, ,2
26/07/2019,73,27, ,8, ,2
25/07/2019,92,28, ,14, ,2
24/07/2019,50,33, ,30, ,3
23/07/2019,56,23, ,22, ,2
22/07/2019,61,29, ,27, ,3
21/07/2019,69,29, ,23, ,3
20/07/2019,54,25, ,15, ,2
19/07/2019,58,19, ,5, ,1
18/07/2019,53,23, ,15, ,2
17/07/2019,76,40, ,20, ,2
16/07/2019,52,77, ,23, ,2
15/07/2019,49,26, ,23, ,2
14/07/2019,51,21, ,14, ,2
13/07/2019,46,26, ,19, ,2
12/07/2019,72,18, ,6, ,2
11/07/2019,63,38, ,14, ,2
10/07/2019,63,32, ,27, ,2
09/07/2019,69,31, ,34, ,3
08/07/2019,76,34, ,24, ,3
07/07/2019,73,38, ,21, ,3
06/07/2019,62,40, ,25, ,3
05/07/2019,53,24, ,15, ,2
04/07/2019,57,23, ,17, ,2
03/07/2019,51,28, ,22, ,2
02/07/2019,41,26, ,22, ,2
01/07/2019,64,22, ,25, ,3
30/06/2019,74,30, ,23, ,2
29/06/2019,73,36, ,21, ,2
28/06/2019,70,31, ,11, ,3
27/06/2019,62,33, ,15, ,2
26/06/2019,63,32, ,24, ,2
25/06/2019,68,29, ,30, ,3
24/06/2019,74,31, ,26, ,3
23/06/2019,72,33, ,26, ,3
22/06/2019,70,35, ,24, ,3
21/06/2019,64,24, ,8, ,2
20/06/2019,60,24, ,16, ,2
19/06/2019,62,28, ,21, ,2
18/06/2019,68,34, ,20, ,3
17/06/2019,73,34, ,17, ,2
16/06/2019,82,39, ,14, ,3
15/06/2019,67,33, ,21, ,2
14/06/2019,64,25, ,8, ,2
13/06/2019,63,25, ,12, ,2
12/06/2019,78,24, ,16, ,2
11/06/2019,73,40, ,24, ,3
10/06/2019,65,36, ,29, ,2
09/06/2019,63,32, ,25, ,2
08/06/2019,67,27, ,15, ,2
07/06/2019,76,31, ,3, ,1
06/06/2019,77,43, ,21, ,3
05/06/2019,83,49, ,28, ,3
04/06/2019,83,52, ,18, ,2
03/06/2019,73,59, ,25, ,2
02/06/2019,68,47, ,27, ,2
01/06/2019,54,38, ,31, ,2
31/05/2019,81,28, ,10, ,2
30/05/2019,84,54, ,24, ,2
29/05/2019,74,55, ,42, ,2
28/05/2019,76,40, ,36, ,3
27/05/2019,55,40, ,31, ,1
26/05/2019,30,32, ,13, , 
25/05/2019,92,16, ,16, ,2
24/05/2019,100,46, ,4, ,4
23/05/2019,112,63, ,15, ,6
22/05/2019,73,57, ,28, ,7
21/05/2019,56,51, ,65, ,4
20/05/2019,52,38, ,96, ,3
19/05/2019,52,29, ,15, ,2
18/05/2019,87,38, ,23, ,2
17/05/2019,68,64, ,9, ,2
16/05/2019,72,44, ,17, ,5
15/05/2019,54,47, ,39, ,3
14/05/2019,40,39, ,26, ,3
13/05/2019,48,29, ,40, ,3
12/05/2019,44,32, ,33, ,3
11/05/2019,34,28, ,33, ,3
10/05/2019,37,22, ,16, ,2
09/05/2019,36,15, ,14, ,2
08/05/2019,44,16, ,13, ,2
07/05/2019,86,22, ,14, ,2
06/05/2019,97,41, ,15, ,2
05/05/2019,54,34, ,36, ,3
04/05/2019,46,24, ,40, ,4
03/05/2019,59,21, ,11, ,2
02/05/2019,99,36, ,15, ,2
01/05/2019,79,70, ,30, ,3
30/04/2019,94,58, ,28, , 
29/04/2019,73,72, ,21, ,2
28/04/2019,71,51, ,41, ,3
27/04/2019,57,45, ,34, ,3
26/04/2019,65,35, ,13, ,2
25/04/2019,45,42, ,6, ,1
24/04/2019,48,24, ,22, ,2
23/04/2019,48,27, ,34, ,4
22/04/2019,33,23, ,31, ,3
21/04/2019,36,13, ,16, ,2
20/04/2019,43,15, ,9, ,1
19/04/2019,54,19, ,5, ,2
18/04/2019,45,19, ,9, ,2
17/04/2019,41,20, ,15, ,2
16/04/2019,56,23, ,13, ,2
15/04/2019,58,25, ,19, ,2
14/04/2019,105,37, ,23, ,3
13/04/2019,42,188, ,16, ,2
12/04/2019,42,30, ,19, ,3
11/04/2019,37,37, ,13, ,2
10/04/2019,36,27, ,28, ,3
09/04/2019,91,34, ,18, ,2
08/04/2019,95,66, ,20, ,3
07/04/2019,84,78, ,29, ,4
06/04/2019, ,72, ,30, ,4
04/04/2019,84, , , , , 
03/04/2019,90,58, ,35, ,4
02/04/2019,62,57, ,36, ,4
01/04/2019,60,42, ,25, ,3
31/03/2019,49,36, ,15, ,2
30/03/2019,106,27, ,12, ,2
29/03/2019,55,133, ,5, ,1
28/03/2019,66,37, ,21, ,2
27/03/2019,67,42, ,24, ,4
26/03/2019,50,37, ,16, ,2
25/03/2019,32,35, ,21, ,2
24/03/2019,67,26, ,17, ,2
23/03/2019,95,42, ,28, ,3
22/03/2019,79,50, ,14, ,3
21/03/2019,74,44, ,17, ,3
20/03/2019,66,45, ,25, ,3
19/03/2019,27,39, ,31, ,4
18/03/2019,56,26, ,25, , 
17/03/2019,57,36, ,30, ,4
16/03/2019,44,32, ,16, ,2
15/03/2019,46,31, ,5, ,1
14/03/2019,73,31, ,11, ,2
13/03/2019,57,125, ,10, ,2
12/03/2019,78,41, ,23, ,3
11/03/2019,55,52, ,43, ,7
10/03/2019,64,33, ,22, ,2
09/03/2019,59,35, ,32, ,3
08/03/2019,52,29, ,19, ,3
07/03/2019,56,25, ,13, ,2
06/03/2019,69,28, ,18, ,2
05/03/2019,59,38, ,24, ,3
04/03/2019,56,45, ,40, ,5
03/03/2019,67,41, ,26, ,3
02/03/2019,50,47, ,30, ,4
01/03/2019,31,25, ,13, ,3
28/02/2019,27,20, ,11, ,1
27/02/2019,48,21, ,10, ,1
26/02/2019,80,32, ,9, ,2
25/02/2019,76,71, ,16, ,2
24/02/2019,81,55, ,27, ,3
23/02/2019,63,50, ,39, ,4
22/02/2019,58,35, ,21, ,4
21/02/2019,61,32, ,31, ,4
20/02/2019,62,35, ,32, ,3
19/02/2019,47,37, ,30, ,4
18/02/2019,54,26, ,23, ,2
17/02/2019,57,28, ,22, ,2
16/02/2019,45,35, ,25, ,3
15/02/2019,116,26, ,11, ,3
14/02/2019,78,112, ,5, ,1
13/02/2019,55,62, ,17, ,2
