kyrsBP,InsolationJune65N
1519,448.285789
1520,458.747944
1521,470.176281
1522,481.844415
1523,492.855308
1524,502.564194
1525,509.976408
1526,514.362018
1527,514.990531
1528,511.630274
1529,504.309088
1530,494.071238
1531,481.948041
1532,469.635491
1533,458.347173
1534,449.272537
1535,442.94187
1536,439.626685
1537,439.223295
1538,441.403969
1539,445.698817
1540,451.609752
1541,458.515657
1542,465.884872
1543,473.148734
1544,479.834979
1545,485.431533
1546,489.725839
1547,492.342836
1548,493.396519
1549,492.88523
1550,491.202161
1551,488.602009
1552,485.716209
1553,482.742699
1554,480.21258
1555,478.231393
1556,476.939463
1557,476.305466
1558,476.203149
1559,476.48029
1560,476.798869
1561,477.103128
1562,476.993872
1563,476.454963
1564,475.365175
1565,473.809432
1566,471.806125
1567,469.776986
1568,467.763531
1569,466.250595
1570,465.41247
1571,465.441669
1572,466.467174
1573,468.509673
1574,471.405798
1575,474.963047
1576,478.916183
1577,482.793406
1578,486.20128
1579,488.748172
1580,489.839239
1581,489.334996
1582,486.950826
1583,482.813924
1584,477.233867
1585,470.90235
1586,464.34305
1587,458.536784
1588,454.013832
1589,451.339209
1590,450.770051
1591,452.484152
1592,456.166213
1593,461.730636
1594,468.704042
1595,476.495417
1596,484.687088
1597,492.536383
1598,499.334499
1599,504.504087
1600,507.284685
1601,507.142518
1602,503.919902
1603,497.690319
1604,488.974456
1605,478.906782
1606,468.53904
1607,459.014906
1608,451.460221
1609,446.37808
1610,444.060595
1611,444.674411
1612,447.782433
1613,452.984454
1614,459.904745
1615,467.678806
1616,475.788277
1617,483.496562
1618,490.077974
1619,494.828805
1620,497.37854
1621,497.235666
1622,494.504772
1623,489.677997
1624,483.312017
1625,476.444011
1626,470.089256
1627,464.904826
1628,461.530207
1629,460.337547
1630,461.125627
1631,463.827143
1632,468.089696
1633,473.234909
1634,478.849249
1635,484.31081
1636,488.902501
1637,492.127973
1638,493.655823
1639,492.90265
1640,490.201428
1641,485.643592
1642,479.739801
1643,473.366648
1644,467.304385
1645,462.128927
1646,458.632059
1647,457.004897
1648,457.290414
1649,459.529726
1650,463.337094
1651,468.255938
1652,473.890398
1653,479.624567
1654,484.725018
1655,488.776968
1656,491.074533
1657,491.093618
1658,488.840521
1659,484.183041
1660,477.612021
1661,469.978867
1662,462.150338
1663,454.965482
1664,449.528276
1665,446.178568
1666,445.2847
1667,447.054523
1668,451.172246
1669,457.340094
1670,465.295661
1671,474.294713
1672,483.831073
1673,493.389026
1674,502.063262
1675,509.277512
1676,514.409867
1677,516.667428
1678,515.771241
1679,511.703842
1680,504.575646
1681,495.207825
1682,484.686316
1683,473.894523
1684,464.051695
1685,456.039634
1686,450.170421
1687,446.953943
1688,446.285402
1689,447.930791
1690,451.637621
1691,457.030645
1692,463.430598
1693,470.562933
1694,477.732043
1695,484.385606
1696,489.945086
1697,493.941401
1698,495.635735
1699,494.971089
1700,491.759008
1701,486.198744
1702,479.065806
1703,471.119326
1704,463.20459
1705,456.34934
1706,451.107883
1707,447.846345
1708,446.830862
1709,447.95884
1710,450.863913
1711,455.46296
1712,461.113528
1713,467.434369
1714,474.035531
1715,480.457145
1716,486.182799
1717,491.186401
1718,494.918441
1719,497.435384
1720,498.710151
1721,498.751449
1722,497.760556
1723,496.018391
1724,493.705287
1725,490.959876
1726,488.162199
1727,485.128041
1728,482.076594
1729,478.93341
1730,475.664026
1731,472.165937
1732,468.68799
1733,465.008931
1734,461.529668
1735,458.377456
1736,455.806553
1737,454.119599
1738,453.610891
1739,454.359251
1740,456.559737
1741,460.193251
1742,465.077277
1743,471.029298
1744,477.765499
1745,484.673067
1746,491.415825
1747,497.190406
1748,501.371279
1749,503.217147
1750,502.230999
1751,497.934453
1752,490.633435
1753,480.799018
1754,469.589725
1755,458.21806
1756,448.142289
1757,440.284246
1758,435.514398
1759,434.13926
1760,436.17317
1761,441.429471
1762,449.475837
1763,459.722303
1764,471.611116
1765,484.429681
1766,497.408483
1767,509.817577
1768,520.701073
1769,529.017018
1770,533.74235
1771,533.813518
1772,528.497136
1773,517.940981
1774,502.864124
1775,485.016957
1776,466.490336
1777,449.364254
1778,435.193951
1779,425.106636
1780,419.38679
1781,418.147019
1782,420.910473
1783,427.270572
1784,436.496151
1785,447.995167
1786,461.018621
1787,474.90373
1788,488.864759
1789,502.107151
1790,513.707651
1791,522.627515
1792,527.861231
1793,528.564478
1794,524.312314
1795,515.495403
1796,503.010858
1797,488.507068
1798,473.743684
1799,460.282221
1800,449.270282
1801,441.540819
1802,437.129417
1803,436.171214
1804,438.226909
1805,442.883629
1806,449.614814
1807,457.907861
1808,467.116965
1809,476.76977
1810,486.281905
1811,495.060904
1812,502.572119
1813,508.159061
1814,511.236886
1815,511.324282
1816,508.174688
1817,501.774943
1818,492.762141
1819,481.89122
1820,470.321831
1821,459.177051
1822,449.470967
1823,441.831155
1824,436.767373
1825,434.387248
1826,434.537178
1827,437.125653
1828,441.744689
1829,447.991766
1830,455.557185
1831,463.97402
1832,472.814392
1833,481.772483
1834,490.405706
1835,498.30199
1836,505.203041
1837,510.677757
1838,514.376195
1839,516.119112
1840,515.678146
1841,512.876417
1842,508.027301
1843,501.173344
1844,492.787768
1845,483.580602
1846,474.005026
1847,464.791495
1848,456.693921
1849,450.027138
1850,445.279455
1851,442.737966
1852,442.393518
1853,444.215857
1854,448.194646
1855,453.863885
1856,461.060676
1857,469.401117
1858,478.323289
1859,487.383836
1860,496.060782
1861,503.422556
1862,508.865647
1863,511.427431
