kyrsBP,InsolationJune65N
1864,510.227893
1865,504.888219
1866,495.429615
1867,482.486141
1868,467.603371
1869,452.546857
1870,438.928027
1871,428.319083
1872,421.59321
1873,418.995098
1874,420.732709
1875,426.347951
1876,435.335896
1877,447.134032
1878,461.048233
1879,476.218599
1880,492.05351
1881,507.616055
1882,522.005238
1883,534.242342
1884,543.246415
1885,547.70676
1886,546.926371
1887,540.426339
1888,528.370558
1889,512.383603
1890,494.025927
1891,475.452843
1892,458.640072
1893,444.863164
1894,434.74318
1895,428.861937
1896,426.757489
1897,428.18733
1898,432.704179
1899,439.61281
1900,448.269128
1901,458.280515
1902,468.777015
1903,479.248008
1904,489.100117
1905,497.398907
1906,503.484689
1907,506.732189
1908,506.371113
1909,502.491186
1910,495.396304
1911,485.869332
1912,475.120321
1913,464.591107
1914,455.098178
1915,447.747987
1916,442.947465
1917,440.798462
1918,441.300788
1919,444.313975
1920,449.225553
1921,455.893749
1922,463.721096
1923,472.225774
1924,481.013201
1925,489.628862
1926,497.474368
1927,504.253618
1928,509.491417
1929,512.662457
1930,513.612113
1931,512.110362
1932,508.048503
1933,501.831647
1934,493.911127
1935,484.731677
1936,475.363136
1937,466.306251
1938,458.235457
1939,451.710829
1940,447.027932
1941,444.162955
1942,443.375873
1943,444.330707
1944,446.877876
1945,450.84888
1946,455.889207
1947,461.596073
1948,467.911005
1949,474.242242
1950,480.382382
1951,486.082139
1952,490.893901
1953,494.567092
1954,496.968332
1955,497.730654
1956,496.884358
1957,494.483609
1958,490.632065
1959,485.606347
1960,480.011714
1961,474.043582
1962,468.404574
1963,463.495026
1964,459.641945
1965,457.133258
1966,456.265985
1967,456.84568
1968,459.048371
1969,462.623259
1970,467.340343
1971,472.942954
1972,479.114041
1973,485.378035
1974,491.368921
1975,496.657877
1976,500.599605
1977,502.865991
1978,502.935866
1979,500.446401
1980,495.343126
1981,487.888012
1982,478.447248
1983,468.056169
1984,457.612771
1985,448.152659
1986,440.546766
1987,435.472662
1988,433.151584
1989,433.761321
1990,437.152195
1991,442.910301
1992,450.724306
1993,460.00297
1994,470.108378
1995,480.530823
1996,490.478081
1997,499.303531
1998,506.400017
1999,511.153804
2000,513.160521
2001,512.392999
2002,508.934658
2003,503.365594
2004,496.390773
2005,488.892314
2006,481.581756
2007,475.260755
2008,470.240269
2009,466.830084
2010,465.045249
2011,464.741768
2012,465.689287
2013,467.598819
2014,470.068532
2015,472.794541
2016,475.385361
2017,477.554
2018,478.964833
2019,479.489866
2020,478.936075
2021,477.323634
2022,474.787745
2023,471.525262
2024,467.872151
2025,464.209439
2026,460.869403
2027,458.170015
2028,456.337025
2029,455.504177
2030,455.653904
2031,456.773144
2032,458.735048
2033,461.332601
2034,464.424981
2035,467.809492
2036,471.252539
2037,474.690264
2038,477.879882
2039,480.800274
2040,483.319065
2041,485.454201
2042,487.107263
2043,488.345047
2044,489.174547
2045,489.58101
2046,489.641859
2047,489.413586
2048,488.861541
2049,488.111134
2050,487.185316
2051,486.043016
2052,484.840085
2053,483.496423
2054,482.084671
2055,480.571594
2056,479.049567
2057,477.366568
2058,475.710886
2059,473.94147
2060,472.109697
2061,470.267019
2062,468.435211
2063,466.569798
2064,464.898905
2065,463.332212
2066,462.015829
2067,461.039534
2068,460.439669
2069,460.232185
2070,460.560631
2071,461.308366
2072,462.502302
2073,464.125424
2074,466.080198
2075,468.18431
2076,470.554397
2077,472.815997
2078,475.044764
2079,477.1125
2080,478.903881
2081,480.362947
2082,481.61583
2083,482.445699
2084,483.055919
2085,483.433537
2086,483.612001
2087,483.60422
2088,483.577713
2089,483.361651
2090,483.079859
2091,482.766576
2092,482.236852
2093,481.630337
2094,480.925467
2095,480.014666
2096,479.00684
2097,477.987001
2098,476.800216
2099,475.709249
2100,474.66021
2101,473.663438
2102,472.764246
2103,472.071171
2104,471.279997
2105,470.619991
2106,469.866011
2107,468.896124
2108,467.751869
2109,466.378952
2110,464.633926
2111,462.867333
2112,461.032516
2113,459.36876
2114,458.210736
2115,457.780522
2116,458.162981
2117,459.749289
2118,462.442046
2119,466.231381
2120,471.124005
2121,476.846759
2122,482.995335
2123,489.528099
2124,495.720314
2125,501.290036
2126,505.795118
2127,508.724309
2128,509.639886
2129,508.472874
2130,504.872498
2131,499.089255
2132,491.566243
2133,482.773225
2134,473.479753
2135,464.627729
2136,456.75741
2137,450.490687
2138,446.363204
2139,444.304868
2140,444.47694
2141,446.719802
2142,450.643169
2143,455.927373
2144,462.251565
2145,468.90589
2146,475.526171
2147,481.596192
2148,486.416529
2149,489.621316
2150,490.954604
2151,489.96839
2152,487.046235
2153,482.492082
2154,476.72138
2155,470.662773
2156,464.979248
2157,460.13339
2158,456.809983
2159,455.15835
2160,455.22446
2161,457.070769
2162,460.506951
2163,465.135491
2164,470.867157
2165,477.251996
2166,483.866657
2167,490.513978
2168,496.749634
2169,502.120781
2170,506.52839
2171,509.458074
2172,510.686879
2173,510.135538
2174,507.614577
2175,503.099396
2176,496.984303
2177,489.395512
2178,480.832975
2179,471.931397
2180,463.151623
2181,455.001101
2182,448.14587
2183,442.73171
2184,439.097743
2185,437.455019
2186,437.687917
2187,439.770111
2188,443.605133
2189,448.859457
2190,455.265426
2191,462.555775
2192,470.205874
2193,477.782418
2194,484.923527
2195,490.898254
2196,495.336983
2197,497.888705
2198,498.127696
2199,496.137545
2200,492.239927
2201,486.689774
2202,480.374285
2203,473.955935
2204,468.067843
2205,463.358576
2206,460.271058
2207,458.893789
2208,459.396642
2209,461.687955
2210,465.460694
2211,470.572262
2212,476.640714
2213,483.226728
2214,490.055639
2215,496.677116
2216,502.562158
2217,507.424008
2218,510.642034
2219,511.787021
2220,510.417544
2221,506.290698
2222,499.17835
2223,489.570501
2224,477.928611
2225,465.259171
2226,452.699526
2227,441.373406
2228,432.129529
2229,425.783114
2230,422.553994
2231,422.641703
2232,425.856327
2233,431.949799
2234,440.4451
2235,450.916004
2236,462.760523
2237,475.353971
2238,488.055608
2239,500.150239
2240,510.721775
2241,519.103102
2242,524.297709
2243,525.729311
2244,523.045011
2245,516.364919
2246,506.295864
2247,494.158045
2248,481.137402
2249,468.781688
2250,458.147174
2251,450.087888
2252,444.941018
2253,442.905837
2254,443.70708
2255,447.056892
2256,452.522832
2257,459.50782
2258,467.562755
2259,476.028888
2260,484.404482
2261,492.027714
2262,498.35858
2263,502.68798
2264,504.59162
2265,503.546084
2266,499.590979
2267,492.815299
2268,484.039773
2269,474.046596
2270,463.969186
2271,454.745783
2272,447.206569
2273,441.79583
2274,438.810219
2275,438.24778
2276,439.934942
2277,443.604293
2278,448.990102
2279,455.571525
2280,463.127725
2281,471.17523
2282,479.362554
2283,487.33886
2284,494.797277
2285,501.290311
2286,506.691119
2287,510.54973
2288,512.760807
2289,513.086663
2290,511.513794
2291,507.954499
2292,502.710267
2293,495.926007
2294,488.029725
2295,479.558225
2296,470.961028
2297,462.781888
2298,455.58257
2299,449.676116
2300,445.395462
2301,442.985527
2302,442.432493
2303,443.746659
2304,446.802657
2305,451.382269
2306,457.153243
2307,463.880309
2308,471.02479
2309,478.166673
2310,484.787522
2311,490.244045
2312,493.917994
2313,495.429747
2314,494.263504
2315,490.552764
2316,484.616651
2317,477.106101
2318,468.963608
2319,461.275309
2320,454.782012
2321,450.209807
2322,448.068733
2323,448.335902
2324,451.047496
2325,456.046411
2326,462.785863
2327,470.993784
2328,480.171112
2329,489.660929
2330,499.052104
2331,507.788487
2332,515.098945
2333,520.614979
2334,523.635947
2335,523.61899
2336,520.293251
2337,513.653089
2338,503.783913
2339,491.699988
2340,478.242116
2341,464.597231
2342,452.060287
2343,441.486609
2344,433.499823
2345,428.610248
2346,426.774077
2347,427.844055
2348,431.653492
2349,437.684223
2350,445.454722
2351,454.526333
2352,464.257903
2353,473.966811
2354,483.144363
2355,491.00039
2356,496.825995
2357,500.300972
2358,500.859251
2359,498.620645
2360,494.023954
2361,487.684874
2362,480.489213
2363,473.596728
2364,467.614757
2365,463.246578
2366,460.936656
2367,460.63831
2368,462.265143
2369,465.71662
2370,470.370438
2371,475.89427
2372,481.908099
2373,487.690172
2374,492.909329
2375,497.17061
2376,499.912043
2377,500.990852
2378,500.313078
2379,497.684314
2380,493.518751
2381,488.15217
2382,481.948569
2383,475.556243
2384,469.585913
2385,464.146249
2386,459.873534
2387,456.73053
2388,454.695638
2389,453.766142
2390,453.775226
2391,454.320478
2392,455.416633
2393,456.700956
2394,458.019929
2395,459.355191
2396,460.706667
2397,461.985413
2398,463.538759
2399,465.385703
2400,467.590203
2401,470.435028
2402,473.841557
2403,477.645154
2404,481.978745
2405,486.346433
2406,490.585923
2407,494.376986
2408,497.362319
2409,499.066215
2410,499.547801
2411,498.342064
2412,495.609612
2413,491.553704
2414,486.443571
2415,480.690604
2416,475.016267
2417,469.713917
2418,465.296074
2419,462.213986
2420,460.410568
2421,460.097955
2422,461.124737
2423,463.300765
2424,466.240493
2425,469.828057
2426,473.392052
2427,476.705877
2428,479.354316
2429,480.883304
2430,481.063404
2431,479.912429
2432,477.23372
2433,473.529772
2434,469.193051
2435,464.664319
2436,460.646834
2437,457.621262
2438,455.830067
2439,455.638032
2440,457.00331
2441,459.81156
2442,463.84325
2443,468.888829
2444,474.360343
2445,480.101581
2446,485.534358
2447,490.312748
2448,494.108574
2449,496.685018
2450,497.716287
2451,497.381889
2452,495.619758
2453,492.685502
2454,488.94023
2455,484.781906
2456,480.490106
2457,476.569124
2458,473.200904
2459,470.514032
2460,468.719979
2461,467.668892
2462,467.251827
2463,467.402588
2464,467.789799
2465,468.201073
2466,468.472544
2467,468.309739
2468,467.615614
2469,466.340035
2470,464.527442
2471,462.272174
2472,459.975892
2473,457.835153
2474,456.272461
2475,455.623508
2476,456.127241
2477,457.919983
2478,461.117462
2479,465.523498
2480,471.03389
2481,477.296868
2482,483.929523
2483,490.482888
2484,496.432153
2485,501.283574
2486,504.501277
2487,505.73407
2488,504.705119
2489,501.407071
2490,496.137895
2491,489.342907
2492,481.789356
2493,474.217443
2494,467.463339
2495,462.033422
2496,458.487814
2497,456.949982
2498,457.481329
2499,459.906889
2500,463.963542
2501,469.181326
2502,475.222885
2503,481.380652
2504,487.166512
2505,491.879888
2506,494.780851
2507,495.286259
2508,492.842072
2509,487.314275
2510,479.020409
2511,468.748369
2512,457.719631
2513,447.216236
2514,438.498643
2515,432.457323
2516,429.561014
2517,430.015742
2518,433.672711
2519,440.095117
2520,448.889177
2521,459.353546
2522,470.877083
2523,482.732123
2524,494.230762
2525,504.522223
2526,512.986022
2527,518.853831
2528,521.558804
2529,520.948268
2530,517.002778
2531,510.217462
2532,501.525889
2533,491.796641
2534,482.112304
2535,473.39792
2536,466.196262
2537,460.85873
2538,457.578762
2539,456.171795
2540,456.407266
2541,458.078495
2542,460.690919
2543,463.946071
2544,467.534332
2545,471.045862
2546,474.211536
2547,476.931926
2548,478.805411
2549,479.960623
2550,480.230484
2551,479.725513
2552,478.473497
2553,476.746633
2554,474.502577
2555,472.050936
2556,469.475448
2557,466.828298
2558,464.231955
2559,461.850896
2560,459.584914
2561,457.705439
2562,456.292027
2563,455.394729
2564,455.280182
2565,456.088422
2566,457.787257
2567,460.644827
2568,464.566155
2569,469.491076
2570,475.29995
2571,481.907987
2572,488.771422
2573,495.862163
2574,502.566805
2575,508.456933
2576,513.096391
2577,515.953145
2578,516.387306
2579,514.233537
2580,509.14646
2581,501.151783
2582,490.897869
2583,478.954746
2584,466.365819
2585,454.327729
2586,443.818652
2587,435.465325
2588,430.190486
2589,427.904585
2590,428.777313
2591,432.71507
2592,439.269942
2593,448.035537
2594,458.671186
2595,470.373331
2596,482.634773
2597,494.730677
2598,505.657842
2599,514.443158
2600,520.124179
2601,521.457553
2602,517.991311
2603,509.698619
2604,497.302849
2605,482.36461
2606,466.968808
2607,452.649589
2608,441.169562
2609,433.318141
2610,429.509106
2611,429.698716
2612,433.708123
2613,440.80702
2614,450.554025
2615,462.252711
2616,475.092062
2617,488.468549
2618,501.706992
2619,513.759276
2620,523.92889
2621,531.030244
2622,533.74021
2623,531.213769
2624,522.879952
2625,508.970812
2626,491.175318
2627,471.591467
2628,452.511157
2629,436.224199
2630,423.996523
2631,416.372324
2632,413.625884
2633,415.304802
2634,420.712782
2635,429.444891
2636,440.467384
2637,453.120616
2638,466.709526
2639,480.384311
2640,493.305895
2641,504.865642
2642,513.989795
2643,519.995068
2644,522.369012
2645,520.743149
2646,515.388088
2647,507.191482
2648,497.068939
2649,486.317529
2650,476.20625
2651,467.406469
2652,460.569006
2653,455.991759
2654,453.491983
2655,453.00863
2656,454.213642
2657,456.737388
2658,460.154016
2659,464.326648
2660,468.684745
2661,473.148745
2662,477.499802
2663,481.46146
2664,484.966713
2665,488.00284
2666,490.214346
2667,491.729955
2668,492.356669
2669,491.832786
2670,490.186225
2671,487.227097
2672,482.826042
2673,477.107818
2674,470.303016
2675,462.596689
2676,454.683231
2677,447.14095
2678,440.500938
2679,435.531109
2680,432.652127
2681,432.112598
2682,434.186473
2683,438.802192
2684,445.705106
2685,454.766958
2686,465.465327
2687,477.312195
2688,489.853172
2689,502.370166
2690,514.095032
2691,524.360439
2692,532.12686
2693,536.471469
2694,536.746827
2695,532.259094
2696,523.121685
2697,510.109112
2698,494.357311
2699,477.651324
2700,461.688428
2701,447.878554
2702,437.25373
2703,430.38049
2704,427.371508
2705,428.066236
2706,432.137946
2707,439.023392
2708,448.193235
2709,459.04217
2710,470.940059
2711,483.158975
2712,495.075177
2713,505.584266
2714,513.795553
2715,518.383336
2716,518.316425
2717,512.814531
2718,502.179744
2719,487.380994
2720,470.459921
2721,453.689416
2722,439.037875
2723,427.957396
2724,421.250215
2725,419.050746
2726,421.158429
2727,427.112903
2728,436.22682
2729,447.806097
2730,461.149142
2731,475.408854
2732,489.928321
2733,503.800522
2734,516.228525
2735,526.175219
2736,532.753743
2737,534.810799
2738,532.005453
2739,524.073414
2740,511.928586
2741,496.956056
2742,481.007768
2743,465.948297
2744,453.168237
2745,443.642707
2746,437.748649
2747,435.448779
2748,436.39985
2749,440.173136
2750,445.991527
2751,453.425342
2752,461.604397
2753,470.030286
2754,477.98775
2755,484.94606
2756,490.302337
2757,493.728944
2758,494.893401
2759,493.82278
2760,490.804916
2761,486.310911
2762,480.965341
2763,475.579934
2764,470.61506
2765,466.63435
2766,463.834616
2767,462.29219
2768,461.828849
2769,462.37849
2770,463.480598
2771,464.987418
2772,466.566626
2773,468.102156
2774,469.355308
2775,470.538753
2776,471.515944
2777,472.57628
2778,473.880644
2779,475.514934
2780,477.657752
2781,480.376654
2782,483.474765
2783,486.928727
2784,490.395297
2785,493.537116
2786,495.928104
2787,497.157506
2788,496.695135
2789,494.252629
2790,489.670184
2791,482.930478
2792,474.525085
2793,465.163987
2794,455.648797
2795,447.043269
2796,440.240045
2797,435.72123
2798,434.10246
2799,435.340335
2800,439.39341
2801,445.915792
2802,454.603578
2803,464.664394
2804,475.731267
2805,486.953176
2806,497.543468
2807,506.743494
2808,513.675455
2809,517.404881
2810,517.573514
2811,513.829305
2812,506.426365
2813,496.41758
2814,484.863655
2815,473.135216
2816,462.684569
2817,454.291177
2818,448.58974
2819,445.912752
2820,446.121187
2821,448.810741
2822,453.880649
2823,460.443423
2824,468.143821
2825,476.355326
2826,484.38861
2827,491.581981
2828,497.395712
2829,500.969751
2830,501.887877
2831,499.831605
2832,494.680047
2833,486.979916
2834,477.598807
2835,467.56676
2836,458.009871
2837,450.127219
2838,444.305164
2839,441.166878
2840,440.730192
2841,442.735395
2842,446.915271
2843,452.874201
2844,459.884217
2845,467.516106
2846,475.190993
2847,482.123559
2848,487.932622
2849,492.104277
2850,494.127767
2851,494.080991
2852,492.037975
2853,488.249462
2854,483.563782
2855,478.653098
2856,474.078245
2857,470.727435
2858,468.797004
2859,468.486281
2860,469.857446
2861,472.66247
2862,476.412146
2863,480.863197
2864,485.357417
2865,489.268799
2866,492.258163
2867,493.671242
2868,493.136662
2869,490.700488
2870,486.266948
2871,480.257088
2872,473.432717
2873,466.41193
2874,459.949543
2875,454.935681
2876,451.639062
2877,450.412834
2878,451.352555
2879,454.231477
2880,458.665053
2881,464.433581
2882,470.688719
2883,476.928854
2884,482.532841
2885,486.565633
2886,488.54001
2887,488.010369
2888,484.726171
2889,479.067942
2890,471.896221
2891,464.01662
2892,456.73368
2893,451.07867
2894,447.594396
2895,446.857556
2896,448.914639
2897,453.473533
2898,460.240928
2899,468.741907
2900,478.13268
2901,488.013208
2902,497.458238
2903,505.748568
2904,512.133416
2905,515.930959
2906,516.432173
2907,513.429504
2908,507.077896
2909,497.727496
2910,486.673873
2911,475.027732
2912,464.012275
2913,454.771134
2914,448.050492
2915,443.978258
2916,442.912973
2917,444.362031
2918,448.022626
2919,453.414964
2920,459.908592
2921,466.845717
2922,473.746729
2923,479.8945
2924,484.719577
2925,487.951037
2926,489.193104
2927,488.421308
2928,486.036764
2929,482.278424
2930,477.91045
2931,473.550734
2932,469.755356
2933,466.89599
2934,465.362254
2935,464.996379
2936,465.829215
2937,467.551775
2938,469.867966
2939,472.306886
2940,474.685423
2941,476.461404
2942,477.500426
2943,477.692966
2944,476.91549
2945,475.420671
2946,473.519124
2947,471.44432
2948,469.739244
2949,468.684645
2950,468.553445
2951,469.509184
2952,471.59289
2953,474.595124
2954,478.336219
2955,482.46884
2956,486.483026
2957,489.9769
2958,492.385596
2959,493.221042
2960,492.096832
2961,488.867962
2962,483.420613
2963,476.317188
2964,468.000481
2965,459.5011
2966,451.564165
2967,445.227885
2968,440.967371
2969,439.35889
2970,440.470812
2971,444.317667
2972,450.606646
2973,459.001361
2974,468.943123
2975,479.874261
2976,491.096996
2977,501.776484
2978,511.040244
2979,517.900222
2980,521.329075
2981,520.623217
2982,515.324998
2983,505.785782
2984,492.904018
2985,478.40938
2986,463.815952
2987,451.042336
2988,441.039232
2989,434.72295
2990,432.18501
2991,433.430305
2992,437.980396
2993,445.356638
2994,454.880107
2995,465.890633
2996,477.680003
2997,489.454414
2998,500.440622
2999,509.530751
3000,515.767085
3001,517.834718
3002,514.979695
3003,506.769821
3004,493.967459
3005,478.02573
3006,461.343968
3007,445.92062
3008,433.632174
3009,425.53817
3010,421.92695
3011,422.790015
3012,427.66246
3013,435.797607
3014,446.526599
3015,458.999775
3016,472.355934
3017,485.800561
3018,498.500444
3019,509.467302
3020,517.983154
3021,523.131903
3022,524.435874
3023,521.615028
3024,515.155477
3025,505.679676
3026,494.669851
3027,483.320088
3028,472.863547
3029,464.22587
3030,457.910432
3031,454.0009
3032,452.487831
3033,452.988496
3034,455.034986
3035,458.214451
3036,462.005789
3037,465.865967
3038,469.506349
3039,472.526522
3040,474.68047
3041,475.999476
3042,476.465175
3043,476.194394
3044,475.60525
3045,474.817319
3046,474.144039
3047,473.839098
3048,473.863927
3049,474.211458
3050,474.762554
3051,475.257183
3052,475.284032
3053,474.80454
3054,473.309556
3055,470.834604
3056,467.494158
3057,463.421687
3058,459.080239
3059,455.142012
3060,451.99114
3061,450.25831
3062,450.397593
3063,452.460245
3064,456.620438
3065,462.760305
3066,470.510722
3067,479.508116
3068,489.3594
3069,499.242547
3070,508.601475
3071,516.758035
3072,522.556914
3073,525.489896
3074,524.652254
3075,519.584649
3076,510.454204
3077,497.976304
3078,483.124477
3079,467.791911
3080,453.370271
3081,441.22613
3082,432.367237
3083,427.259752
3084,425.88145
3085,428.204414
3086,433.768
3087,441.934451
3088,452.311952
3089,464.07412
3090,476.531745
3091,488.976113
3092,500.401047
3093,509.668897
3094,515.628422
3095,517.083125
3096,513.104377
3097,503.97915
3098,490.49787
3099,474.544856
3100,458.515671
3101,444.390517
3102,433.56455
3103,427.180638
3104,425.151722
3105,427.378225
3106,433.494828
3107,442.643944
3108,454.171228
3109,467.366856
3110,481.291434
3111,495.167319
3112,508.274932
3113,519.462326
3114,527.788869
3115,532.288269
3116,531.767506
3117,525.96489
3118,515.169583
3119,500.324343
3120,483.477751
3121,466.752456
3122,451.856054
3123,440.32213
3124,432.836774
3125,429.402562
3126,429.947883
3127,433.894576
3128,440.534229
3129,449.151531
3130,459.076322
3131,469.266116
3132,479.211513
3133,487.950424
3134,494.741277
3135,498.969734
3136,500.265208
3137,498.379444
3138,493.888875
3139,487.490926
3140,480.087456
3141,472.946703
3142,466.917821
3143,462.520199
3144,460.273767
3145,460.065245
3146,461.616365
3147,464.693229
3148,468.707814
3149,472.96096
3150,477.200441
3151,480.572191
3152,482.86654
3153,483.757235
3154,483.201159
3155,481.214116
3156,478.436684
3157,475.117513
3158,471.923114
3159,469.470517
3160,467.989497
3161,467.808129
3162,468.985595
3163,471.32987
3164,474.473452
3165,478.208883
3166,481.716793
3167,484.675578
3168,486.392632
3169,486.380045
3170,484.191468
3171,479.958157
3172,473.665258
3173,466.087089
3174,458.135722
3175,450.62144
3176,444.668283
3177,440.96986
3178,439.872557
3179,441.66933
3180,446.173153
3181,453.093871
3182,461.968353
3183,472.278887
3184,483.191043
3185,494.126958
3186,504.106234
3187,512.353788
3188,517.882361
3189,520.1223
3190,518.311151
3191,512.733261
3192,503.744591
3193,492.466788
3194,480.280608
3195,468.590549
3196,458.559672
3197,451.088423
3198,446.613505
3199,445.164548
3200,446.595805
3201,450.519001
3202,456.351481
3203,463.608391
3204,471.598958
3205,479.596982
3206,487.009458
3207,492.966804
3208,496.706511
3209,497.637451
3210,495.148953
3211,489.270309
3212,480.544327
3213,469.939529
3214,458.902955
3215,448.781025
3216,440.846305
3217,435.747498
3218,434.059074
3219,435.579752
3220,440.201663
3221,447.327839
3222,456.441951
3223,466.790567
3224,477.707741
3225,488.304509
3226,497.855922
3227,505.455127
3228,510.422017
3229,512.147503
3230,510.360479
3231,505.334391
3232,497.627014
3233,488.409005
3234,478.917434
3235,470.244338
3236,463.488975
3237,459.097571
3238,457.444414
3239,458.356675
3240,461.663152
3241,466.710723
3242,473.095679
3243,480.010332
3244,486.808445
3245,492.667983
3246,496.845322
3247,498.548895
3248,497.260886
3249,492.692169
3250,485.034969
3251,475.125562
3252,464.045524
3253,453.297749
3254,444.041784
3255,437.463609
3256,433.946571
3257,433.859245
3258,437.020199
3259,442.99827
3260,451.307488
3261,461.241058
3262,471.984423
3263,482.764086
3264,492.622433
3265,500.482123
3266,505.558235
3267,506.956064
3268,504.367666
3269,498.101496
3270,488.944143
3271,478.302399
3272,467.78522
3273,458.798447
3274,452.25013
3275,448.949644
3276,448.772406
3277,451.680406
3278,457.221347
3279,464.766768
3280,473.615831
3281,483.116297
3282,492.418582
3283,500.741626
3284,507.365976
3285,511.361007
3286,512.104752
3287,509.22817
3288,502.659791
3289,492.989357
3290,481.342603
3291,468.975959
3292,457.337918
3293,447.740088
3294,440.764528
3295,436.954412
3296,436.274176
3297,438.431207
3298,442.954227
3299,449.425748
3300,456.94376
3301,465.009057
3302,472.931463
3303,479.901377
3304,485.53174
3305,489.319269
3306,490.923886
3307,490.510416
3308,488.428262
3309,485.048841
3310,481.276042
3311,477.688608
3312,474.750973
3313,473.027959
3314,472.565973
3315,473.303531
3316,475.099422
3317,477.655626
3318,480.336049
3319,483.02236
3320,484.999826
3321,485.915885
3322,485.558985
3323,483.695157
3324,480.321529
3325,475.842866
3326,470.62056
3327,465.132094
3328,460.290599
3329,456.405833
3330,454.04429
3331,453.519274
3332,454.878681
3333,457.899192
3334,462.657359
3335,468.3779
3336,474.762627
3337,481.21003
3338,486.872886
3339,491.122279
3340,493.290057
3341,492.685255
3342,489.120206
3343,482.868311
3344,474.433969
3345,464.93576
3346,455.750194
3347,447.841064
3348,442.354359
3349,439.901239
3350,440.66705
3351,444.631743
3352,451.672436
3353,461.027376
3354,472.421064
3355,485.036545
3356,498.115441
3357,510.856509
3358,522.432917
3359,531.509555
3360,537.045872
3361,537.828868
3362,532.667665
3363,521.59785
3364,505.341781
3365,485.483056
3366,464.794569
3367,445.566299
3368,429.664963
3369,418.559253
3370,412.537436
3371,411.503413
3372,415.159579
3373,422.743322
3374,433.458849
3375,446.654657
3376,461.387603
3377,476.796999
3378,492.086208
3379,506.058811
3380,517.220102
3381,524.287011
3382,525.324229
3383,519.710971
3384,507.634998
3385,490.823043
3386,471.868769
3387,453.899479
3388,438.989941
3389,428.749843
3390,423.6715
3391,423.667681
3392,428.125603
3393,436.463099
3394,447.696579
3395,460.929825
3396,475.412386
3397,490.054698
3398,504.063622
3399,516.676327
3400,526.719631
3401,533.480829
3402,536.047484
3403,533.893157
3404,526.953896
3405,516.170167
3406,502.345801
3407,487.467051
3408,472.979826
3409,460.153201
3410,449.931243
3411,442.752029
3412,438.438918
3413,436.921151
3414,437.74603
3415,440.281916
3416,444.226292
3417,448.860837
3418,453.83668
3419,458.668225
3420,463.191556
3421,466.942399
3422,470.101486
3423,472.516106
3424,474.353037
3425,475.875714
3426,477.269703
3427,478.633927
3428,480.214978
3429,481.921001
3430,483.615623
3431,485.226235
3432,486.348335
3433,486.717916
3434,486.180941
3435,484.458484
3436,481.605664
3437,477.752207
3438,473.272892
3439,468.505488
3440,464.2097
3441,460.667291
3442,458.527466
3443,457.985921
3444,459.314167
3445,462.424503
3446,467.294919
3447,473.565784
3448,480.891038
3449,488.850178
3450,496.824465
3451,504.156189
3452,510.111352
3453,513.732494
3454,514.130743
3455,510.600749
3456,502.650507
3457,490.599448
3458,475.494395
3459,458.948738
3460,442.931406
3461,429.210314
3462,419.122951
3463,413.3557
3464,412.25371
3465,415.584394
3466,422.935283
3467,433.764515
3468,447.289148
3469,462.869027
3470,479.666407
3471,496.877069
3472,513.518704
3473,528.480807
3474,540.263378
3475,547.349717
3476,548.051317
3477,541.370832
3478,527.42102
3479,507.743572
3480,485.132053
3481,462.654116
3482,443.052217
3483,428.074813
3484,418.60289
3485,414.673176
3486,415.993029
3487,421.730016
3488,431.136699
3489,443.362164
3490,457.422759
3491,472.667073
3492,488.113096
3493,502.949999
3494,516.107747
3495,526.3019
3496,531.920503
3497,531.688827
3498,524.432959
3499,510.724333
3500,492.14237
3501,471.514886
3502,451.752521
3503,435.321033
3504,423.633894
3505,417.189174
3506,416.050867
3507,419.462844
3508,426.779198
3509,437.114329
3510,449.539304
3511,463.178233
3512,477.179204
3513,490.631321
3514,502.63265
3515,512.429227
3516,519.096246
3517,522.15324
3518,521.276232
3519,516.786236
3520,509.26708
3521,500.090567
3522,490.199141
3523,480.874201
3524,472.960531
3525,466.800695
3526,462.688948
3527,460.460363
3528,459.754939
3529,460.201812
3530,461.407195
3531,462.790592
3532,464.063124
3533,464.91928
3534,465.078677
3535,464.594961
3536,463.618872
3537,462.231454
3538,460.949533
3539,460.096239
3540,459.905996
3541,460.784564
3542,462.775413
3543,465.730426
3544,469.641466
3545,474.02187
3546,478.468996
3547,482.43666
3548,485.453868
3549,486.773216
3550,486.366712
3551,483.876263
3552,479.531988
3553,473.91969
3554,467.735992
3555,461.696067
3556,456.913139
3557,453.794457
3558,452.813203
3559,454.318489
3560,458.095759
3561,463.958758
3562,471.664154
3563,480.562152
3564,490.149338
3565,499.875187
3566,508.975055
3567,516.60036
3568,522.172764
3569,524.438419
3570,522.904535
3571,516.945591
3572,506.611074
3573,492.552324
3574,476.365567
3575,459.591543
3576,444.186598
3577,431.651656
3578,422.787981
3579,418.146771
3580,417.74409
3581,421.223968
3582,428.034109
3583,437.775879
3584,449.377688
3585,462.428648
3586,475.972583
3587,489.125685
3588,500.908089
3589,510.328581
3590,515.965904
3591,517.149002
3592,513.326165
3593,504.589749
3594,492.348754
3595,478.283361
3596,464.265134
3597,452.279834
3598,443.441785
3599,438.296706
3600,437.180564
3601,439.76455
3602,445.430092
3603,453.82909
3604,463.940428
3605,475.143347
3606,486.613899
3607,497.58817
3608,506.98976
3609,514.276849
3610,518.30953
3611,518.534471
