x1,x2,x3,x4
66375.0,-90.67609638359251,-97.65845862432488,-94.70110155170143
66500.0,-88.26105799760998,-92.80717848950988,-88.81136563775341
66625.0,-85.92907702795812,-92.4584750136001,-94.0924314447886
66750.0,-90.1482691415651,-90.91821757211274,-103.66315551997059
66875.0,-89.2932792994052,-92.03848463501699,-93.08214203153901
67000.0,-91.65621426742983,-93.98784004028306,-99.9415249804069
67125.0,-92.55979794318141,-98.45372063499688,-92.57005987191863
67250.0,-89.22876550921,-92.0185607482414,-98.19495316092471
67375.0,-98.30729509859087,-101.78431795602059,-98.7580629373472
67500.0,-93.44493411197152,-96.48203730634694,-96.27646438743731
67625.0,-93.05154778943053,-95.01110796507595,-96.3122004728806
67750.0,-97.70819488216546,-94.58476871027884,-96.08603014887376
67875.0,-100.56091895660587,-98.63401023201735,-99.6643860575945
68000.0,-99.18975545594407,-96.08016520552901,-92.5154409337789
68125.0,-96.33415203097663,-93.0061985089453,-98.93973530336274
68250.0,-102.49682666491618,-95.40226311133772,-95.15576102631968
68375.0,-95.87200246102276,-95.1537330187629,-94.39293723586235
68500.0,-95.42683878431731,-92.5289673690602,-89.46033694755944
68625.0,-92.28095204087082,-97.0994300476615,-90.47010342305086
68750.0,-93.02766077214447,-93.5931139616467,-88.8357660048903
68875.0,-87.65463639710484,-91.28635057211814,-92.38843396133002
69000.0,-87.77604729950022,-84.09015704951224,-83.41966094095129
69125.0,-89.19552256008123,-87.0264161940931,-88.7090511314739
69250.0,-81.35623543405886,-86.18150157756902,-81.38893990601797
69375.0,-86.92881987606584,-85.38265611130039,-87.57297611030694
69500.0,-86.72429528528802,-83.66943012679131,-85.49020824281736
69625.0,-89.07836380364921,-85.1792207030595,-87.55690505946613
69750.0,-83.33448931660818,-85.97066662188192,-80.31413733372929
69875.0,-85.49010357370088,-83.00309264303846,-87.1543230236114
70000.0,-79.98432495551044,-87.97794026668835,-86.6969508315422
