x1,x2,x3,x4
30750.0,-90.71099611324114,-98.25881667935008,-94.7427563999613
30875.0,-93.42935063683568,-94.42047505124953,-87.21864804290088
31000.0,-94.99554148485959,-91.85184480878222,-89.42329005395467
31125.0,-87.804878038897,-91.86649934994013,-87.12037078486199
31250.0,-85.76916971363664,-90.90808563494127,-92.07977833156258
31375.0,-88.2640434876751,-88.61795564677685,-82.89351056963969
31500.0,-88.95941533182764,-91.73046374675218,-87.24958159226654
31625.0,-81.16774780888018,-84.64498117112484,-86.80823298260182
31750.0,-86.77842058767745,-89.068077571354,-85.52208702718269
31875.0,-89.13396825037267,-83.66328789191128,-84.50824314385551
32000.0,-87.90052872877841,-87.9059687136911,-89.71551005852322
32125.0,-86.99779490177639,-83.33265082781206,-82.72939285470967
32250.0,-84.4220020069551,-82.95813598886747,-86.8850893662737
32375.0,-85.53927993029906,-82.92773161414901,-75.72207670447003
32500.0,-81.12994645551098,-82.33115649466104,-88.98665312224298
32625.0,-87.03336602893866,-87.68964472852885,-83.64948451988647
32750.0,-79.91558904726253,-79.57386086580995,-92.30750140011179
32875.0,-87.85434334080279,-80.92969742626387,-92.77905173783275
33000.0,-84.08550147839979,-82.45402186917,-85.08547358446197
33125.0,-82.30756594782693,-83.92217925654046,-88.4662419460563
33250.0,-85.03519605417101,-85.72427352545832,-84.38370509464178
33375.0,-79.35743313016499,-86.08456981211268,-85.92227970020797
33500.0,-82.58337753018053,-85.48866292227375,-88.18757264899916
33625.0,-79.82526433320504,-88.04984202694621,-79.01811934162781
33750.0,-83.44016051773137,-83.45366541298407,-84.28287974886506
33875.0,-81.64563298876925,-87.92218255689453,-86.26157845511717
34000.0,-92.38084407418737,-85.711744364704,-84.9111735744214
34125.0,-93.14885570660442,-84.24540125745082,-83.94195122607455
34250.0,-90.1491430243323,-85.78067911981853,-88.21860976610073
34375.0,-90.41962650988478,-89.13678952522773,-92.73877929004153
34500.0,-93.88212501366968,-91.49398781101566,-87.99969474081462
34625.0,-94.6004045393828,-83.69948583442446,-90.0570338754148
34750.0,-84.5109621874196,-89.5782026785039,-91.55638493510241
34875.0,-89.81966149158427,-85.42178926474463,-87.66214828361522
35000.0,-87.29615465573735,-85.618879316288,-82.5676299258551
35125.0,-82.39725668220936,-83.110379589515,-83.8286827927342
35250.0,-80.70652455294582,-80.72043480960565,-84.30850995054875
35375.0,-88.43204744262077,-79.05611851400434,-78.42971121645944
35500.0,-80.0830796271162,-79.25140325855409,-77.96150417664734
35625.0,-74.90904627013428,-79.38649527109582,-78.7807282517245
35750.0,-78.47795753112108,-78.27057712788447,-79.21673615548552
35875.0,-76.64134449513237,-76.86377706160002,-74.9130253580952
36000.0,-76.32608790554656,-71.02918155650325,-77.2606389524341
36125.0,-77.31581795101336,-71.54316817255778,-70.51229970955792
36250.0,-75.96256585398687,-78.11774528767364,-72.57795191823078
36375.0,-70.90916507160435,-73.58612871918871,-74.44466034176176
36500.0,-70.32221828460095,-69.79696714867762,-72.50824634173563
36625.0,-70.65604223289762,-75.0672349191088,-78.61105037549306
36750.0,-74.72570884392583,-73.52945094314477,-73.41276723161238
36875.0,-71.59957614516384,-70.74857823980523,-74.48548313086164
37000.0,-72.14633982437473,-76.90805804022678,-70.22016378473609
37125.0,-78.75541235474383,-76.40485673006212,-69.08114184710061
37250.0,-71.18775525710677,-75.97204092883473,-77.3783663487199
37375.0,-78.58950925405081,-77.82000769028356,-79.21307833337802
37500.0,-76.7148636355703,-80.03694864488355,-85.84394165913223
37625.0,-79.98494238817743,-83.04455888598127,-79.22846910298185
37750.0,-83.37797732536428,-82.98509876219322,-86.96548510181486
37875.0,-86.995926367051,-90.22234463711942,-83.1368705330613
38000.0,-85.0397529942344,-86.31636114234419,-93.83253537360297
38125.0,-83.32740011893664,-83.44918427198647,-82.6317208141599
38250.0,-82.739190399887,-87.96208490252516,-85.00335597981302
38375.0,-89.24296854996561,-86.79792757976763,-88.00770883819624
38500.0,-79.79613355759554,-84.91497549684871,-80.07252432309373
38625.0,-81.24336748044699,-89.09709751854642,-82.86074096535211
38750.0,-77.13296194527217,-84.02289060097519,-84.46061517139283
38875.0,-86.61658666357823,-80.5120818622544,-86.21177010548875
39000.0,-83.00295000591626,-84.3013362459064,-89.01164897800872
39125.0,-88.85237791571653,-83.40493532300155,-83.88116058753413
39250.0,-87.29520051943192,-81.6398188863659,-86.32513832934289
39375.0,-89.01678644192778,-81.07537619879287,-82.07851981153446
39500.0,-84.17793411409023,-83.39743079930044,-82.43426847749761
39625.0,-83.43208040309834,-85.83362031555795,-82.89800577050964
39750.0,-80.92624914187112,-81.11840994903986,-78.92706823334923
39875.0,-83.4222617466463,-83.71891960218704,-80.1720863848421
40000.0,-84.20073384054777,-85.25027432932009,-80.60561605237677
40125.0,-80.23979017565277,-78.35007400260179,-87.21898321435731
40250.0,-78.76324094830093,-82.13007211106085,-83.87540043095473
40375.0,-74.38280423362977,-86.03398467495494,-87.18382802608137
40500.0,-84.13006482725638,-80.46261322451574,-85.98401962283056
40625.0,-86.4571812505954,-86.05940564839607,-85.17486710988523
40750.0,-85.65425434056755,-82.56873776311967,-78.67413658655207
40875.0,-83.33819095172302,-82.49944373227365,-77.26598006375782
41000.0,-84.89554745936844,-81.41895319698243,-82.1097881245289
41125.0,-82.02845913928158,-83.97224703534485,-81.61767966800721
41250.0,-82.93532961661303,-77.55379581103533,-81.57433665468135
41375.0,-78.52223406853227,-84.88620509155024,-87.59997816499322
41500.0,-84.69841338766847,-78.51454865898904,-81.09418253416301
41625.0,-83.7540339724337,-83.49977222087014,-86.2716677753979
41750.0,-83.64228994347776,-81.66645668664313,-86.21382806532566
41875.0,-85.31780139852977,-87.06267316256654,-79.43469876420376
42000.0,-81.98641843406517,-86.0127830852049,-86.98969774379586
42125.0,-87.85810637063146,-84.18701463837634,-89.22982098447288
42250.0,-86.33826039325966,-87.09111661023387,-87.58620700516384
42375.0,-84.35158208288614,-83.89474946719818,-83.7177854025872
42500.0,-81.97725611961987,-85.72319822440751,-87.59990126207433
42625.0,-85.5796600401113,-82.20190290653638,-83.2185078491239
42750.0,-83.5138039438797,-87.63457351940471,-82.94956053381338
42875.0,-82.3539946817728,-85.51665514957608,-78.45299567623859
43000.0,-81.38403143350901,-80.12731916841724,-83.48619293546147
43125.0,-75.07610040942565,-82.573510155935,-83.78572288592102
43250.0,-80.00107380285422,-82.29528172646165,-79.5002448912595
43375.0,-79.79130471802232,-77.21051217777743,-79.29920844137712
43500.0,-77.72451080767068,-81.27106076874568,-84.09507928343781
43625.0,-78.28081012951371,-83.11017504918668,-84.11989138213117
43750.0,-80.29821507142334,-83.25820970909301,-79.51753238381288
43875.0,-84.42355786878747,-83.768632705318,-83.0553333438179
44000.0,-80.53031343866513,-82.36139732787892,-88.29214891754424
44125.0,-83.66026489327578,-86.60395357551252,-77.8836661109744
44250.0,-78.67254102517863,-79.72353107918076,-78.97334962349146
44375.0,-74.82541456923062,-78.87038567876654,-79.30301658310157
44500.0,-76.9017076213388,-76.24321929874155,-82.8538160330961
44625.0,-78.42593894961838,-75.8929863493201,-78.84258889868632
44750.0,-80.34021864323319,-80.10000823897266,-77.73004174896064
44875.0,-80.67051289191087,-78.57435367154591,-79.56681878885173
45000.0,-76.25035192710924,-80.15321285551802,-77.7288543637042
45125.0,-81.93291786698965,-76.96628938078065,-77.67574981457956
45250.0,-78.90274547183792,-78.37379009215421,-81.62181672227489
45375.0,-77.85264451686037,-80.45363823515967,-76.06516604422875
45500.0,-75.98250982233203,-73.15983634922847,-80.27948747541267
45625.0,-75.84404280236382,-69.69425692918803,-72.51081239248218
45750.0,-77.71388786644054,-76.05347726192167,-79.08600247638243
45875.0,-78.5829205796994,-73.95600515468796,-81.06250131622419
46000.0,-83.76184977852388,-80.31807253190192,-78.89885838894476
46125.0,-77.70238132360176,-77.38932314907034,-79.45318033799528
46250.0,-78.38353148310787,-82.80829818475797,-76.72154876052423
46375.0,-78.79004697842619,-79.00979908188334,-81.89891250676011
46500.0,-83.50294761793444,-74.78231825885814,-79.22205736743852
46625.0,-83.9860819404329,-80.99896750256848,-82.06229062910306
46750.0,-85.22432931880223,-84.22108969854455,-87.0224536734916
46875.0,-83.09856889280212,-79.72152070239704,-84.225267718068
47000.0,-86.67929589052875,-88.69580815858687,-81.14970879988789
47125.0,-80.27650901974914,-84.36470687337425,-79.72645604502111
47250.0,-88.56053992488928,-84.11236270437377,-88.77304891886448
47375.0,-84.99512660970791,-84.40033277949539,-85.20823561883344
47500.0,-82.53406468238735,-81.80234062660783,-82.48315412801307
47625.0,-82.76666935882271,-82.49509843927926,-81.22458734527797
47750.0,-86.53464537749802,-87.40021444255251,-86.01505419566634
47875.0,-87.17194177418753,-87.43619623488544,-82.7486465288766
48000.0,-87.64288884590634,-89.95379469037475,-84.24419932875763
48125.0,-84.94248087833189,-80.4723155540418,-81.9507527571771
48250.0,-86.9903863802173,-83.12382603137279,-87.7266270276796
48375.0,-83.08124962041623,-85.92288978531697,-87.47315856809033
48500.0,-79.30278909282667,-82.33122504655663,-78.89729654043133
48625.0,-79.11655290114737,-80.86354757318956,-83.5106004829325
48750.0,-84.90044194507625,-91.03599347950814,-80.26833140712533
48875.0,-78.53919440387018,-79.63794688391884,-73.16517848193428
49000.0,-81.5256022231613,-82.17439029225235,-80.99145332117301
49125.0,-80.63868043369348,-81.66358822367563,-78.00606330081945
49250.0,-77.22036146541582,-81.62850593756856,-75.73281588235494
49375.0,-78.99037409946034,-80.86422000051489,-83.83625576758892
49500.0,-75.78580801761586,-78.48576119759569,-80.31943317493196
49625.0,-86.12052764666277,-78.25560899579271,-81.55042127463956
49750.0,-75.60226334256981,-75.99392788997197,-80.6032603219654
49875.0,-73.17015108260786,-78.26028287732763,-75.61200660963166
50000.0,-78.13930708450337,-75.45383772134772,-79.22450372122596
50125.0,-81.07470796739118,-77.86943220431813,-77.04625183740019
50250.0,-76.46274084494435,-74.73028798129468,-76.5322799802992
50375.0,-71.40605045482634,-70.93018614373325,-78.12702477938232
50500.0,-73.7450101455154,-78.5534205002113,-79.67750656008378
50625.0,-77.24695636226217,-74.10624313729862,-72.15297456845148
50750.0,-74.12743633362858,-74.95521489517103,-72.63042307184654
50875.0,-75.54251874328428,-70.3602235213524,-69.1891673360977
51000.0,-74.46987563154073,-72.31720060290525,-72.257935967145
51125.0,-69.4813559840991,-75.93762515963137,-70.63048810830078
51250.0,-69.73303685242966,-74.01953495874095,-75.8903006081568
51375.0,-73.50956069748936,-70.11099888823776,-73.17126078283445
51500.0,-72.66443575912244,-72.00393050160162,-71.3590116804878
51625.0,-71.73708049963447,-69.04455643967783,-71.6139877806462
51750.0,-70.64068424612834,-68.40375706985935,-77.36877262914565
51875.0,-70.64209520518428,-74.20348785064714,-72.67859157672629
52000.0,-68.56177488328018,-68.20515328474418,-71.73235251998456
52125.0,-71.02792207841745,-72.32000250942555,-69.6720660205258
52250.0,-71.27255283092872,-70.4755939864775,-67.23134360622328
52375.0,-70.7831485758099,-72.09186489696314,-67.2219543088174
52500.0,-67.20804783588947,-68.36807936271497,-71.73224242173272
52625.0,-74.32384180788056,-67.62714536504295,-69.2969291398409
52750.0,-69.93020244362279,-66.2089412526683,-69.27944514442063
52875.0,-68.82106502867585,-69.06398158172873,-73.4176174749531
53000.0,-74.38325298916612,-65.310332839243,-68.43231286365875
53125.0,-68.29824676755452,-67.83327358249744,-71.3838802856185
53250.0,-69.50349929085108,-68.01681565173838,-73.32577891502422
53375.0,-71.3490515530096,-71.05972791070437,-69.92424416864158
53500.0,-70.94820295696502,-71.0557538910874,-66.91452930272725
53625.0,-72.0968315549567,-78.28561764166857,-72.62734320470092
53750.0,-70.15148297982205,-71.96180119288991,-75.30226739626023
53875.0,-73.60816099151619,-68.56451871014042,-72.57245665829676
54000.0,-69.98635146530209,-67.44261206246374,-69.15148544676532
54125.0,-76.57898149184062,-71.41676425503421,-72.57963336115779
54250.0,-70.16256679574825,-66.81418594209845,-72.62643187834936
54375.0,-78.38764323001578,-68.85272661801041,-73.1809999429516
54500.0,-67.68432419550253,-74.45800263286013,-70.15929546487662
54625.0,-70.02248369427818,-68.54492121444898,-69.79750166149212
54750.0,-70.61981426724242,-71.41707160043059,-71.13125331626951
54875.0,-69.64332931184218,-76.50202942940975,-73.64766857617067
55000.0,-79.41734526238379,-72.48799410213536,-73.37042110200031
55125.0,-73.06753232290477,-76.11063140659942,-71.45000685481452
55250.0,-70.01566723694643,-74.6278205803127,-78.23493120733804
55375.0,-75.63843549820102,-65.9322652839753,-72.9625638215665
55500.0,-73.28702664336001,-71.92737918450337,-72.29264829207976
55625.0,-69.82596904837254,-73.80779052913316,-67.05976318798743
55750.0,-76.06799435823355,-73.51549877895388,-69.73756798154776
55875.0,-72.33172088980615,-74.67494215227035,-70.70239757757174
56000.0,-74.47676932557482,-73.49263373745626,-80.3395927205035
56125.0,-73.36848247748785,-73.82074755161666,-69.00983768516723
56250.0,-65.11469237317749,-74.97916380088004,-77.52066679351812
56375.0,-74.72285683222798,-70.87466530462062,-74.58795677513231
56500.0,-74.31303683858347,-74.445955531722,-70.58355012526141
56625.0,-69.36372574737813,-67.73703291875705,-67.94380095132122
56750.0,-70.9557809909036,-75.95876568774263,-71.9660562550338
56875.0,-70.15450300695848,-70.26227704546966,-69.97677524990114
57000.0,-69.12808369077455,-71.23386677283371,-69.15389955402387
57125.0,-71.96364878607918,-75.68917210788086,-69.64301960653268
57250.0,-70.14178176106854,-67.9459322002184,-69.69541020159286
57375.0,-64.9653776218372,-69.59379648503875,-70.35871657677146
57500.0,-73.70292459599766,-66.79028165881223,-71.25688603266609
57625.0,-65.6186155436527,-69.72161953170182,-65.35768248859229
57750.0,-65.20537017283789,-66.51209184526574,-69.31379028151831
57875.0,-69.96666863345196,-68.22873855304249,-65.23212955020904
58000.0,-66.30464041601527,-64.43904117613839,-65.27025721876535
58125.0,-61.402345340298425,-60.94338763192124,-62.84823723265045
58250.0,-63.55267718995265,-63.09598748871448,-63.56635926260675
58375.0,-63.20663762583017,-65.111979575754,-62.819621062354365
58500.0,-68.52798574295913,-65.89160387581518,-66.46983750592655
58625.0,-68.390266362638,-66.47014272409439,-63.26594088911122
58750.0,-69.34212890823495,-62.93141501156034,-71.66180225975693
58875.0,-65.11407570945578,-66.24841174617647,-67.40667597304818
59000.0,-60.99997240836465,-66.44813289100975,-66.02061319092023
59125.0,-62.92113376310258,-65.83913879507165,-64.96393360972772
59250.0,-63.99984283670472,-64.17939750582221,-66.67179133191098
59375.0,-64.56326509751543,-70.10886238585707,-71.50990894143898
59500.0,-66.30526576942346,-67.29745880300075,-67.26069490992363
59625.0,-69.06038802947522,-74.18230356308534,-70.99813307664152
59750.0,-67.1608786082248,-66.88945487079057,-67.0763143958816
59875.0,-73.69099505728477,-70.32282557149496,-72.04031147843764
60000.0,-64.97731664960395,-65.69537584570428,-71.55683975383941
60125.0,-68.58831937591222,-73.48749280983789,-72.48715640990399
60250.0,-67.70209697163357,-66.49520488333027,-69.09918995018322
60375.0,-71.2191770101785,-67.82935902049508,-65.24861229151419
60500.0,-65.76892206830732,-70.3827823470535,-66.50615294978367
60625.0,-70.29597736174014,-67.91850946087514,-68.49933704389396
60750.0,-68.50686503737538,-73.51623278567557,-70.7827155396416
60875.0,-76.26645058310301,-67.97014168728211,-68.3638155677837
61000.0,-70.72798128884436,-65.59006894580409,-73.15734728170032
61125.0,-67.47498209485227,-72.63437841708266,-73.57834048201966
61250.0,-68.21047380878596,-74.67536740016975,-73.94516061030716
61375.0,-84.16188101628087,-76.30548823956141,-79.06037085344276
61500.0,-83.68251834410162,-84.40794088586242,-77.8816878371798
61625.0,-85.52668331907964,-86.07464016705087,-86.80531006333797
61750.0,-88.92427935633386,-89.0632116977964,-93.06194511642008
61875.0,-90.68722921664143,-88.95218917151524,-94.61277031928894
62000.0,-87.6130638548347,-95.04498657650436,-100.68518493545868
62125.0,-91.19330713071541,-92.91695799481684,-89.4047043121231
62250.0,-97.87704212179948,-97.39410025300855,-96.75345837862527
62375.0,-94.96439849809087,-91.90210571335523,-94.88669674446759
62500.0,-96.76530464936157,-96.1142422356408,-97.91932994126502
62625.0,-97.21851223392218,-91.33318076826134,-94.86206612306759
62750.0,-101.53982759540453,-97.17039133163989,-97.80255747878458
62875.0,-106.95173712701308,-100.05385984063307,-99.95900404135756
63000.0,-105.993464573392,-97.94371942390302,-106.35524875798285
63125.0,-101.45093953570932,-105.55895627891601,-97.03834694063872
63250.0,-100.40538609761279,-101.15161412044368,-101.50733877298255
63375.0,-100.41943850858947,-103.66782512532184,-99.69076417944585
63500.0,-99.9077111642793,-95.05278177609318,-97.3199308938083
63625.0,-101.53661571083111,-100.69647240272417,-99.98227370184799
63750.0,-99.86189730987334,-105.0116913512932,-96.2664211930717
63875.0,-95.2700556546926,-94.1221500312657,-100.53563661711755
64000.0,-100.68074261796579,-95.33790787439403,-98.53211956677423
64125.0,-102.12343172835098,-93.87438176630766,-105.34473996489699
64250.0,-99.06020733332372,-99.26005484971658,-103.1006613382496
64375.0,-98.10624521004786,-97.56017509906118,-96.86128422328234
64500.0,-96.63026379476227,-95.59457794516129,-97.3074810262184
64625.0,-98.78502149665391,-102.6201818084363,-95.14569558844143
64750.0,-99.86929686236371,-100.05918011258123,-95.32838449909542
64875.0,-97.22815393753504,-101.76988264685977,-101.37733621091381
65000.0,-95.41557536407554,-100.65372732844185,-100.76771811580656
65125.0,-98.24442787624598,-101.62585471545715,-98.01633399114438
65250.0,-96.3399028004377,-96.92390372544952,-94.30301859763297
65375.0,-99.48521329308537,-98.18289119805442,-101.1998199344645
65500.0,-95.46564933462736,-103.40782770524005,-98.94834414366244
65625.0,-96.86804570823351,-98.33691040564217,-96.45053322082876
65750.0,-96.32058979752543,-102.21953972280859,-92.97400746874308
65875.0,-100.24143680361239,-97.67655694212196,-94.42595747209313
66000.0,-99.11934425080435,-95.22429277951272,-94.70369433722007
66125.0,-95.35462217799996,-92.57495702746323,-89.81258788839772
66250.0,-91.30798327129223,-96.20272785153372,-90.08453254291898
